Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
110520	-210.6516	-192.8635	-17.78809	911371	5.136932	0.076063	0.0800048	0.0975936	0.033324	0.372655	0.0357583	0.0249731	0.273361	0.129729	0.198817	0.0175576	0.279495	0.014923	0.0695149	0.0171131	0.275868	0.0612323	0.140128	0.0116854	0.903268	0.110814	0.015169	0.372549	0.0304988	0.0377086	0.998669	0.99966	1.00034	1.00133	3.679803
110530	-202.6836	-184.7361	-17.94747	693761.7	7.686135	0.0731376	0.092379	0.0359236	0.0864507	0.33674	0.0816507	0.0493841	0.136676	0.169252	0.0822615	0.0288611	0.081874	0.0408316	0.107428	0.0459477	0.227714	0.0294905	0.0682269	0.0114492	0.904332	0.142964	0.0311615	0.787725	0.0184188	0.0541532	0.998474	0.99961	1.00039	1.00153	3.724433
110540	-211.7044	-192.4925	-19.2119	227733	4.951835	0.112142	0.136629	0.0843709	0.115599	0.168715	0.0478352	0.0707738	0.110859	0.107498	0.212852	0.0402085	0.0657991	0.0371213	0.160188	0.07816	0.480566	0.0529858	0.0200988	0.00784123	1.32662	0.153309	0.0348674	0.256282	0.00959758	0.0361684	0.997338	0.999318	1.00068	1.00266	3.927088
110550	-207.9975	-188.2975	-19.70003	46738.28	5.545521	0.173031	0.14474	0.0999213	0.192485	0.129786	0.0836479	0.0471916	0.0699176	0.134497	0.413448	0.0157671	0.101106	0.0757368	0.0180514	0.0197496	0.450821	0.10451	0.025164	0.0123508	1.21432	0.0564643	0.0866245	0.307855	0.0281986	0.078356	0.994127	0.998492	1.0015	1.00589	4.083743
110560	-204.8081	-187.6965	-17.11159	487481.6	6.71046	0.0623067	0.0760993	0.068037	0.264908	0.0988051	0.1208	0.00441038	0.100117	0.397578	0.334665	0.0479411	0.113265	0.0954917	0.0194791	0.0201459	0.518367	0.116434	0.0476051	0.0449432	0.300225	0.0828262	0.0263368	0.546982	0.0811935	0.0757617	0.99818	0.999534	1.00046	1.00182	3.664723
110570	-206.8082	-192.2243	-14.58386	863275.2	6.849144	0.056102	0.102167	0.0296172	0.224483	0.0966913	0.0439438	0.00102543	0.16494	0.119629	0.219005	0.0443646	0.0632263	0.360849	0.041662	0.0284556	0.193384	0.117437	0.0444932	0.112232	0.3382	0.0676146	0.0199216	0.480267	0.253543	0.0688264	0.998632	0.99965	1.00035	1.00137	3.292079
110580	-211.5084	-187.1024	-24.40607	968803.4	6.249901	0.0195097	0.248663	0.08648	0.288067	0.216829	0.0429003	0.00156318	0.150539	0.492644	0.155973	0.048768	0.0387668	0.11257	0.0231973	0.0302178	0.380982	0.0673415	0.166936	0.109264	1.33156	0.0249026	0.0113466	0.421923	0.3294	0.0318976	0.998709	0.99967	1.00033	1.00129	4.83224
110590	-212.0906	-190.8132	-21.27734	682616.9	5.470793	0.0177509	0.148913	0.158151	0.343314	0.0431647	0.0133116	0.00419775	0.0537385	0.174773	0.197325	0.0384881	0.0428354	0.324062	0.02153	0.031802	0.115028	0.0867178	0.226811	0.142932	1.80364	0.0202793	0.0183831	0.156881	0.15741	0.0271321	0.998462	0.999607	1.00039	1.00154	4.368574
110600	-210.4502	-186.2979	-24.15229	878605	4.884682	0.0339621	0.0918375	0.0365465	0.225773	0.120375	0.0216109	0.0049764	0.0424024	0.347445	0.122576	0.218795	0.0451361	0.150118	0.0169983	0.0210966	0.331404	0.146957	0.284355	0.0941372	1.71157	0.013496	0.0395928	0.432537	0.335467	0.0361815	0.998644	0.999653	1.00035	1.00136	4.925348
110610	-210.0623	-185.0065	-25.05578	734447.9	7.81783	0.0165858	0.139572	0.0858697	0.146334	0.0613776	0.024187	0.0217495	0.0386328	0.491551	0.119987	0.157466	0.0368098	0.243319	0.0205394	0.0253236	0.236264	0.0695573	0.567721	0.0963395	1.37552	0.0393857	0.0212624	0.494632	0.0668547	0.0250576	0.998517	0.999621	1.00038	1.00148	4.621895
110620	-209.027	-188.287	-20.74001	324827.1	4.166615	0.0130623	0.292097	0.0463749	0.246216	0.0994099	0.0334844	0.0328362	0.2245	0.560573	0.121169	0.129989	0.017413	0.143681	0.0483519	0.0230881	0.281712	0.036069	0.33661	0.0537903	0.592071	0.0300221	0.0103138	0.480319	0.14709	0.0354251	0.997771	0.999429	1.00057	1.00223	4.035669
110630	-217.4833	-194.4684	-23.01487	119221.2	6.044081	0.0397225	0.208259	0.129393	0.0543953	0.163392	0.038816	0.073827	0.143633	0.609782	0.121674	0.0394534	0.00700316	0.383357	0.102737	0.0431292	0.403479	0.0207714	0.15064	0.0213083	0.927098	0.0249136	0.00853746	0.643937	0.242795	0.032866	0.996321	0.999057	1.00094	1.00368	4.634921
110640	-213.2977	-187.2081	-26.08962	143140.2	5.637736	0.0629558	0.0865576	0.102949	0.110243	0.116772	0.0587394	0.0720903	0.141039	0.536386	0.759413	0.0538833	0.00836457	0.238623	0.0449883	0.0240594	0.725096	0.0318922	0.509711	0.010299	0.972826	0.0663469	0.00851045	0.274549	0.170269	0.0336046	0.996642	0.99914	1.00086	1.00336	5.220169
110650	-213.3714	-193.3481	-20.02338	188633.3	6.117514	0.0960845	0.0376711	0.0796695	0.225717	0.325658	0.0465022	0.0926031	0.0663211	0.237041	0.594492	0.200643	0.011785	0.214268	0.0494337	0.0473693	0.22461	0.0668848	0.242799	0.00792694	0.707351	0.0665722	0.00892096	0.0438707	0.415627	0.0274084	0.997075	0.999251	1.00075	1.00293	4.137231
110660	-212.3197	-191.6235	-20.69618	213581.1	4.905494	0.0484109	0.031664	0.0641491	0.211932	0.191874	0.0787417	0.156531	0.0710004	0.145231	0.147099	0.118493	0.00158019	0.0647828	0.0446563	0.0579267	0.283367	0.0463943	0.213646	0.0146964	1.40314	0.0158736	0.0183155	0.0243118	0.746694	0.0202201	0.997251	0.999296	1.0007	1.00275	4.220732
110670	-210.712	-190.7965	-19.91556	484459.4	6.260316	0.0579425	0.0721177	0.149344	0.134065	0.0279883	0.201971	0.170138	0.196865	0.192918	0.109448	0.082815	0.00134093	0.255008	0.0226979	0.126504	0.106917	0.0658489	0.0817863	0.0124647	0.875462	0.0279318	0.00348559	0.0128735	0.972534	0.152754	0.998174	0.999533	1.00047	1.00183	4.11322
110680	-206.9793	-189.5064	-17.47294	251434.7	5.47165	0.0483905	0.0816445	0.108253	0.154987	0.0504216	0.161812	0.128165	0.197558	0.306558	0.0869106	0.120401	0.00300554	0.0682149	0.024692	0.048019	0.316377	0.157276	0.209673	0.0108082	0.473919	0.143787	0.00144112	0.0482087	0.48665	0.236108	0.997466	0.999351	1.00065	1.00254	3.673281
110690	-214.3287	-195.8029	-18.52577	984417.2	11.86384	0.0788263	0.058392	0.0599302	0.24956	0.0478117	0.223945	0.0749174	0.155184	0.239826	0.0663155	0.0943395	0.00279884	0.147438	0.267685	0.0453171	0.277112	0.199406	0.0741985	0.0122353	0.387214	0.0948804	0.00242655	0.0279951	0.166162	0.252027	0.998719	0.999672	1.00033	1.00128	3.305943
110700	-211.8664	-188.509	-23.35734	799484.5	8.40729	0.108245	0.067061	0.0247535	0.344216	0.0428381	0.0785819	0.17846	0.123264	0.222258	0.0633687	0.0906714	0.00250734	0.0817395	0.131901	0.0292488	0.595583	0.168554	0.553517	0.0655189	0.482776	0.0811278	0.00346966	0.046425	0.52486	0.187009	0.998579	0.999637	1.00036	1.00142	4.297956
110710	-218.5185	-192.4986	-26.01989	628369.6	6.572625	0.16888	0.0263338	0.0691064	0.316406	0.0964547	0.131829	0.0652129	0.141143	0.504592	0.022327	0.244825	0.0010461	0.063351	0.104952	0.0036627	0.755469	0.247641	0.431318	0.0395107	0.756011	0.193867	0.00561763	0.199282	0.14806	0.285296	0.998397	0.99959	1.00041	1.0016	5.022193
110720	-216.1978	-192.7595	-23.4383	910804.1	3.992627	0.199303	0.084455	0.0630838	0.327735	0.0731	0.0767003	0.0501446	0.039396	0.551169	0.017988	0.102678	0.000600487	0.101938	0.0707182	0.000808141	0.702236	0.194653	0.735211	0.042145	0.522664	0.271879	0.0367354	0.258934	0.0639226	0.0407848	0.998668	0.999659	1.00034	1.00133	4.628983
110730	-214.3647	-192.43	-21.9347	165678.7	4.863454	0.219049	0.11607	0.079895	0.0997379	0.0876092	0.125716	0.0394787	0.0638493	0.182645	0.0122538	0.0890992	0.00228877	0.289761	0.095627	0.00181994	0.471737	0.0626548	0.264191	0.019534	0.901622	0.139338	0.0312519	0.306153	0.724254	0.0437238	0.996879	0.999201	1.0008	1.00312	4.46936
110740	-214.6559	-196.4999	-18.15601	187823.8	5.532905	0.158975	0.0587763	0.0753893	0.11338	0.113006	0.254464	0.0137978	0.0391992	0.0843351	0.106386	0.156143	0.0165801	0.208699	0.0999281	0.00241078	0.441339	0.0880601	0.283597	0.143153	0.451757	0.289879	0.0450775	0.159833	0.356276	0.0437172	0.997069	0.999249	1.00075	1.00293	3.80416
110750	-204.7578	-189.4372	-15.32052	344023.3	7.385838	0.0878534	0.117804	0.0595786	0.22699	0.0255234	0.100169	0.00930102	0.0218361	0.108165	0.273383	0.0475644	0.00659315	0.228864	0.106856	0.0255596	0.231415	0.0427721	0.0546524	0.159911	0.611724	0.183766	0.0813268	0.402813	0.0628649	0.116135	0.997834	0.999446	1.00055	1.00217	3.393421
110760	-203.5813	-190.045	-13.5362	206579.6	8.462486	0.0230929	0.059055	0.0848612	0.0475606	0.058739	0.073791	0.00694191	0.0210678	0.125251	0.264238	0.0216477	0.0113928	0.0997397	0.105238	0.0372605	0.178887	0.0258983	0.0310796	0.0932011	0.559054	0.245973	0.0576785	0.6579	0.0726214	0.165229	0.997205	0.999284	1.00071	1.0028	3.1274
110770	-200.6367	-182.5125	-18.12418	40162.48	5.467462	0.0294115	0.075041	0.042956	0.0901691	0.0601724	0.068644	0.0102763	0.0349808	0.0716857	0.325379	0.0398597	0.0188119	0.0637458	0.0594507	0.0849184	0.407425	0.038814	0.0167778	0.228624	1.04237	0.126215	0.0908485	0.613736	0.109393	0.0421505	0.993664	0.998373	1.00161	1.00635	3.791859
110780	-202.8077	-186.3726	-16.43505	55734.25	4.497282	0.0205164	0.0662811	0.0299794	0.228877	0.202002	0.270497	0.00454084	0.0346513	0.0434816	0.219621	0.0491075	0.0327922	0.0698086	0.0464907	0.0710174	0.238492	0.0995765	0.0109388	0.288196	0.574135	0.0302781	0.211752	0.165851	0.0729451	0.109703	0.994621	0.99862	1.00137	1.00539	3.191532
110790	-201.0142	-190.8591	-10.15509	314279.2	10.18184	0.0177173	0.0971093	0.0586272	0.160238	0.153855	0.153823	0.0059817	0.0432054	0.0797169	0.0742703	0.0673256	0.0356213	0.123544	0.0299649	0.137106	0.105343	0.41559	0.00322551	0.0694223	0.390297	0.014325	0.107077	0.163441	0.0211634	0.159604	0.997734	0.99942	1.00058	1.00227	2.687595
110800	-196.5712	-187.7965	-8.774672	542402.3	10.13561	0.0419578	0.111236	0.0233989	0.174201	0.193858	0.0785947	0.0116087	0.0259925	0.264804	0.0628089	0.0416526	0.0309916	0.0844137	0.084209	0.0331899	0.0695853	0.21729	0.00302975	0.067212	0.4376	0.0378161	0.0777975	0.246714	0.0525055	0.0808778	0.998275	0.999559	1.00044	1.00173	2.553346
110810	-205.767	-188.398	-17.36907	488466.3	7.974375	0.0121275	0.187652	0.0724357	0.21812	0.362483	0.0188383	0.057417	0.016949	0.354745	0.04392	0.243542	0.0195787	0.0334988	0.106345	0.025958	0.0646042	0.474047	0.00625148	0.269857	0.595647	0.135132	0.084172	0.098735	0.0730797	0.0503306	0.998182	0.999535	1.00046	1.00182	3.625466
110820	-204.178	-189.5828	-14.5952	821777.4	6.855426	0.0130849	0.280611	0.00588743	0.125931	0.221652	0.0176279	0.107085	0.0998035	0.0929382	0.0547172	0.115542	0.0621632	0.0481396	0.098265	0.150535	0.115296	0.451495	0.00730434	0.176891	0.57555	0.0865642	0.0628204	0.252121	0.0399634	0.0318879	0.998598	0.999642	1.00036	1.0014	3.293877
110830	-205.2442	-191.8162	-13.42804	52804.6	6.948894	0.0122597	0.310942	0.00259381	0.0756839	0.22678	0.065332	0.106426	0.0365323	0.0981057	0.131849	0.183753	0.0580836	0.0360757	0.093815	0.205516	0.0378998	0.388555	0.00559895	0.199257	0.447622	0.0787734	0.0847816	0.126221	0.0421887	0.0729933	0.994474	0.998582	1.00141	1.00554	3.127637
110840	-206.3314	-187.307	-19.02437	24608.74	4.504629	0.05425	0.292705	0.00544204	0.0541357	0.319016	0.0505267	0.0670894	0.0501099	0.230336	0.132553	0.0333816	0.0797616	0.197254	0.103555	0.13712	0.14762	0.322611	0.00393638	0.412007	0.534248	0.0394295	0.131551	0.293744	0.012345	0.0651458	0.991909	0.997919	1.00206	1.00811	3.769874
110850	-219.4797	-197.8612	-21.61847	38503.35	5.614954	0.0298709	0.292705	0.000843396	0.20417	0.116837	0.271794	0.0744724	0.0325733	0.266465	0.513369	0.0409709	0.0450739	0.340055	0.149533	0.233396	0.201007	0.252148	0.00263713	0.516991	0.226381	0.122541	0.219065	0.112159	0.0304715	0.132309	0.99353	0.998338	1.00165	1.00649	4.427838
110860	-213.9871	-191.4634	-22.52369	130430.6	6.444495	0.0714273	0.11448	0.0007483	0.0985648	0.174514	0.421715	0.0373807	0.0948452	0.183446	0.52459	0.0266147	0.0278511	0.148601	0.186973	0.145181	0.328419	0.254394	0.00468936	0.553605	0.574796	0.0877589	0.168465	0.187661	0.0288491	0.0615697	0.996483	0.999099	1.0009	1.00352	4.50714
110870	-210.7213	-191.1331	-19.58821	27097.55	5.870392	0.0649915	0.076624	0.000844844	0.156138	0.130156	0.389313	0.147598	0.115957	0.228524	0.319142	0.0615882	0.0237105	0.0905729	0.184646	0.270013	0.140477	0.508888	0.0135525	0.306192	0.448291	0.0244306	0.105229	0.109635	0.0124017	0.141165	0.992289	0.998017	1.00196	1.00773	4.07008
110880	-219.6396	-199.6788	-19.96082	23535.41	4.985598	0.149987	0.163891	0.00403339	0.06085	0.10986	0.302489	0.229316	0.0472954	0.16043	0.330842	0.0710052	0.0153388	0.259105	0.219125	0.216241	0.438833	0.325254	0.0219797	0.196433	0.337538	0.0317571	0.156275	0.181734	0.0126962	0.0411207	0.991727	0.997872	1.0021	1.0083	4.083428
110890	-224.2587	-197.8955	-26.36324	152515.3	4.644353	0.218679	0.23664	0.0181127	0.0267813	0.141461	0.2454	0.190657	0.0714326	0.365012	0.378068	0.187025	0.0194119	0.219705	0.520427	0.104847	0.0554601	0.296065	0.0849388	0.398667	0.898986	0.0824191	0.447113	0.0451507	0.033415	0.109167	0.996747	0.999167	1.00083	1.00326	5.395041
110900	-215.7594	-192.2446	-23.51476	36036.14	5.423627	0.146275	0.0395706	0.0100081	0.148164	0.169512	0.145555	0.131702	0.0791837	0.443611	0.901097	0.108416	0.0285034	0.0929174	0.181643	0.151404	0.0140228	0.332683	0.418451	0.196223	0.444358	0.0436341	0.0997914	0.332137	0.0250109	0.0970508	0.993312	0.998282	1.0017	1.0067	4.780925
110910	-218.2559	-192.4883	-25.76754	4668.413	5.001995	0.0720911	0.0233067	0.0124022	0.0727684	0.408221	0.0744851	0.0560094	0.192054	1.002	0.177053	0.0870577	0.014451	0.14891	0.0412964	0.163756	0.0137168	0.112392	0.892369	0.463295	0.386275	0.0187611	0.270269	0.428869	0.0287734	0.0860922	0.981458	0.995187	1.00469	1.01866	5.246679
110920	-214.6085	-189.2042	-25.4043	1259.228	6.299498	0.0737826	0.0400297	0.0205903	0.0367298	0.261449	0.105016	0.0885198	0.0275514	0.272653	0.121444	0.11947	0.0163685	0.283586	0.0756117	0.231857	0.0061637	0.060112	1.26546	0.726726	0.0549954	0.0581723	0.321315	0.578876	0.025964	0.110008	0.96441	0.990625	1.00892	1.03604	4.982452
110930	-211.1238	-188.3006	-22.82324	765.7824	5.366522	0.0949996	0.0681436	0.0264013	0.0148672	0.145849	0.123596	0.0582383	0.0551631	0.151035	0.115747	0.156243	0.0189541	0.114097	0.277899	0.204597	0.0199231	0.0180074	0.989474	0.190628	0.086682	0.109393	0.736464	0.695556	0.0104459	0.173354	0.954447	0.987898	1.01136	1.0463	4.65576
110940	-207.7096	-187.7422	-19.96745	2264.402	7.680386	0.113389	0.380885	0.0315123	0.016375	0.0647142	0.070293	0.0407864	0.0552992	0.162496	0.123983	0.22613	0.0105453	0.175794	0.126946	0.0702772	0.0382285	0.0311007	0.716035	0.127763	0.440084	0.274172	0.250802	0.166892	0.0282884	0.245147	0.973416	0.993052	1.0067	1.02684	3.987939
110950	-207.8979	-192.6913	-15.20658	3369.718	6.252143	0.162108	0.147438	0.137601	0.0209705	0.115277	0.0349017	0.0498688	0.0672556	0.0386521	0.171362	0.168801	0.0174702	0.102089	0.0797744	0.0685029	0.0118348	0.0312929	0.87112	0.142093	0.333761	0.133205	0.175963	0.102073	0.0304662	0.146576	0.978189	0.994323	1.00551	1.02198	3.360457
110960	-200.5943	-187.9871	-12.60719	7801.461	7.154022	0.0513801	0.217734	0.116074	0.0268753	0.0731797	0.0416189	0.0560964	0.0460286	0.0276533	0.309253	0.131976	0.0542167	0.146067	0.0331027	0.0440351	0.0100261	0.0120354	0.523287	0.0847768	0.421162	0.132502	0.117149	0.222232	0.0723963	0.0482898	0.985646	0.996288	1.00364	1.01443	3.019149
110970	-206.081	-190.9803	-15.10062	4922.95	7.21437	0.0348818	0.203621	0.0543768	0.0576933	0.0920561	0.0356815	0.0301798	0.147773	0.0841887	0.511265	0.0584686	0.0270603	0.215892	0.0181696	0.0185814	0.0239781	0.00896255	0.750372	0.19465	0.288799	0.0830463	0.139253	0.194773	0.0788829	0.0143428	0.981942	0.995315	1.00457	1.01817	3.366949
110980	-214.8066	-191.962	-22.84456	1744.177	3.342013	0.0454558	0.343323	0.0252446	0.0730775	0.183083	0.0377921	0.10918	0.136718	0.0664655	0.55823	0.0132522	0.0189611	0.133648	0.014441	0.0165853	0.0398439	0.151317	0.616253	0.175362	0.284381	0.106178	0.572855	0.173283	0.130729	0.0351565	0.96973	0.992063	1.00761	1.0306	4.060814
110990	-206.1474	-187.8668	-18.28061	2584.069	6.639627	0.0368907	0.14662	0.0468327	0.101983	0.268088	0.080164	0.105942	0.099554	0.130195	0.282709	0.0212302	0.0324468	0.184885	0.0250826	0.0321962	0.0158131	0.157702	0.50019	0.102048	0.156049	0.147091	0.82192	0.209898	0.0722157	0.064317	0.975107	0.993503	1.00628	1.02511	3.842065
111000	-209.7973	-190.7988	-18.9985	3297.988	9.634211	0.0513301	0.127376	0.0399991	0.0768039	0.164891	0.0261018	0.0450442	0.0505473	0.237215	0.398961	0.0176049	0.094912	0.332378	0.106476	0.0130462	0.0264334	0.118801	0.661773	0.174332	0.160438	0.149171	0.284555	0.0364528	0.166188	0.0653583	0.977954	0.99426	1.00557	1.02222	3.626188
111010	-203.2787	-185.2242	-18.05448	6527.95	5.117848	0.100139	0.11827	0.072745	0.0616666	0.120629	0.0320588	0.0522107	0.0918528	0.235739	0.324472	0.0465516	0.0882231	0.250019	0.0217716	0.0681042	0.0275751	0.0435984	0.557616	0.0784693	0.513677	0.413155	0.216625	0.0273615	0.134997	0.030614	0.984312	0.995938	1.00397	1.01578	3.728142
111020	-206.0436	-188.4638	-17.57977	52305.23	6.337256	0.0457462	0.116746	0.147077	0.425986	0.166258	0.0422293	0.0789766	0.118075	0.250953	0.156127	0.0278156	0.0873187	0.0720569	0.0153465	0.177956	0.0976735	0.0271834	0.661535	0.0800895	0.176297	0.176741	0.232041	0.0275842	0.284976	0.0476717	0.994448	0.998575	1.00141	1.00556	3.740461
111030	-214.3272	-193.719	-20.60824	35220.43	7.71535	0.0114252	0.089442	0.195729	0.406414	0.267657	0.05675	0.0384924	0.0512222	0.218287	0.207982	0.0919267	0.113017	0.0990096	0.0339905	0.423862	0.22779	0.00519586	0.502643	0.110285	0.0434899	0.210781	0.253882	0.0547109	0.260648	0.0921011	0.993235	0.998262	1.00172	1.00678	4.066732
111040	-205.6996	-192.6249	-13.0747	6414.005	8.763681	0.00873066	0.0325426	0.109802	0.217015	0.263982	0.0741871	0.018995	0.0577208	0.176136	0.267365	0.106192	0.0991778	0.0857242	0.0166944	0.14506	0.178956	0.0130394	0.105988	0.0336635	0.238714	0.116104	0.436795	0.0371233	0.0860165	0.134424	0.984173	0.995902	1.00401	1.01592	3.060148
111050	-203.0087	-188.654	-14.35472	3077.781	6.287155	0.0157978	0.0793107	0.0898615	0.0823089	0.386818	0.146523	0.0540987	0.0242672	0.115426	0.0674606	0.111106	0.124445	0.0453663	0.034018	0.391855	0.379992	0.0129746	0.108975	0.125725	0.12474	0.0699081	0.450651	0.0348101	0.0950208	0.0558832	0.977182	0.994055	1.00576	1.023	3.227343
111060	-208.8486	-195.0374	-13.81121	4174.487	7.881043	0.0332525	0.0219999	0.237778	0.183529	0.256279	0.0554099	0.125883	0.0255625	0.0935047	0.125101	0.139345	0.151689	0.0601534	0.080571	0.23635	0.251724	0.0131876	0.195143	0.0857678	0.197035	0.0341539	0.429366	0.0189463	0.0831141	0.0471311	0.980396	0.994907	1.00496	1.01974	3.181978
111070	-205.8586	-188.7821	-17.0764	8671.984	6.127823	0.0078732	0.0252717	0.0426673	0.05106	0.175454	0.0126722	0.0318946	0.00455603	0.627422	0.101327	0.0782898	0.027112	0.180785	0.0741014	0.282279	0.446659	0.0431756	0.290739	0.246118	0.131131	0.0620083	0.621141	0.0335468	0.024863	0.033741	0.986383	0.996481	1.00345	1.01368	3.655886
111080	-199.6915	-186.7608	-12.93069	5339.707	6.964419	0.0094982	0.00693777	0.0741293	0.116874	0.0393891	0.00552558	0.0964935	0.00382346	0.296189	0.246876	0.0379131	0.0809692	0.0407258	0.0404539	0.195325	0.0652982	0.0337946	0.22903	0.679583	0.151794	0.131604	0.377973	0.0275635	0.0449472	0.0241041	0.982659	0.995504	1.00439	1.01745	3.056817
111090	-201.3749	-187.6098	-13.76518	22821.54	7.338389	0.0924929	0.0332743	0.027086	0.125273	0.0261694	0.00532785	0.0317316	0.000408486	0.237528	0.17891	0.0284833	0.159772	0.105597	0.068631	0.0979212	0.0790637	0.111871	0.305308	0.165401	0.0992622	0.227531	0.804338	0.0271488	0.0578859	0.0863375	0.991598	0.997838	1.00214	1.00843	3.182753
111100	-197.53	-184.0465	-13.48353	191231.4	6.954449	0.0715637	0.00944167	0.0651472	0.176524	0.0614544	0.00508598	0.0662146	0.00022037	0.26704	0.119145	0.0126166	0.0815573	0.0466153	0.0572598	0.0941955	0.0364003	0.085771	0.256618	0.247509	0.0914587	0.281724	0.803923	0.0167496	0.0820669	0.0995307	0.997095	0.999256	1.00074	1.00291	3.135831
111110	-203.6448	-185.4229	-18.22192	585752.9	5.703432	0.0770825	0.00391335	0.0630552	0.198874	0.178659	0.0036988	0.0665576	0.000312292	0.181582	0.0828491	0.0118714	0.0816792	0.0319809	0.195379	0.0621026	0.0336722	0.189228	0.0699038	0.666135	0.269675	0.442608	0.730508	0.0105265	0.0985843	0.0786138	0.99834	0.999575	1.00042	1.00166	3.829051
111120	-200.7025	-189.2665	-11.43598	691639.1	8.418223	0.0838795	0.00846228	0.018566	0.0970976	0.133879	0.0161453	0.0951368	0.000184851	0.117395	0.0908521	0.0154213	0.0483297	0.0845446	0.0469404	0.0369621	0.129909	0.115302	0.052743	0.402762	0.100917	0.338337	0.716969	0.0105413	0.104966	0.0135926	0.998472	0.999609	1.00039	1.00153	2.879835
111130	-207.9218	-186.4872	-21.43455	690328.4	5.287946	0.214119	0.037183	0.0158929	0.0815069	0.279623	0.038847	0.0973422	0.00178763	0.113898	0.347726	0.0036125	0.0628291	0.0353112	0.00783293	0.075034	0.245861	0.375015	0.0354713	0.465824	0.101175	0.463667	1.14683	0.00949462	0.131145	0.0085372	0.998471	0.999609	1.00039	1.00153	4.395563
111140	-200.8566	-187.6165	-13.24007	781480.7	10.59393	0.194138	0.153389	0.00858503	0.0426332	0.141685	0.0639491	0.0522586	0.000955064	0.206545	0.21933	0.00296963	0.213516	0.1305	0.00474255	0.0716767	0.131008	0.160819	0.0855598	0.0878916	0.233057	0.189681	0.351474	0.0186539	0.116891	0.0781945	0.998562	0.999632	1.00037	1.00144	2.960102
111150	-203.3396	-184.8851	-18.45451	439056.6	8.330733	0.089766	0.0774696	0.00601819	0.191191	0.180384	0.0490048	0.0236289	0.000295815	0.657605	0.187915	0.00503168	0.10596	0.0370353	0.00786539	0.097104	0.12097	0.165004	0.054694	0.0678666	0.139384	0.195056	0.739168	0.032747	0.408644	0.0835071	0.998082	0.999509	1.00049	1.00192	3.723315
111160	-210.0608	-189.5494	-20.51135	271131	6.112516	0.0711599	0.0753513	0.00615717	0.0809904	0.165976	0.0434261	0.0663076	0.000115248	0.556598	0.248542	0.0181885	0.1923	0.0266113	0.0107966	0.480061	0.0627776	0.107093	0.10729	0.103224	0.196273	0.11178	0.72727	0.0247443	0.629726	0.104505	0.99756	0.999375	1.00062	1.00244	4.217266
111170	-206.1318	-186.013	-20.11874	85880.47	5.010605	0.0905557	0.0581713	0.00661926	0.0332685	0.0714359	0.0607188	0.0324238	0.000115309	0.35626	0.1608	0.0561647	0.108044	0.0127216	0.0185532	0.247807	0.0330065	0.269415	0.234996	0.137395	0.604866	0.348095	0.535968	0.0217777	0.412723	0.20663	0.995666	0.998889	1.0011	1.00434	4.118532
111180	-200.4246	-186.6036	-13.82102	90933.94	7.632841	0.147395	0.0189936	0.0236256	0.0500859	0.0785614	0.0252936	0.00776547	8.85607e-05	0.202511	0.445415	0.071148	0.0593399	0.0099951	0.0222391	0.0433139	0.0349978	0.295609	0.0722575	0.0557913	0.345569	0.200522	0.602648	0.0101465	0.327704	0.0374104	0.995788	0.99892	1.00107	1.00422	3.188427
111190	-198.2569	-183.7837	-14.4732	110133.6	5.122923	0.0456822	0.0204885	0.0318342	0.0449764	0.133181	0.113409	0.0360563	0.000113603	0.276453	0.216784	0.0259049	0.10343	0.00823879	0.0155225	0.0298764	0.00621982	0.348856	0.0853648	0.0600301	0.299244	0.0847848	0.814847	0.00224489	0.191018	0.0354543	0.996172	0.999019	1.00098	1.00383	3.030016
111200	-198.5217	-187.4121	-11.10963	539657.9	6.2318	0.162026	0.0279442	0.0269755	0.0888167	0.132423	0.0791316	0.0362253	0.000271214	0.233042	0.122448	0.0232327	0.0490491	0.017226	0.0354777	0.0797159	0.00724781	0.157362	0.0516616	0.0533826	0.340375	0.146773	0.692812	0.00181031	0.125682	0.0104681	0.99827	0.999558	1.00044	1.00173	2.701579
111210	-205.527	-189.8658	-15.66117	989285.9	6.760758	0.0229575	0.0178637	0.057975	0.188302	0.0986088	0.0700027	0.0593955	0.000441863	0.235379	0.141561	0.0294291	0.177912	0.0151879	0.0872866	0.104391	0.0182822	0.277935	0.114115	0.0560415	0.730478	0.0699366	0.836833	0.00272426	0.0224613	0.0135488	0.998722	0.999673	1.00033	1.00128	3.449049
111220	-198.1285	-186.4654	-11.66311	483140.3	8.098739	0.0286841	0.0420947	0.0388436	0.139523	0.199095	0.0757142	0.0862959	0.000154998	0.138428	0.212413	0.0782729	0.12154	0.0376342	0.0994716	0.13593	0.0294452	0.415684	0.0259918	0.0309538	0.469972	0.10838	0.308939	0.00471652	0.0599347	0.0218325	0.998172	0.999532	1.00047	1.00183	2.909943
