Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
580	-199.7428	-189.1453	-10.59752	260520.9	7.077525	0.177038	0.0740401	0.0888735	0.177816	0.119028	0.0575309	0.172643	0.0422144	0.181076	0.155885	0.0164489	0.0384783	0.000946799	0.0594438	0.362629	0.0472533	0.121531	0.0791563	0.0738498	0.0208903	0.235059	0.324832	0.0397962	0.0591967	0.00636114	0.997511	0.999363	1.00063	1.00249	2.732017
590	-200.2479	-185.4482	-14.79963	675922.6	6.725833	0.0358564	0.0755685	0.0963704	0.0855279	0.11535	0.0316016	0.127732	0.0456518	0.518704	0.125261	0.00462567	0.0344584	0.000626469	0.356406	0.528888	0.0497422	0.0530838	0.078671	0.0762739	0.0206749	0.247402	0.374534	0.0617147	0.166037	0.00989151	0.998454	0.999605	1.00039	1.00155	3.320652
600	-208.1895	-192.6707	-15.51879	524926.2	6.084062	0.0609924	0.195429	0.0516701	0.107233	0.354457	0.0361139	0.121397	0.0741366	0.366043	0.276966	0.00154932	0.0242956	0.0016035	0.0705921	0.657119	0.048722	0.0794097	0.154122	0.120678	0.0725542	0.16875	0.209784	0.0333863	0.100342	0.0108106	0.998246	0.999551	1.00045	1.00175	3.398155
610	-204.122	-192.337	-11.78497	39979.67	10.66307	0.0626178	0.0577214	0.23425	0.0623506	0.105729	0.0302993	0.0612964	0.0610347	0.120413	0.338637	0.00860934	0.0263342	0.0035483	0.128457	0.42842	0.0381417	0.100308	0.0839032	0.106407	0.0533692	0.322251	0.261313	0.0523523	0.0654594	0.00518059	0.99365	0.998369	1.00162	1.00636	2.818402
620	-200.3977	-185.1937	-15.20397	34557.66	7.660868	0.0707861	0.172176	0.070479	0.177993	0.097539	0.0464294	0.0452438	0.0581623	0.41138	0.279648	0.00946399	0.0327594	0.00249914	0.103593	0.653311	0.0995947	0.165081	0.148058	0.0980976	0.0689882	0.32772	0.100056	0.0394311	0.0790943	0.010929	0.993171	0.998245	1.00174	1.00685	3.368513
630	-197.6925	-185.1744	-12.51806	56019.83	6.134836	0.0263596	0.0398523	0.0658971	0.056322	0.0646425	0.12237	0.0139113	0.0255301	0.200595	0.178146	0.0629806	0.0331725	0.00382176	0.0841377	0.571121	0.0509911	0.100392	0.428678	0.154813	0.0535969	0.120333	0.326975	0.0100845	0.101474	0.0169167	0.994635	0.998623	1.00137	1.00538	2.913114
640	-203.3397	-189.1027	-14.23697	72025.72	9.414584	0.13246	0.0161144	0.0579162	0.204733	0.121478	0.104732	0.0560522	0.0281647	0.298273	0.207236	0.0523016	0.0340297	0.00344195	0.0846013	0.325177	0.095384	0.0887056	0.410945	0.122309	0.0908171	0.377221	0.10759	0.017774	0.0930144	0.0179796	0.995268	0.998786	1.00121	1.00474	3.14845
650	-193.6399	-183.4713	-10.16862	287105.9	10.1072	0.0795011	0.0307798	0.0460562	0.0617395	0.115643	0.0413471	0.0948423	0.0264013	0.0970132	0.122183	0.0563321	0.022266	0.005023	0.0216275	0.741432	0.0746394	0.106703	0.303262	0.0808524	0.0491989	0.20003	0.187693	0.0332521	0.0749872	0.0192528	0.997629	0.999393	1.0006	1.00237	2.692059
660	-192.1235	-184.0508	-8.07274	407545.1	9.534559	0.0926324	0.0359235	0.0559503	0.126692	0.103283	0.0231666	0.0961681	0.0301649	0.0334299	0.0801878	0.0322661	0.00811797	0.0031528	0.019722	0.584149	0.0435416	0.0713569	0.0801169	0.0468912	0.119824	0.0883323	0.514814	0.0189192	0.156977	0.0272262	0.99801	0.999491	1.00051	1.00199	2.493005
670	-196.7593	-185.5294	-11.22981	755982	9.727187	0.153988	0.0504049	0.052573	0.0853008	0.282339	0.0245598	0.0825164	0.0499923	0.0570231	0.173627	0.0662012	0.0240077	0.00398572	0.00966586	0.815728	0.0240261	0.045644	0.0575417	0.0506117	0.062912	0.0746216	0.319079	0.0442776	0.134761	0.0702555	0.998538	0.999626	1.00037	1.00146	2.815643
680	-198.9877	-183.7763	-15.21142	773352	6.523643	0.174391	0.0694307	0.0174392	0.208706	0.26527	0.0182631	0.0112773	0.0226923	0.0440794	0.237785	0.134402	0.0844531	0.00698841	0.0079936	0.95389	0.00856802	0.0638879	0.0698827	0.021246	0.059065	0.0961307	0.336555	0.0256632	0.152655	0.285209	0.998555	0.99963	1.00037	1.00145	3.375922
690	-203.1301	-188.6713	-14.45878	782001.5	7.667169	0.15435	0.234521	0.011138	0.10907	0.258527	0.0511648	0.010605	0.00479541	0.0289591	0.197109	0.177264	0.0713603	0.00762908	0.00559704	0.586637	0.0138899	0.0455527	0.189916	0.0236286	0.05575	0.110821	0.126274	0.0626293	0.583084	0.150796	0.998563	0.999632	1.00037	1.00144	3.271067
700	-216.7206	-196.1783	-20.54228	688266.8	6.407669	0.538412	0.0683327	0.00907249	0.280045	0.160589	0.155134	0.0239875	0.0265954	0.032145	0.234555	0.255752	0.0381603	0.0153032	0.00827807	0.999302	0.0149416	0.0636819	0.361239	0.00793718	0.0756476	0.196151	0.147894	0.0918733	0.345959	0.051621	0.998468	0.999608	1.00039	1.00153	4.20261
710	-203.9773	-185.677	-18.30024	949568.3	5.175447	0.168852	0.0379875	0.0107908	0.199188	0.258395	0.111885	0.146059	0.0424597	0.0323895	0.0688787	0.125091	0.0583847	0.0283421	0.00333054	1.06146	0.0104426	0.0411841	0.258498	0.017703	0.140957	0.0940618	0.369254	0.172275	0.252915	0.075183	0.998696	0.999667	1.00033	1.0013	3.785971
720	-205.86	-185.329	-20.53101	973344.2	6.1507	0.260382	0.0521165	0.00683833	0.14289	0.18558	0.0343501	0.119151	0.159809	0.0302846	0.149163	0.0912657	0.10403	0.0548728	0.00403167	1.17764	0.0130643	0.089442	0.551615	0.0187481	0.195772	0.130729	0.259349	0.0638751	0.177698	0.145654	0.998712	0.999671	1.00033	1.00129	4.218352
730	-209.0607	-190.6159	-18.44473	446439.4	4.851755	0.101891	0.0683196	0.040048	0.217258	0.116726	0.072631	0.144265	0.0573856	0.0664406	0.29812	0.138738	0.0409399	0.133107	0.00544056	0.810308	0.0107191	0.0349954	0.406481	0.0558448	0.299895	0.235623	0.103807	0.030129	0.226702	0.033075	0.998098	0.999513	1.00049	1.0019	3.748889
740	-211.6821	-193.9547	-17.72739	851145.5	7.354929	0.256244	0.00932661	0.0733308	0.351113	0.0624544	0.080001	0.145316	0.152901	0.108955	0.194119	0.155262	0.0121015	0.0695979	0.00168193	0.405882	0.00371828	0.0579833	0.300534	0.0772203	0.196232	0.318647	0.408356	0.0637618	0.0936892	0.123088	0.998623	0.999648	1.00035	1.00138	3.721514
750	-204.0421	-189.2479	-14.7941	110771.9	6.806281	0.045043	0.00393678	0.0530643	0.0405731	0.109445	0.0712704	0.126525	0.0896139	0.226927	0.246235	0.173595	0.0216404	0.0496412	0.00289686	0.491587	0.00233145	0.146798	0.486492	0.107033	0.306782	0.0532631	0.240886	0.107842	0.0315053	0.0869738	0.996183	0.999022	1.00097	1.00382	3.321901
760	-209.3148	-189.8759	-19.4389	60551.8	5.738112	0.129689	0.0125475	0.111766	0.0291123	0.0381785	0.0582789	0.0834451	0.247109	0.226323	0.270941	0.0903535	0.0404496	0.133924	0.00439483	0.774335	0.00122105	0.0829931	0.576621	0.209126	0.382106	0.0387142	0.236434	0.0273808	0.038847	0.198909	0.994839	0.998676	1.00131	1.00517	4.0432
770	-207.9717	-188.7894	-19.18223	96096.97	4.474915	0.0766951	0.0168665	0.178366	0.0204126	0.0373673	0.0558886	0.110471	0.153593	0.298056	0.31849	0.135466	0.0481325	0.170284	0.0135461	0.511255	0.00446333	0.189519	0.304194	0.193169	0.19343	0.0712402	0.331511	0.0307969	0.0632908	0.268034	0.995903	0.99895	1.00104	1.0041	3.794537
780	-204.1098	-188.3996	-15.71023	145356.5	8.474695	0.0651615	0.0222797	0.0524785	0.00901189	0.011898	0.200169	0.0155538	0.0941543	0.0652709	0.261295	0.0855632	0.162092	0.194555	0.0326569	0.384219	0.0235569	0.262405	0.295259	0.255839	0.163153	0.277344	0.143977	0.014075	0.135	0.156421	0.996668	0.999146	1.00085	1.00334	3.383391
790	-202.5776	-187.6958	-14.88181	391623	7.006891	0.11969	0.0264802	0.0904018	0.0293092	0.0138945	0.0653199	0.0246566	0.0756574	0.119685	0.205227	0.123063	0.0880134	0.121376	0.0497654	0.519714	0.0126464	0.597847	0.242122	0.0769291	0.105802	0.0980852	0.166537	0.0686708	0.0638111	0.232522	0.99797	0.99948	1.00052	1.00203	3.337226
800	-208.9087	-191.8815	-17.02722	376731	5.143948	0.301579	0.0474691	0.070329	0.0343891	0.0490488	0.0324159	0.00437502	0.198366	0.290285	0.194944	0.0897034	0.0322724	0.11164	0.0873511	0.382139	0.0104674	0.103423	0.444235	0.146375	0.0797336	0.120916	0.113373	0.210248	0.189793	0.188357	0.99793	0.99947	1.00053	1.00207	3.533229
810	-214.4137	-193.2044	-21.20929	849117.5	7.701952	0.191397	0.0606326	0.0238651	0.0473343	0.0533752	0.0668927	0.00279153	0.100681	0.889487	0.247805	0.0955725	0.105627	0.294196	0.134166	0.400135	0.0731836	0.0674866	0.25657	0.0278056	0.137747	0.067876	0.317268	0.0759793	0.0938017	0.314874	0.998621	0.999647	1.00035	1.00138	4.146552
820	-209.2666	-187.6218	-21.64486	906301.2	7.531845	0.106475	0.0477125	0.00275772	0.035302	0.137548	0.0133358	0.00211736	0.105719	0.34466	0.445688	0.075515	0.143937	0.0558386	0.0406923	0.829125	0.0352987	0.0662823	0.395515	0.00955949	0.5095	0.0851998	0.282336	0.0792998	0.0736691	0.305336	0.998665	0.999659	1.00034	1.00134	4.228418
830	-208.2279	-187.0595	-21.16834	609171.2	7.055423	0.0597249	0.0956661	0.00598427	0.0292873	0.127303	0.00433213	0.00535422	0.0899216	0.244064	0.480569	0.0993171	0.122351	0.0820597	0.0531225	0.795538	0.0286645	0.104191	0.252235	0.0395486	0.602865	0.159237	0.192909	0.0437174	0.0885048	0.421907	0.998372	0.999584	1.00042	1.00163	4.228373
840	-204.7818	-187.6217	-17.16014	849478	9.400041	0.0838684	0.0602298	0.0711198	0.0321218	0.136525	0.0337117	0.0125559	0.0419054	0.190715	0.164868	0.125642	0.171094	0.167354	0.0508861	0.673722	0.0189613	0.0563889	0.155157	0.0751735	0.579181	0.0686297	0.0775682	0.0792328	0.0488739	0.285011	0.998621	0.999647	1.00035	1.00138	3.460494
850	-204.7773	-190.6307	-14.14662	368821.3	6.538448	0.0995336	0.0335079	0.0637334	0.0797378	0.0698416	0.108711	0.0295879	0.0393139	0.095849	0.152363	0.181034	0.206966	0.0772161	0.0683561	0.345997	0.023753	0.0669871	0.704405	0.10904	0.281725	0.101941	0.0902055	0.0753594	0.00996162	0.0985136	0.997908	0.999465	1.00053	1.00209	3.21364
860	-202.7552	-189.2716	-13.48353	486253.3	6.690403	0.109847	0.176966	0.0517363	0.0570946	0.0675272	0.0365233	0.0168002	0.01687	0.24175	0.281751	0.194945	0.211813	0.0379702	0.0536253	0.334652	0.0176907	0.118649	0.399665	0.126285	0.182227	0.0696041	0.0901357	0.069423	0.00238539	0.156909	0.998178	0.999534	1.00046	1.00182	3.122846
870	-207.5042	-189.3486	-18.1557	204787.1	5.489342	0.101511	0.180072	0.048926	0.0145453	0.0229348	0.0473373	0.0348288	0.0209096	0.263186	0.218732	0.20842	0.225693	0.0438046	0.0681743	0.690028	0.0423924	0.106956	0.29034	0.273793	0.244742	0.0965141	0.186071	0.0823435	0.0054422	0.28218	0.997193	0.999281	1.00072	1.00281	3.799879
880	-210.0894	-189.8279	-20.26154	197674.4	5.981973	0.137343	0.132224	0.126912	0.036026	0.0472154	0.0871819	0.0318822	0.0713267	0.29301	0.275176	0.106413	0.0941565	0.0358253	0.428549	0.5722	0.0537283	0.301019	0.165197	0.0727169	0.429162	0.0742079	0.22516	0.0366563	0.0144841	0.33391	0.997142	0.999268	1.00073	1.00286	4.181681
890	-214.6157	-192.2144	-22.4013	287703.6	6.530084	0.150442	0.107494	0.0693937	0.0828558	0.197096	0.0823302	0.114242	0.0567167	0.128452	0.528833	0.0702682	0.216989	0.170296	0.107843	0.7052	0.123369	0.30532	0.0157745	0.133372	0.409051	0.0256259	0.251935	0.0454959	0.0868342	0.291984	0.997631	0.999394	1.0006	1.00237	4.477213
900	-202.888	-187.4352	-15.45282	220401.2	6.590177	0.0810408	0.158139	0.0571984	0.0504283	0.0396573	0.0715524	0.0486387	0.0275433	0.205913	0.254501	0.0631046	0.121629	0.0673539	0.170136	0.629338	0.120595	0.380408	0.0148528	0.128183	0.280536	0.0245253	0.091871	0.0106055	0.11376	0.203435	0.997294	0.999307	1.00069	1.00271	3.414945
910	-213.6739	-192.945	-20.72888	352949.8	4.450343	0.13712	0.175468	0.141059	0.0733726	0.100837	0.0746054	0.0989962	0.0320409	0.53711	0.121593	0.0590279	0.393912	0.134169	0.174516	0.653331	0.0561178	0.204974	0.024084	0.0588106	0.0415346	0.0514419	0.215993	0.00784404	0.183541	0.381697	0.997861	0.999453	1.00055	1.00214	4.133196
920	-219.3503	-196.8183	-22.53202	639420.3	5.945417	0.0752614	0.0328252	0.173832	0.164021	0.0547697	0.105259	0.210341	0.0365035	0.43194	0.168525	0.0508056	0.278675	0.11173	0.280289	0.587006	0.0450566	0.373553	0.225335	0.0749508	0.274311	0.0251552	0.116124	0.0519952	0.286814	0.329656	0.998411	0.999594	1.00041	1.00159	4.564734
930	-213.5014	-191.592	-21.90933	357179.6	5.039158	0.123094	0.0125648	0.131559	0.160746	0.106342	0.110815	0.138202	0.0450951	0.21061	0.108907	0.057462	0.1293	0.0974917	0.465843	0.710143	0.367352	0.0846984	0.555601	0.128143	0.0370442	0.0825939	0.134349	0.0640305	0.17017	0.245431	0.997874	0.999456	1.00054	1.00213	4.477586
940	-204.4221	-185.6968	-18.72534	75327.13	7.799204	0.0921172	0.0115763	0.15841	0.237768	0.046536	0.0232014	0.197309	0.0239893	0.0922074	0.228452	0.0170672	0.102269	0.127163	0.0917314	0.6749	0.413429	0.0687029	0.335064	0.139521	0.035726	0.0574823	0.246159	0.0790552	0.0597391	0.254509	0.995372	0.998813	1.00118	1.00464	3.814086
950	-213.0396	-189.4061	-23.63349	92728.91	6.735404	0.122749	0.00395036	0.193307	0.132997	0.0701881	0.0146222	0.0260066	0.0184485	0.0708404	0.303312	0.117535	0.205694	0.0539347	0.0614654	0.343495	1.08165	0.0178102	0.0520937	0.375247	0.0347453	0.0919359	0.628689	0.0322865	0.0905896	0.488887	0.995829	0.998931	1.00106	1.00418	4.632484
960	-210.1679	-191.3093	-18.85863	98385.9	5.696731	0.168091	0.00179041	0.167983	0.196866	0.0712185	0.0228434	0.074205	0.027579	0.0838304	0.218463	0.0707655	0.116457	0.0342467	0.154404	0.364848	0.484295	0.0144968	0.0814154	0.329632	0.191379	0.236143	0.387941	0.125742	0.0378814	0.277883	0.99595	0.998962	1.00103	1.00406	3.940398
970	-204.6931	-190.1808	-14.51236	99388.46	6.19225	0.0831971	0.00480862	0.062298	0.260223	0.0968117	0.0371188	0.0219374	0.040984	0.339192	0.294224	0.0350986	0.121124	0.107727	0.0883608	0.215677	0.141734	0.0345915	0.052156	0.0854684	0.0500212	0.167114	0.145769	0.198212	0.0358452	0.524227	0.995971	0.998967	1.00103	1.00403	3.24392
980	-201.0749	-186.7532	-14.32178	932325.2	10.41194	0.0871692	0.00279249	0.0290596	0.155287	0.0732164	0.0947983	0.0148428	0.062198	0.192644	0.167383	0.0322488	0.081621	0.114905	0.184674	0.419228	0.106429	0.0273045	0.0335	0.217795	0.0202526	0.125037	0.419779	0.0584527	0.00881987	0.348185	0.998684	0.999663	1.00034	1.00132	3.077623
990	-202.2647	-192.5573	-9.707428	368093.7	10.72464	0.0985663	0.00242127	0.0105243	0.231824	0.111976	0.0640855	0.0779257	0.0600181	0.0836101	0.0765757	0.0721304	0.0576894	0.154234	0.0873437	0.25261	0.151977	0.124503	0.0524695	0.0862392	0.0381097	0.168294	0.10312	0.0814551	0.0189436	0.354131	0.997906	0.999464	1.00053	1.0021	2.620777
1000	-205.8489	-195.1748	-10.67414	648512.2	8.241684	0.0955266	0.00581747	0.031332	0.191541	0.342542	0.0742942	0.030225	0.0728703	0.210208	0.0507029	0.0334539	0.094695	0.0465915	0.0394849	0.262037	0.258073	0.0733167	0.0200747	0.0292522	0.0232295	0.253626	0.0483949	0.392011	0.00879551	0.100985	0.998422	0.999596	1.0004	1.00158	2.78908
1010	-209.2896	-191.7678	-17.52187	991976.6	7.120643	0.222999	0.00330145	0.0286895	0.325457	0.23722	0.0383138	0.0281918	0.138525	0.252157	0.0362038	0.105031	0.136586	0.0788168	0.0389725	0.129355	0.518889	0.0536881	0.0206548	0.0301907	0.0321309	0.113494	0.0673015	0.957835	0.00570022	0.108316	0.998724	0.999674	1.00033	1.00128	3.70802
1020	-211.901	-193.7336	-18.16745	451642.6	5.471936	0.141976	0.0160219	0.0539324	0.251022	0.26002	0.0440717	0.0612413	0.156771	0.467595	0.113019	0.0674944	0.138027	0.197874	0.0180169	0.253993	0.333716	0.0312783	0.0252542	0.0407997	0.0153154	0.0772	0.0332477	0.884401	0.00403435	0.113918	0.998109	0.999516	1.00048	1.00189	3.80024
1030	-208.0795	-194.438	-13.6415	747621.8	6.390875	0.104755	0.013831	0.0593737	0.184207	0.316341	0.020996	0.0210246	0.0599389	0.394112	0.0768767	0.0977957	0.0603151	0.273068	0.0190582	0.166339	0.25153	0.0325763	0.0470972	0.038623	0.0362221	0.125365	0.018602	0.635044	0.00161433	0.0694225	0.99853	0.999624	1.00038	1.00147	3.124127
1040	-203.7146	-187.5732	-16.14142	474705.7	6.931587	0.109501	0.0182165	0.13872	0.250361	0.193611	0.0155049	0.0980709	0.0797924	0.443361	0.142898	0.106262	0.0161328	0.137404	0.0105729	0.165636	0.370346	0.0968717	0.064767	0.0589621	0.0625799	0.277173	0.0109164	0.626975	0.00134468	0.0224255	0.998156	0.999528	1.00047	1.00185	3.518404
1050	-210.7431	-193.5433	-17.19981	781219.5	5.899024	0.0560652	0.0170442	0.0866898	0.183378	0.0467794	0.00198532	0.057629	0.10323	0.659083	0.202572	0.237873	0.0156388	0.151982	0.00776373	0.145469	0.573154	0.0799662	0.146709	0.0351852	0.0607013	0.128794	0.0134034	0.618184	0.00135671	0.0344572	0.998562	0.999632	1.00037	1.00144	3.665094
1060	-203.3607	-184.71	-18.65074	600658.1	5.16018	0.164758	0.0238394	0.0335858	0.100173	0.0753755	0.00132999	0.0512769	0.114121	0.151604	0.195066	0.240749	0.0566408	0.0653374	0.0126291	0.127777	0.332009	0.0914078	0.352083	0.0375819	0.113883	0.568048	0.0392215	0.691986	0.00190351	0.208989	0.99836	0.999581	1.00042	1.00164	3.851375
1070	-202.5389	-190.894	-11.64488	724985.7	6.352714	0.0763759	0.0761397	0.0155057	0.0688931	0.0479054	0.00325826	0.0312156	0.0476776	0.134895	0.085744	0.312975	0.0557293	0.0828794	0.0450444	0.102816	0.279581	0.0766933	0.183244	0.143436	0.130665	0.0930992	0.197452	0.355026	0.0003944	0.159586	0.998508	0.999618	1.00038	1.00149	2.806232
1080	-205.696	-189.0806	-16.61546	681684.3	7.437508	0.106782	0.0437731	0.0177514	0.110421	0.0455315	0.00557507	0.0589062	0.141736	0.0675595	0.211334	0.413	0.0377614	0.113782	0.178489	0.0650782	0.126097	0.12878	0.07804	0.242334	0.0676139	0.16773	0.563864	0.42387	0.000177757	0.150013	0.998461	0.999606	1.00039	1.00154	3.566
1090	-212.8671	-193.8371	-19.02993	225278	8.759149	0.0596603	0.134946	0.0177384	0.285936	0.042436	0.0107628	0.175501	0.0729234	0.0824393	0.0896773	0.041079	0.00855388	0.077134	0.0509523	0.0636563	0.30826	0.112698	0.0822395	0.389053	0.0645065	0.370316	0.431592	0.56687	0.000135708	0.201178	0.997323	0.999315	1.00068	1.00268	3.740245
1100	-204.796	-188.6242	-16.17182	31600.93	6.358567	0.0385808	0.174727	0.0130559	0.214453	0.0783537	0.0242718	0.136188	0.0226897	0.127947	0.0948141	0.0915015	0.0068064	0.240682	0.255656	0.0379277	0.0828722	0.179724	0.203708	0.156701	0.0741306	0.1931	0.316014	0.656835	0.000145126	0.0981446	0.992859	0.998165	1.00182	1.00716	3.519029
1110	-212.3323	-195.2436	-17.08862	23064.32	7.932582	0.020264	0.188305	0.0108794	0.224039	0.0820815	0.0309007	0.124783	0.0537784	0.288965	0.156598	0.0843261	0.0100934	0.185057	0.457779	0.0572554	0.135505	0.0431557	0.0551647	0.364618	0.176632	0.0323461	0.236759	0.472174	0.00026916	0.101976	0.991643	0.99785	1.00213	1.00838	3.593706
1120	-208.2779	-194.0214	-14.25648	16842.84	5.800033	0.0210737	0.267806	0.00497082	0.412521	0.105142	0.0296566	0.0789165	0.0843992	0.0465121	0.206119	0.0575514	0.0234887	0.418605	0.0951197	0.0514169	0.11643	0.0430536	0.0368025	0.130344	0.187384	0.0189735	0.181545	0.474365	0.00121028	0.0572417	0.990223	0.997481	1.00248	1.00981	3.150648
1130	-208.6435	-188.7037	-19.93978	20895.74	8.499928	0.0946539	0.180255	0.00559066	0.376199	0.306751	0.04711	0.129462	0.103936	0.164662	0.157449	0.00667699	0.0349484	0.234434	0.161441	0.0761548	0.395054	0.0969623	0.00341858	0.155251	0.147986	0.0119211	0.245665	0.593115	0.00108455	0.148914	0.99122	0.99774	1.00223	1.00881	3.879096
1140	-201.7025	-188.8509	-12.85159	7808.217	6.268662	0.177321	0.0489207	0.00494372	0.291867	0.0732683	0.0542196	0.0619806	0.0299429	0.304568	0.170495	0.0309738	0.0549784	0.100694	0.0568791	0.0595943	0.152505	0.0362487	0.0128873	0.0929164	0.198839	0.00959954	0.259484	0.486201	0.000274655	0.216319	0.985652	0.996289	1.00364	1.01442	2.985921
1150	-198.9096	-185.8036	-13.10598	64561.24	7.854516	0.0586394	0.0577422	0.01315	0.156117	0.137249	0.181922	0.0600821	0.0241925	0.269299	0.180924	0.00472556	0.0311171	0.262715	0.089196	0.0277181	0.383272	0.0363697	0.0129588	0.0317129	0.220502	0.00276223	0.200243	0.577407	7.54081e-05	0.0727914	0.995002	0.998718	1.00127	1.00501	3.092882
1160	-202.8833	-189.7063	-13.17708	334594.9	7.352046	0.108023	0.163329	0.00905693	0.0505793	0.166021	0.197138	0.0627053	0.0402173	0.112722	0.216833	0.00666333	0.0179938	0.265717	0.048365	0.00216637	0.0994859	0.0415938	0.0486634	0.29284	0.101753	0.00458426	0.530264	0.444278	0.000480098	0.0713293	0.997803	0.999438	1.00056	1.0022	3.102801
1170	-202.5616	-192.6871	-9.87448	290536.2	7.924007	0.0870108	0.0886354	0.00438669	0.120582	0.0721072	0.119614	0.0373516	0.06348	0.143147	0.252396	0.0128179	0.0244438	0.16448	0.0209842	0.00329094	0.303644	0.0692722	0.0422686	0.348136	0.150715	0.018169	0.235419	0.249293	0.000579762	0.0517591	0.997643	0.999397	1.0006	1.00236	2.683983
1180	-201.3037	-189.6729	-11.63082	274379.6	5.906308	0.11813	0.0410502	0.00264477	0.30626	0.111136	0.123542	0.0130021	0.0885942	0.111674	0.271627	0.00762535	0.00643415	0.0866427	0.0231873	0.00546306	0.112018	0.11537	0.0698478	0.104893	0.175937	0.0113659	0.444389	0.268863	0.000510997	0.102455	0.997574	0.999379	1.00062	1.00243	2.722662
1190	-211.3725	-191.0268	-20.34577	783194.1	11.14445	0.401732	0.0549604	0.00310302	0.358845	0.352442	0.150608	0.00708029	0.0405098	0.197915	0.31126	0.0055865	0.00397797	0.105489	0.00535792	0.0118518	0.0986594	0.173369	0.0672043	0.0536898	0.262415	0.0119906	0.368725	0.418306	0.00187178	0.0882927	0.998564	0.999633	1.00037	1.00144	3.555242
1200	-202.7546	-187.2432	-15.51141	443350.8	7.989239	0.205405	0.203913	0.01038	0.203197	0.168595	0.189023	0.00506017	0.0192626	0.223413	0.226735	0.0191642	0.00688454	0.230524	0.00413116	0.0279384	0.110003	0.147647	0.161023	0.112531	0.0539703	0.0201789	0.218555	0.580479	0.00267926	0.240964	0.998092	0.999512	1.00049	1.00191	3.391656
1210	-210.3924	-191.4294	-18.96299	528647.4	6.35758	0.197521	0.332453	0.049885	0.106335	0.222501	0.179739	0.0155086	0.0262133	0.267634	0.22755	0.0283053	0.00608964	0.207429	0.00361787	0.0369381	0.0375026	0.0291344	0.791947	0.102939	0.028401	0.0457579	0.592989	0.341873	0.00419538	0.0755672	0.998252	0.999553	1.00045	1.00175	3.958026
1220	-211.7212	-191.7382	-19.98301	783270.7	5.022935	0.27242	0.0627649	0.0806849	0.190948	0.183805	0.0887751	0.0370178	0.0680063	0.17809	0.205933	0.0211109	0.00606681	0.247203	0.0080969	0.0576022	0.0348577	0.290639	0.354746	0.0215681	0.0570349	0.157918	0.487288	0.871289	0.00330218	0.105972	0.998564	0.999633	1.00037	1.00144	4.09314
1230	-210.2521	-193.2865	-16.96554	442635.4	6.294419	0.0871135	0.103736	0.0226553	0.242155	0.0556375	0.0794217	0.0528675	0.180385	0.228047	0.347449	0.0545231	0.00862759	0.13264	0.0102529	0.146055	0.0328108	0.191314	0.359687	0.129123	0.0852551	0.400705	0.183048	0.366224	0.00556694	0.137455	0.99809	0.999511	1.00049	1.00191	3.642756
1240	-200.1909	-185.0365	-15.15442	842224.1	6.204598	0.0961459	0.112221	0.0849065	0.174005	0.17283	0.0525637	0.0659816	0.0485139	0.15403	0.349121	0.0183413	0.0163342	0.165893	0.00280748	0.18174	0.00795602	0.0995199	0.147557	0.116543	0.113021	0.261855	0.189954	0.593696	0.0189009	0.104138	0.998615	0.999646	1.00035	1.00139	3.348575
1250	-207.2036	-192.3857	-14.81791	719345.7	5.425661	0.157279	0.176464	0.0635539	0.0522314	0.282381	0.0270881	0.0899958	0.0206997	0.130448	0.260627	0.0420576	0.0211794	0.045965	0.0011785	0.360206	0.00523892	0.0970486	0.155146	0.0614587	0.0383583	0.40319	0.291652	0.200328	0.0238726	0.170229	0.998502	0.999617	1.00038	1.0015	3.177875
1260	-208.572	-189.2863	-19.28568	951850	4.999377	0.14714	0.0945883	0.0660029	0.0491029	0.50649	0.0118935	0.0463092	0.0257819	0.211175	0.101472	0.0461339	0.0334092	0.0812457	0.00251874	0.463758	0.00296733	0.110945	0.157974	0.0344683	0.0303506	0.421706	0.525261	0.627322	0.0479276	0.104437	0.998697	0.999667	1.00033	1.0013	3.95038
1270	-210.0046	-191.3902	-18.61441	406099.4	7.14554	0.125932	0.0155376	0.0569166	0.102233	0.430022	0.00818529	0.0466888	0.0719091	0.156231	0.087246	0.0477529	0.0715335	0.0932404	0.00355256	0.506176	0.00106834	0.060757	0.105987	0.0209897	0.0795779	0.930646	0.33359	0.314184	0.120582	0.0689756	0.998006	0.99949	1.00051	1.002	3.859514
1280	-196.6906	-184.4561	-12.23454	409407.3	6.877376	0.061022	0.00845504	0.0854881	0.115573	0.227545	0.0101858	0.13908	0.0541278	0.106106	0.113783	0.0270844	0.110543	0.0468636	0.00612931	0.38469	0.000656721	0.0984304	0.204726	0.0704702	0.102961	0.505997	0.112185	0.280915	0.0339788	0.0440984	0.998014	0.999492	1.00051	1.00199	2.951095
