Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	br_lens[60]	br_lens[61]	br_lens[62]	br_lens[63]	br_lens[64]	br_lens[65]	br_lens[66]	br_lens[67]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
200	-635.4102	-609.6111	-25.79915	57539.9	11.89371	0.163103	0.108616	0.185635	0.0192133	0.184033	0.00999772	0.146675	0.117295	0.065106	0.0475004	0.00920304	0.149616	0.0573196	0.160148	0.183768	0.0379359	0.183179	0.0336885	0.0639842	0.0507633	0.0847852	0.129742	0.0396361	0.159065	0.0839302	0.078966	0.122874	0.00771835	0.131989	0.0227251	0.00883667	0.180122	0.0210139	0.26669	0.0632648	0.038765	0.0369023	0.234669	0.0241492	0.0118925	0.0503317	0.0419272	0.0228751	0.0143638	0.0586725	0.0758707	0.227585	0.117295	0.0777959	0.0126369	0.00257149	0.115845	0.0793395	0.0208192	0.15905	0.269373	0.0437536	0.219351	0.0952905	0.121645	0.0368222	0.0261544	0.0890738	0.00463218	0.103833	0.0403779	0.240374	0.994706	0.998642	1.00135	1.0053	6.092176
210	-643.4652	-614.0643	-29.4009	557996	9.59803	0.266317	0.0702526	0.157951	0.0665943	0.214586	0.00713538	0.149179	0.0545794	0.0546622	0.0433095	0.00847078	0.191481	0.0127905	0.230687	0.167678	0.0376857	0.322607	0.0577918	0.227246	0.150756	0.0546865	0.148922	0.0208024	0.101481	0.119209	0.116451	0.0581507	0.0274973	0.0925388	0.0135153	0.0227835	0.119889	0.00663872	0.0608588	0.0395644	0.0117424	0.0114866	0.212195	0.0220781	0.00769831	0.0427154	0.139807	0.100168	0.00598153	0.182095	0.0308522	0.181116	0.152966	0.119653	0.00795673	0.00585171	0.269046	0.156021	0.033856	0.168839	0.224758	0.106849	0.221825	0.0444447	0.0838675	0.0263114	0.0215825	0.172492	0.0053188	0.0762928	0.0162931	0.118502	0.998299	0.999565	1.00043	1.0017	6.475411
220	-633.2436	-611.3234	-21.92017	963103.6	10.38121	0.0627283	0.0420861	0.147353	0.0829429	0.156678	0.0138933	0.246158	0.0766846	0.174777	0.122664	0.00736971	0.150161	0.0163102	0.100282	0.1571	0.0603362	0.171398	0.0981007	0.130368	0.130225	0.0354289	0.0724942	0.0177992	0.228179	0.0736056	0.0642287	0.0623845	0.147269	0.196413	0.0321959	0.00976554	0.0538987	0.0161977	0.0802588	0.0340073	0.0262884	0.0652912	0.105534	0.00810597	0.0135904	0.0337161	0.131677	0.0814009	0.00517563	0.0904323	0.038805	0.0852994	0.100182	0.0747251	0.0156504	0.00569334	0.270961	0.13614	0.0285266	0.198675	0.0835418	0.019564	0.301848	0.0995018	0.0489065	0.0856968	0.0423776	0.132033	0.00397693	0.0465316	0.0351902	0.0706685	0.998705	0.999669	1.00033	1.0013	5.757449
230	-638.91	-609.7173	-29.19266	603044.2	9.03643	0.0242557	0.0554813	0.229119	0.0374316	0.228532	0.0111324	0.194024	0.134843	0.118871	0.146038	0.0478061	0.359649	0.021815	0.045293	0.169826	0.0701839	0.0747441	0.26227	0.192516	0.0271588	0.103864	0.102321	0.0810651	0.0840035	0.101989	0.132313	0.0732276	0.110255	0.126602	0.0254658	0.0092146	0.176159	0.0367734	0.352417	0.0216354	0.0883276	0.071161	0.204796	0.053202	0.0172164	0.0390024	0.0630807	0.0461107	0.00966042	0.0885085	0.0310421	0.0430286	0.125032	0.115983	0.0166326	0.00385479	0.0896077	0.146676	0.0476195	0.110212	0.124811	0.0272845	0.201151	0.0616496	0.017179	0.10294	0.114704	0.1732	0.0252642	0.0461222	0.0374331	0.0894041	0.998364	0.999581	1.00042	1.00164	6.420189
240	-637.6396	-612.2854	-25.3542	487969.1	12.30058	0.0617874	0.0524907	0.146789	0.01045	0.0894376	0.014631	0.135171	0.144861	0.167261	0.0935984	0.115574	0.227933	0.0293508	0.0359524	0.0650777	0.0321152	0.15596	0.145769	0.180261	0.0135016	0.160374	0.0781426	0.0573994	0.0902918	0.066615	0.100007	0.0693329	0.0805463	0.176489	0.0365394	0.0625357	0.165782	0.0500658	0.152328	0.0328826	0.13338	0.0650277	0.089646	0.0449087	0.0264578	0.0292831	0.0331127	0.138231	0.012123	0.0450657	0.0421068	0.10896	0.0758438	0.287918	0.0326598	0.00582637	0.216327	0.188039	0.0254185	0.134702	0.11702	0.0166924	0.306366	0.0294607	0.00813671	0.110935	0.049338	0.157145	0.0155625	0.111864	0.0181308	0.0580996	0.998181	0.999535	1.00046	1.00182	6.031091
250	-655.5287	-619.5384	-35.99035	532171.6	8.126271	0.13175	0.19148	0.153023	0.0367595	0.0520314	0.0124747	0.311254	0.0501997	0.0531569	0.153078	0.141008	0.0979239	0.176223	0.139107	0.127212	0.0435404	0.158507	0.136767	0.199412	0.0623383	0.143482	0.211053	0.0791013	0.189464	0.102022	0.0740602	0.1104	0.155368	0.0882515	0.0146726	0.0579426	0.127057	0.0850081	0.253951	0.0278522	0.124911	0.244848	0.19038	0.0603466	0.0143369	0.0219207	0.0179091	0.0855871	0.0219982	0.0431459	0.0341228	0.0384836	0.0770192	0.328328	0.0293894	0.00928174	0.326542	0.19104	0.012203	0.0191593	0.0534443	0.0158597	0.273403	0.0398946	0.0135383	0.0472084	0.055494	0.312632	0.0392447	0.136553	0.0440086	0.0537144	0.998258	0.999554	1.00044	1.00174	7.12288
260	-639.092	-605.8451	-33.24684	959529.5	10.25512	0.151972	0.139389	0.0226466	0.0238543	0.104167	0.00792831	0.33278	0.147084	0.0970016	0.174986	0.0759005	0.183809	0.062258	0.0658607	0.0355252	0.00281852	0.162327	0.108836	0.230521	0.170921	0.129959	0.228946	0.0498715	0.228591	0.220705	0.0284911	0.0649441	0.0756759	0.174023	0.0435867	0.0598516	0.120288	0.0348463	0.312778	0.0242787	0.100694	0.183645	0.0977469	0.0318047	0.0082844	0.0158275	0.0354271	0.190994	0.0581166	0.0207364	0.0224261	0.172758	0.114404	0.152462	0.0653482	0.0171603	0.205533	0.270646	0.0131737	0.0156926	0.0512695	0.0192955	0.204937	0.0394671	0.00910388	0.0687573	0.0613069	0.255647	0.0436462	0.10977	0.0487041	0.0531389	0.998703	0.999668	1.00033	1.0013	6.855347
270	-651.2562	-617.0459	-34.21029	434753.7	8.460743	0.175039	0.0888144	0.0167611	0.0264136	0.109803	0.00836862	0.381722	0.0411594	0.0697736	0.0425029	0.0835049	0.108153	0.109922	0.0618155	0.0439109	0.00158483	0.116997	0.133428	0.235508	0.0688731	0.111366	0.225957	0.0582388	0.299393	0.136402	0.0648247	0.0683697	0.136425	0.0826633	0.0176402	0.0495854	0.106099	0.0112808	0.0924944	0.1305	0.185855	0.0793482	0.0768712	0.0584532	0.0126076	0.0383743	0.0867874	0.0665653	0.0967239	0.12189	0.017793	0.128347	0.359263	0.160444	0.103598	0.0145074	0.450696	0.270158	0.00744765	0.0220097	0.0693521	0.0219997	0.352269	0.062031	0.0301042	0.0293513	0.128883	0.0904071	0.107554	0.0566405	0.0744512	0.0463315	0.998073	0.999507	1.00049	1.00193	6.942409
280	-634.4861	-606.9858	-27.50037	144006.1	12.44467	0.0700331	0.142376	0.0258919	0.0144998	0.131398	0.00627425	0.571413	0.160209	0.0552173	0.130196	0.0830131	0.122986	0.167639	0.0273877	0.0545638	0.00681836	0.139713	0.0443407	0.0880505	0.0482599	0.0993645	0.122753	0.139162	0.178548	0.107203	0.107392	0.126878	0.0269423	0.0497266	0.0269283	0.0921217	0.196458	0.0203631	0.0349673	0.0321578	0.0933542	0.0880148	0.155814	0.0632535	0.0325705	0.0922543	0.0545467	0.0969989	0.140831	0.0904855	0.00832064	0.0298761	0.208941	0.230977	0.113984	0.0421049	0.200368	0.205259	0.00445103	0.0115301	0.0541705	0.0492702	0.115494	0.0242219	0.0414313	0.0529275	0.0377705	0.0646913	0.0881975	0.0795102	0.0764635	0.0947705	0.996652	0.999142	1.00085	1.00335	6.194102
290	-636.4949	-610.8823	-25.61256	85279.34	11.14914	0.122338	0.162204	0.0193447	0.0329429	0.058584	0.0384663	0.12346	0.162413	0.139096	0.101579	0.028453	0.21542	0.182531	0.0231821	0.106823	0.00787928	0.255207	0.06057	0.124937	0.0887901	0.19093	0.0491854	0.0819409	0.0935219	0.0623397	0.042251	0.0535717	0.103083	0.175489	0.0320736	0.111035	0.188429	0.00462339	0.0475321	0.0314635	0.0880073	0.0696108	0.0942326	0.127474	0.0217014	0.0322016	0.0324271	0.183109	0.127803	0.0661789	0.016526	0.0415805	0.185514	0.145517	0.0520191	0.067108	0.164583	0.330644	0.0117916	0.0409766	0.0494376	0.0376913	0.124104	0.0219376	0.0288914	0.0231811	0.0767609	0.0842532	0.0876768	0.131157	0.160131	0.0612376	0.995651	0.998885	1.00111	1.00436	6.107156
300	-635.1045	-608.7632	-26.3413	167752.4	10.58999	0.0688762	0.198572	0.0296334	0.0334663	0.0462666	0.00631256	0.0916101	0.0667726	0.128081	0.0750179	0.0540715	0.153074	0.206492	0.0451432	0.176506	0.0378069	0.156117	0.098457	0.0856567	0.191648	0.228184	0.0558072	0.104708	0.298116	0.0531338	0.0500809	0.0390397	0.0963728	0.202047	0.102346	0.0843042	0.114122	0.00534045	0.0431106	0.067025	0.0478723	0.164739	0.1726	0.0789006	0.0858443	0.00894428	0.0375572	0.0872246	0.0347162	0.130424	0.0154584	0.0798394	0.100424	0.172317	0.0371347	0.026665	0.0994086	0.300043	0.0246114	0.0169065	0.0643183	0.075173	0.0631144	0.0154781	0.0995566	0.0273632	0.0137938	0.0688768	0.0117087	0.0771428	0.383524	0.068457	0.996898	0.999206	1.00079	1.00311	6.183456
310	-640.3689	-613.9163	-26.45262	78898.68	9.060148	0.0385698	0.132749	0.103628	0.0127754	0.0302301	0.00631168	0.117878	0.0174163	0.139451	0.0370049	0.0795142	0.141863	0.0765619	0.139833	0.128477	0.0245929	0.205002	0.0535646	0.0591673	0.0887475	0.0813806	0.325179	0.0859095	0.315516	0.163688	0.1113	0.0177575	0.14742	0.0417713	0.0437439	0.0956635	0.155013	0.0374383	0.0814324	0.0518756	0.0458514	0.38335	0.0207924	0.136124	0.079036	0.00213813	0.042195	0.297062	0.109691	0.14968	0.00415261	0.047289	0.0505787	0.162326	0.0396405	0.0351682	0.0957063	0.307969	0.0806324	0.00741986	0.113143	0.0493646	0.035366	0.00773547	0.0208327	0.0515037	0.0250631	0.0140438	0.00650438	0.101996	0.188828	0.0202054	0.995478	0.998841	1.00115	1.00453	6.119816
320	-650.131	-615.3361	-34.7949	78604.07	8.756474	0.225848	0.104387	0.0918549	0.0201711	0.0140791	0.0115991	0.0557216	0.0169918	0.118957	0.0630189	0.121942	0.320708	0.222882	0.131457	0.092776	0.051634	0.0945502	0.0533454	0.0579036	0.161089	0.144979	0.346524	0.128005	0.365583	0.0468929	0.0809461	0.0254331	0.112468	0.0544056	0.159221	0.0711401	0.0822881	0.028274	0.104975	0.0118285	0.0173483	0.165214	0.0124372	0.189672	0.0413749	0.00452339	0.123103	0.324586	0.0523281	0.197312	0.00179274	0.1354	0.0342087	0.178408	0.20098	0.197213	0.0239572	0.405465	0.104853	0.0136984	0.0776071	0.0637142	0.0228942	0.00538032	0.00889524	0.0665852	0.0101392	0.0193461	0.00767948	0.286679	0.168542	0.0756165	0.99547	0.998838	1.00115	1.00454	7.03083
330	-656.7992	-627.0655	-29.73372	25396.5	8.266281	0.188577	0.145569	0.147937	0.0156381	0.013943	0.0136349	0.103573	0.0114954	0.0818995	0.0742245	0.0811918	0.251262	0.16543	0.0903209	0.12382	0.0271817	0.0573203	0.0440535	0.107016	0.158885	0.160495	0.16619	0.196715	0.130471	0.0687724	0.160176	0.0440331	0.0815559	0.0713617	0.0714279	0.132363	0.130426	0.105652	0.0647567	0.0211183	0.00855736	0.243756	0.0135831	0.181947	0.039513	0.0022294	0.0764596	0.111775	0.0580459	0.203282	0.0100712	0.0499914	0.0261594	0.0528369	0.0397934	0.354973	0.0288636	0.2684	0.114306	0.0419953	0.049704	0.120907	0.0340847	0.0217564	0.00827496	0.0425794	0.00399023	0.00997978	0.0298913	0.0958595	0.388585	0.139782	0.992035	0.997952	1.00203	1.00799	6.380422
340	-645.9308	-616.0652	-29.86559	10213.02	8.190673	0.0666187	0.0285813	0.291834	0.0590234	0.0459117	0.0148375	0.223782	0.00329002	0.290018	0.105159	0.132742	0.197775	0.0989987	0.131054	0.0549009	0.0661742	0.140755	0.101172	0.130454	0.106595	0.123493	0.108171	0.119293	0.0614128	0.103367	0.100045	0.0157616	0.051096	0.0303706	0.166556	0.0516769	0.127365	0.151201	0.183782	0.00729475	0.0274464	0.163797	0.0316422	0.105421	0.064236	0.00828928	0.0839386	0.134848	0.0243109	0.181198	0.0472578	0.0390493	0.0230384	0.191371	0.0894866	0.227225	0.0411728	0.156581	0.0805118	0.104702	0.0672727	0.173611	0.0267979	0.0254521	0.00435511	0.0156173	0.0108821	0.00391607	0.0917135	0.18408	0.0954208	0.166897	0.98745	0.996759	1.00318	1.01261	6.382102
350	-654.1925	-616.8747	-37.31782	187088.9	8.788639	0.0546576	0.0937352	0.20198	0.04878	0.0876497	0.0121212	0.287069	0.0138675	0.152683	0.371083	0.045992	0.326171	0.0601158	0.258276	0.0903675	0.0494239	0.0469732	0.134356	0.0887287	0.120092	0.044535	0.0722111	0.0992014	0.0340583	0.298103	0.104915	0.0824857	0.0753401	0.0742019	0.0755869	0.013106	0.206956	0.0913003	0.205677	0.0286316	0.0452574	0.509347	0.093306	0.0994684	0.262266	0.0089232	0.0969999	0.0503962	0.0697743	0.225398	0.0638848	0.0299914	0.0241018	0.147704	0.147611	0.381483	0.050362	0.167032	0.0208643	0.149295	0.101444	0.126818	0.0136006	0.0576088	0.000960925	0.027416	0.0983354	0.00277211	0.0492392	0.0847388	0.0290998	0.0334522	0.997063	0.999248	1.00075	1.00294	7.319384
360	-659.0545	-618.6623	-40.39217	614487.4	9.433057	0.0677684	0.134739	0.0474303	0.12188	0.113993	0.0342358	0.235008	0.0422746	0.145879	0.233087	0.0364088	0.335075	0.0465346	0.122141	0.091315	0.0183589	0.242749	0.0751149	0.132381	0.220619	0.0593399	0.0471276	0.0976394	0.198733	0.142444	0.196982	0.0379212	0.128117	0.0808739	0.0998164	0.0117699	0.197466	0.0545721	0.397071	0.108454	0.0691395	0.462252	0.104285	0.296608	0.191796	0.00762879	0.156466	0.0248216	0.118535	0.283652	0.0300806	0.00813349	0.0108367	0.205163	0.0553224	0.137666	0.0609618	0.210327	0.0168618	0.197416	0.0766795	0.0824243	0.0406848	0.0371712	0.000629267	0.0242174	0.125838	0.00388573	0.0692646	0.0559875	0.034776	0.0793696	0.998379	0.999585	1.00041	1.00162	7.634199
370	-642.5675	-608.8015	-33.76608	475136.2	8.948567	0.0196527	0.0635468	0.133146	0.0813023	0.0983731	0.0221533	0.124519	0.0663019	0.0967178	0.155775	0.0631814	0.170498	0.178074	0.0587187	0.139247	0.0252372	0.121044	0.121909	0.155247	0.192181	0.0727862	0.157817	0.147215	0.401129	0.130962	0.106136	0.0362008	0.161707	0.100432	0.0423773	0.00315248	0.198772	0.047198	0.217171	0.0265202	0.199549	0.132347	0.110011	0.200317	0.136369	0.00329928	0.225561	0.0265172	0.0472181	0.188638	0.0205155	0.00503952	0.010823	0.150358	0.0463931	0.117513	0.0137975	0.294957	0.0185257	0.117344	0.0916125	0.0828945	0.0762742	0.100228	0.000663735	0.0496665	0.272666	0.00264347	0.0721854	0.0761625	0.0547834	0.0418404	0.998157	0.999528	1.00047	1.00184	6.923114
380	-636.791	-608.8512	-27.9398	767007.6	11.58876	0.0156346	0.19588	0.171049	0.0566958	0.146839	0.022903	0.12855	0.0654046	0.254462	0.120593	0.0497096	0.293221	0.187712	0.0754945	0.0638153	0.0365133	0.135833	0.108179	0.0992279	0.0148967	0.106291	0.196986	0.107894	0.233347	0.121627	0.118266	0.031941	0.120921	0.0470547	0.0204318	0.000955464	0.22222	0.0604826	0.159571	0.051085	0.169733	0.0669115	0.0567823	0.100557	0.154728	0.00405544	0.0591575	0.0308742	0.0689511	0.188383	0.0198502	0.00464516	0.026173	0.0461163	0.0494218	0.070274	0.0211879	0.140575	0.0375875	0.0119453	0.067479	0.0246768	0.139845	0.18796	0.000322132	0.10926	0.146928	0.00881574	0.0933146	0.111982	0.169248	0.0628725	0.998549	0.999629	1.00037	1.00145	6.2923
390	-635.8823	-603.2645	-32.6179	549238.4	9.428026	0.0260865	0.148328	0.331965	0.0140018	0.0774615	0.0888823	0.330913	0.0954442	0.249401	0.0928175	0.0607912	0.300984	0.191224	0.0449312	0.08564	0.0235824	0.0700593	0.068006	0.155226	0.0344217	0.0764801	0.0708139	0.160992	0.408737	0.0921999	0.108146	0.102121	0.0933092	0.0418019	0.0141447	0.0043409	0.169548	0.0553266	0.272284	0.0484429	0.0931401	0.0757216	0.0194473	0.170477	0.178659	0.00478078	0.0243291	0.0142977	0.0438572	0.229237	0.0332318	0.00401396	0.0383688	0.13313	0.116409	0.0528027	0.0182951	0.112805	0.0778505	0.0164241	0.0556629	0.0324076	0.11344	0.111474	0.000188816	0.177777	0.267396	0.0252706	0.177025	0.0395286	0.0822356	0.0614582	0.998285	0.999561	1.00044	1.00172	6.809997
400	-637.4326	-605.4958	-31.93681	85225.79	10.0228	0.0352079	0.128049	0.129559	0.0309973	0.114935	0.0675361	0.336758	0.0676906	0.127811	0.112465	0.0414287	0.113788	0.0918023	0.0408495	0.059912	0.0559229	0.201748	0.0974313	0.0531743	0.0790154	0.190337	0.124567	0.137849	0.341465	0.048518	0.131196	0.0828259	0.0760013	0.103108	0.0447846	0.0139601	0.280867	0.0260178	0.318842	0.0576815	0.115574	0.195995	0.00794444	0.21197	0.200554	0.0121419	0.071216	0.0562094	0.0207102	0.194852	0.0294644	0.0134737	0.0643912	0.0655947	0.250895	0.0350028	0.0462686	0.0845428	0.0431157	0.0290791	0.0300719	0.0547906	0.0399342	0.0596798	0.000214156	0.114727	0.116779	0.0464759	0.270511	0.0431447	0.208262	0.0373121	0.995649	0.998885	1.00111	1.00436	6.735
410	-642.2895	-609.9445	-32.34495	310435.7	10.04669	0.0977838	0.18006	0.123534	0.0468993	0.0949666	0.140386	0.436107	0.103115	0.264352	0.150138	0.014367	0.0865375	0.0461125	0.0531951	0.0165196	0.143822	0.177493	0.101184	0.0475742	0.134166	0.195249	0.141121	0.0946979	0.194372	0.02785	0.137798	0.0439479	0.0777068	0.0460412	0.0109567	0.00955427	0.215886	0.0201396	0.446328	0.0893355	0.160923	0.263852	0.0153959	0.0953688	0.19674	0.0194784	0.0167112	0.0216121	0.0268146	0.0997982	0.0468101	0.0607592	0.0920786	0.150597	0.104794	0.0893658	0.019234	0.112222	0.00499719	0.00887651	0.0333188	0.0203282	0.112162	0.0670997	0.000263229	0.0754949	0.161627	0.0849834	0.180161	0.0437974	0.16135	0.0186995	0.99772	0.999416	1.00058	1.00228	6.77501
420	-625.9967	-604.7771	-21.21959	252681	13.42167	0.0455287	0.140769	0.191484	0.039667	0.0885939	0.0775286	0.140725	0.14713	0.168223	0.192752	0.0131713	0.164377	0.0294574	0.0734473	0.0397903	0.0572583	0.172537	0.0559481	0.0620456	0.0461923	0.153507	0.106911	0.0982886	0.119246	0.0362477	0.0336363	0.0235272	0.0429417	0.0723962	0.00545499	0.0092425	0.203139	0.0560166	0.27707	0.0993021	0.0349712	0.155567	0.0597071	0.0784417	0.0591855	0.063	0.0274671	0.0221028	0.0214367	0.0418402	0.0273	0.0613299	0.0845077	0.20148	0.0708581	0.094074	0.0175344	0.210855	0.00983487	0.0111418	0.0713062	0.0830648	0.125496	0.0653286	0.00135798	0.120745	0.0464541	0.0310623	0.114756	0.120817	0.170215	0.0511885	0.997472	0.999353	1.00064	1.00253	5.63798
430	-637.6003	-615.1523	-22.44806	28214.15	12.29671	0.0103733	0.167112	0.062833	0.0738992	0.153238	0.058939	0.132215	0.137332	0.145848	0.0859921	0.0119342	0.191089	0.16262	0.131688	0.0615401	0.0566253	0.0508856	0.0511174	0.0947941	0.0565305	0.174243	0.16292	0.114015	0.13179	0.15339	0.0519321	0.0112978	0.054814	0.0663644	0.0054237	0.0104579	0.0833275	0.0292661	0.339922	0.189044	0.0188943	0.0804984	0.107614	0.0179927	0.0452356	0.0615135	0.0339253	0.0189755	0.017014	0.0277484	0.079078	0.0298824	0.0328542	0.0850425	0.142429	0.116929	0.00338385	0.0945147	0.0115275	0.0516854	0.215176	0.149777	0.174444	0.0892582	0.00209101	0.137275	0.0773267	0.0168113	0.178049	0.046085	0.117197	0.0399608	0.992443	0.998057	1.00192	1.00758	5.795003
440	-656.6959	-619.2738	-37.42208	84462.89	7.155084	0.0211075	0.213275	0.125515	0.0730597	0.143714	0.0379531	0.246701	0.225695	0.19741	0.100926	0.0821722	0.166985	0.0922325	0.0721303	0.158302	0.0856366	0.0655307	0.0764201	0.0561354	0.148684	0.259884	0.21147	0.096771	0.0801236	0.0578222	0.0661357	0.0139086	0.189573	0.0899591	0.00883863	0.0205463	0.16934	0.0158782	0.270217	0.320023	0.0343985	0.0416402	0.0765325	0.0551451	0.0698885	0.0795483	0.0393603	0.0651059	0.0290537	0.0481364	0.0905916	0.0523936	0.00820201	0.0676361	0.123853	0.129251	0.0080128	0.0946023	0.00577498	0.0702924	0.183446	0.065783	0.190207	0.381246	0.00383312	0.152579	0.049073	0.0170178	0.221068	0.0136738	0.229081	0.168606	0.99563	0.998879	1.00111	1.00438	7.125106
450	-647.8434	-613.8003	-34.04312	46771.3	12.74286	0.0199507	0.108648	0.161302	0.111334	0.145233	0.110059	0.277871	0.127251	0.0940644	0.217772	0.0127388	0.146144	0.0775101	0.0451173	0.107176	0.0863103	0.105246	0.0640087	0.0730513	0.0403194	0.202224	0.0803252	0.106463	0.250351	0.0271079	0.0908672	0.0182535	0.0405369	0.114178	0.042785	0.0250957	0.124227	0.0230802	0.209903	0.0435131	0.183632	0.0543754	0.0425151	0.127394	0.0577572	0.0547222	0.0571159	0.130941	0.0313609	0.0483904	0.194835	0.200806	0.0151239	0.096493	0.0410473	0.0990242	0.0114878	0.0906761	0.00258233	0.145198	0.107894	0.0798878	0.169288	0.265686	0.00521534	0.214922	0.0815596	0.0275207	0.172511	0.00853001	0.121399	0.212511	0.994129	0.998493	1.0015	1.00588	6.682419
460	-639.712	-609.0408	-30.67115	61990.33	9.824031	0.0114181	0.115544	0.0870333	0.0875179	0.118029	0.091239	0.261011	0.0703206	0.199739	0.115753	0.0053172	0.180955	0.236487	0.153832	0.0612446	0.067416	0.11112	0.0652724	0.0865655	0.132026	0.120926	0.0848353	0.0166486	0.07741	0.0422817	0.0640582	0.0583537	0.0566517	0.0542799	0.0793907	0.0734019	0.0814718	0.0178277	0.292109	0.048723	0.195483	0.128519	0.0656686	0.102729	0.0425006	0.0199391	0.103757	0.093205	0.149854	0.07637	0.0844688	0.313721	0.0178442	0.190486	0.0547982	0.087097	0.0140019	0.0508674	0.0009433	0.0983244	0.171186	0.0506103	0.2077	0.142102	0.00224294	0.164148	0.187551	0.0977671	0.129668	0.00331376	0.0391588	0.0976363	0.994899	0.998691	1.0013	1.00511	6.609871
470	-637.4726	-611.0623	-26.4103	82309.11	12.13691	0.011934	0.149137	0.0554459	0.0549743	0.107364	0.0751722	0.121352	0.133664	0.0860064	0.155706	0.0102308	0.131507	0.138964	0.0900327	0.0346209	0.0544333	0.0800935	0.0868111	0.169774	0.139303	0.0811435	0.056026	0.0528485	0.238487	0.0636543	0.0284481	0.0616378	0.0372909	0.0544933	0.0386677	0.0389237	0.104632	0.0205418	0.196151	0.0646497	0.255402	0.0331205	0.0650488	0.145061	0.062819	0.0915666	0.0873929	0.213767	0.0740748	0.0672583	0.0237474	0.158064	0.0310831	0.0365717	0.0850677	0.025365	0.0535244	0.301594	0.00389911	0.041586	0.145839	0.140001	0.167052	0.177519	0.0031655	0.0331793	0.132932	0.089262	0.0768163	0.00072721	0.0846434	0.196916	0.995573	0.998865	1.00113	1.00443	6.128189
480	-650.0178	-619.3103	-30.70758	871690.6	8.8347	0.014497	0.0959831	0.162935	0.0195231	0.0512459	0.0422622	0.289602	0.0456403	0.0599515	0.106416	0.0253068	0.156663	0.17714	0.0711738	0.0344576	0.0587439	0.0967862	0.0435978	0.129648	0.199111	0.144634	0.117667	0.0592168	0.420353	0.0855985	0.021238	0.0298009	0.0110457	0.0617671	0.0330078	0.094488	0.0853843	0.0298916	0.195161	0.0342831	0.296955	0.0341575	0.0187282	0.217727	0.169698	0.0693523	0.176503	0.231705	0.0919433	0.0399611	0.0125991	0.0825264	0.119872	0.0552235	0.230601	0.0745592	0.051165	0.204554	0.00667999	0.0215132	0.136816	0.131197	0.140317	0.113312	0.00540373	0.0133033	0.179745	0.112862	0.0279616	0.00855904	0.0589446	0.132944	0.998639	0.999652	1.00035	1.00136	6.571609
490	-652.0334	-613.2113	-38.82212	904498.2	9.139749	0.011935	0.142661	0.223122	0.0173859	0.0677136	0.0512275	0.250076	0.101865	0.0457647	0.0650527	0.0174192	0.255079	0.157834	0.0873254	0.102401	0.0787582	0.15451	0.0207394	0.192795	0.147036	0.13247	0.269823	0.0551937	0.365002	0.331699	0.0322905	0.113518	0.00331884	0.0726628	0.0608871	0.0866986	0.188098	0.0192154	0.210125	0.0293036	0.199347	0.0175211	0.0103103	0.328339	0.0592251	0.340505	0.0265401	0.177791	0.0503106	0.156935	0.0727893	0.0564057	0.0715173	0.0139675	0.0328919	0.128144	0.0857949	0.119043	0.00479218	0.0192113	0.187398	0.306635	0.145094	0.0819943	0.00585797	0.0171765	0.173187	0.171065	0.0639098	0.0447627	0.00986357	0.142943	0.998664	0.999658	1.00034	1.00134	7.482272
500	-638.7944	-608.8508	-29.94355	254415.2	9.018296	0.0162134	0.0919186	0.121397	0.0513235	0.145458	0.159301	0.202913	0.0874705	0.139539	0.0593813	0.0346541	0.31697	0.19991	0.0580934	0.142816	0.0488686	0.177056	0.00957732	0.179988	0.0909236	0.0489528	0.0549304	0.0261865	0.275528	0.179425	0.0537838	0.0229289	0.00512159	0.0848272	0.0431513	0.0982578	0.133985	0.0427346	0.217109	0.014235	0.232367	0.0294644	0.0127671	0.0775292	0.0761253	0.169293	0.0298679	0.0890071	0.0465717	0.271318	0.0685881	0.0197259	0.05115	0.0159833	0.08275	0.050929	0.0523201	0.0903975	0.00589818	0.0408289	0.183076	0.23775	0.0522582	0.0546348	0.0176319	0.0192736	0.35947	0.0895106	0.102727	0.0337834	0.0185819	0.185333	0.997481	0.999355	1.00064	1.00252	6.501841
