Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
65920	-475.3986	-465.3235	-10.07501	416263.7	10.8635	0.00302043	0.0744695	0.0295561	0.123026	0.143557	0.0944594	0.0950772	0.0226137	0.0328387	0.0840618	0.105981	0.0583062	0.0404517	0.183745	0.00782578	0.00506662	0.0111711	0.0259282	0.00593805	0.0547446	0.0408484	0.0431958	0.0727122	0.459745	0.0250074	0.0167023	0.54459	0.0648197	0.101352	0.223605	0.0625944	0.0307589	0.121922	0.0966792	0.0388213	0.131075	0.0423275	0.122899	0.0994445	0.100319	0.0242835	0.998031	0.999496	1.0005	1.00197	3.66554
65930	-484.4007	-469.406	-14.9946	630196.7	8.918814	0.00904877	0.0765815	0.0206221	0.124053	0.277534	0.0321851	0.111378	0.00739276	0.0302462	0.325099	0.0694005	0.0667142	0.0531157	0.219518	0.0109856	0.0561885	0.0841841	0.0547551	0.0134767	0.0390832	0.0212035	0.0677686	0.115113	0.418063	0.0360995	0.0222018	0.666197	0.106623	0.0961123	0.171023	0.0591864	0.0204741	0.0665153	0.151533	0.051174	0.0633869	0.0421026	0.0903161	0.0824929	0.0797154	0.0443853	0.998399	0.999591	1.00041	1.0016	4.153249
65940	-484.8423	-467.1266	-17.71572	791384.1	7.393647	0.00576557	0.0250148	0.0356578	0.185313	0.349987	0.048276	0.161982	0.0272192	0.0370268	0.109931	0.126713	0.0262541	0.366231	0.149862	0.0140523	0.0609493	0.116402	0.0802648	0.0169569	0.0926559	0.013981	0.15596	0.142103	0.505462	0.0244644	0.0377493	0.367349	0.051942	0.124784	0.15355	0.0994042	0.032682	0.0645365	0.0892073	0.0866036	0.0430318	0.0231391	0.057351	0.0603029	0.0715638	0.137619	0.998572	0.999635	1.00036	1.00143	4.379299
65950	-481.2683	-472.9411	-8.327175	749457.9	11.9661	0.00462887	0.0106841	0.0461547	0.055168	0.109528	0.0448202	0.0856387	0.0344401	0.159094	0.0535057	0.120352	0.00384809	0.0835071	0.105073	0.00509442	0.0817671	0.137938	0.0449208	0.00215094	0.0627664	0.00853298	0.118098	0.0761401	0.43443	0.0467348	0.155079	0.326749	0.0264706	0.109382	0.204208	0.0758825	0.0705316	0.103742	0.0246659	0.0609774	0.105261	0.034401	0.0276273	0.0762688	0.040274	0.117975	0.998532	0.999625	1.00037	1.00147	3.494511
65960	-486.3589	-468.4107	-17.94823	198554.9	7.882537	0.0800482	0.00655977	0.121695	0.07083	0.193936	0.24487	0.0400261	0.0225002	0.067881	0.084204	0.0936985	0.00220217	0.0812361	0.248171	0.0154954	0.129289	0.128806	0.0382988	0.00411057	0.149389	0.00301412	0.113823	0.231244	0.371633	0.0557783	0.159824	0.798001	0.0133497	0.046178	0.102513	0.104097	0.0509104	0.0958653	0.0461545	0.0293531	0.0912261	0.0148409	0.0130051	0.0591033	0.0729343	0.161721	0.997149	0.99927	1.00073	1.00285	4.457816
65970	-490.8996	-472.7843	-18.11531	696383.7	8.693027	0.041171	0.00627358	0.145606	0.017124	0.0929316	0.155232	0.012458	0.018444	0.0613212	0.0775515	0.0876403	0.00336141	0.0765276	0.237456	0.0419049	0.0427749	0.172107	0.121216	0.00164245	0.220527	0.0347786	0.188775	0.0871404	0.503541	0.0222429	0.056507	0.901953	0.0304708	0.0569553	0.197804	0.0398845	0.0300188	0.186128	0.0402719	0.0929619	0.142673	0.0249594	0.00834014	0.0659382	0.0764544	0.0833012	0.998477	0.999611	1.00039	1.00152	4.50437
65980	-484.4677	-467.2705	-17.19721	746479.2	8.87373	0.0615872	0.00338461	0.2001	0.0162586	0.0435118	0.0620648	0.0191023	0.0672311	0.0804972	0.145699	0.287134	0.00617967	0.0380412	0.103565	0.0238686	0.0220374	0.0854571	0.0657819	0.00335952	0.153838	0.00996946	0.0690652	0.431147	0.658124	0.0955372	0.0515833	0.575565	0.0460882	0.0840738	0.0695141	0.0289943	0.0377849	0.165859	0.012535	0.0732919	0.176025	0.0260071	0.056062	0.0968667	0.0347756	0.112599	0.998529	0.999624	1.00038	1.00147	4.400167
65990	-473.2254	-459.9904	-13.23501	572241.6	9.673777	0.0270348	0.0106654	0.185154	0.0116462	0.101877	0.0392631	0.0400096	0.0453672	0.0464544	0.14032	0.0917113	0.00477126	0.0102878	0.0747925	0.0170128	0.0346597	0.0166588	0.0642788	0.00469991	0.109566	0.0124721	0.168676	0.204997	0.683743	0.122168	0.0514212	0.592188	0.0261606	0.00915404	0.08009	0.204037	0.0185261	0.102985	0.0206073	0.0469816	0.0717033	0.0334788	0.0413571	0.0858504	0.0752603	0.247913	0.99832	0.99957	1.00043	1.00168	3.976002
66000	-480.4302	-464.2255	-16.20471	399525.3	12.65401	0.0358013	0.021133	0.073133	0.0360869	0.251765	0.0258643	0.0791287	0.0564623	0.0311384	0.311022	0.134963	0.0153308	0.0344173	0.0807567	0.0264887	0.0948007	0.0510049	0.0653983	0.00964655	0.0832759	0.0346901	0.156767	0.207166	0.312729	0.0367638	0.0190601	0.685773	0.202452	0.0409797	0.113015	0.139346	0.018581	0.0283814	0.064764	0.0160027	0.127809	0.0782929	0.0729175	0.112678	0.0131286	0.0983959	0.99799	0.999486	1.00051	1.00201	4.097309
66010	-495.2032	-476.0531	-19.1501	551068	9.008721	0.0622958	0.0565567	0.0521099	0.174062	0.139947	0.00823305	0.114961	0.0439766	0.0773204	0.634555	0.178954	0.0057802	0.0465459	0.0754234	0.0204111	0.116987	0.0512473	0.0697282	0.0301539	0.0581797	0.0816219	0.386637	0.250646	0.501591	0.113142	0.013065	0.391899	0.0388679	0.0300134	0.0266983	0.176816	0.00725452	0.0479265	0.0377644	0.0071973	0.222158	0.0453757	0.0917251	0.0390241	0.00620536	0.0836701	0.998288	0.999562	1.00044	1.00171	4.616728
66020	-484.1613	-471.556	-12.6053	91622.94	10.11972	0.0283927	0.0639714	0.103733	0.0747283	0.216013	0.0188409	0.11702	0.0381107	0.127072	0.275767	0.220418	0.0038953	0.0218049	0.187822	0.0640488	0.0768768	0.0227351	0.0881957	0.065927	0.0746341	0.0867518	0.0533854	0.16143	0.248584	0.0433907	0.0223929	0.528988	0.0244627	0.0392989	0.0103124	0.168472	0.00430917	0.0725076	0.0816361	0.0369098	0.0477359	0.125613	0.071275	0.0398819	0.0260724	0.128925	0.995804	0.998924	1.00107	1.0042	3.912343
66030	-494.4143	-474.9602	-19.45409	96243.2	9.885213	0.0191218	0.128834	0.0577451	0.121613	0.173601	0.0162859	0.058873	0.0616712	0.121849	0.32059	0.167335	0.00515786	0.00520219	0.0892156	0.0405966	0.035135	0.0615846	0.112463	0.0408276	0.259514	0.0401687	0.090335	0.138434	0.511229	0.111604	0.0247052	0.706813	0.0376808	0.0758838	0.0230163	0.0702332	0.00432016	0.112481	0.0225402	0.098498	0.0778513	0.324178	0.0789849	0.10744	0.0187007	0.0331749	0.995906	0.998951	1.00104	1.0041	4.605487
66040	-484.5957	-467.8568	-16.73889	187297.8	9.172846	0.015989	0.0427716	0.147706	0.0530402	0.159466	0.031674	0.0591205	0.0642101	0.0439252	0.200063	0.251474	0.00494699	0.00740025	0.124388	0.0324341	0.0278091	0.0776719	0.0925879	0.041459	0.126738	0.0426546	0.146467	0.142638	0.361302	0.110308	0.0265197	0.685119	0.0817321	0.257986	0.0487278	0.016092	0.0436209	0.0891992	0.0915465	0.0837341	0.0619789	0.111349	0.104251	0.205754	0.0270787	0.00544443	0.997064	0.999248	1.00075	1.00294	4.348378
66050	-488.2049	-471.8362	-16.36872	29714.76	9.185288	0.0185785	0.0758595	0.129424	0.0699589	0.264847	0.0227814	0.0250454	0.0278857	0.0445804	0.23584	0.134415	0.0100838	0.00444351	0.0317536	0.014826	0.00897354	0.0951702	0.0776727	0.0253221	0.0777172	0.0612002	0.0950444	0.0771028	0.172635	0.0629001	0.00832991	0.772031	0.168798	0.0543213	0.0950755	0.238114	0.139845	0.16467	0.0829416	0.110982	0.0265262	0.0977177	0.100443	0.342575	0.0397277	0.00180787	0.992636	0.998107	1.00187	1.00738	4.307967
66060	-486.7744	-476.7512	-10.0232	152129.6	10.1909	0.019384	0.0554605	0.0525225	0.0899899	0.0875131	0.00587949	0.015314	0.0244614	0.0657385	0.126745	0.123217	0.00902971	0.00694293	0.0292407	0.0162435	0.0129893	0.153545	0.0538065	0.126164	0.0476101	0.0814954	0.0806931	0.0693833	0.341444	0.125966	0.0146443	0.54953	0.0539848	0.108739	0.0699873	0.0782602	0.115061	0.114586	0.143532	0.0515033	0.0280689	0.110253	0.164694	0.16292	0.0695136	0.0023873	0.996743	0.999166	1.00083	1.00326	3.658446
66070	-485.3166	-470.6967	-14.61988	22125.25	9.982082	0.00881221	0.0631361	0.0376193	0.181082	0.0620966	0.0121868	0.0145288	0.0080427	0.128514	0.101156	0.129744	0.0389779	0.0369941	0.0367662	0.0152579	0.0156262	0.022474	0.0459276	0.0976152	0.0225603	0.0441938	0.143271	0.0620646	0.357489	0.127481	0.0431643	0.365186	0.20263	0.129041	0.11287	0.0330216	0.0429679	0.252575	0.25244	0.0395247	0.108099	0.0650051	0.117713	0.519024	0.0128463	0.00489447	0.991467	0.997804	1.00217	1.00856	4.114618
66080	-477.0017	-465.0962	-11.90546	20515.66	9.78502	0.029803	0.096077	0.0373049	0.140922	0.0614102	0.00931542	0.00631677	0.00519781	0.0540211	0.235755	0.0927204	0.0441391	0.019114	0.0208577	0.0130016	0.0104282	0.0163065	0.0208085	0.0459247	0.0160757	0.0576038	0.161726	0.0795694	0.73645	0.135991	0.0201886	0.309089	0.0754206	0.110182	0.0398576	0.0194876	0.0482248	0.168803	0.206008	0.048399	0.0940989	0.124895	0.109518	0.30277	0.0111769	0.00560125	0.99114	0.997719	1.00225	1.00889	3.840559
66090	-473.3679	-464.878	-8.489885	185684.8	10.37014	0.0139241	0.0504483	0.019936	0.0897195	0.0510864	0.014318	0.00611924	0.00808797	0.0501833	0.170805	0.0996826	0.0250068	0.0403247	0.0150324	0.0145197	0.00407826	0.00890768	0.0127941	0.0174714	0.0382903	0.00849304	0.187285	0.0820866	0.421214	0.122692	0.0185472	0.578543	0.0809878	0.228077	0.0560741	0.0494382	0.0448492	0.121806	0.1672	0.0368176	0.0660613	0.0876842	0.0694	0.318707	0.00918513	0.00694733	0.997052	0.999245	1.00075	1.00295	3.51283
66100	-481.2469	-468.9794	-12.26758	260704	9.169047	0.046539	0.0298238	0.00184672	0.174967	0.211367	0.0850724	0.00811632	0.00913735	0.0337768	0.103253	0.0909496	0.0261182	0.0307194	0.01768	0.0208571	0.00706603	0.0283684	0.0162997	0.0030821	0.091169	0.00672613	0.178991	0.0147169	0.443353	0.160394	0.0991951	0.211692	0.0754708	0.0898057	0.156771	0.0822774	0.0659888	0.0813815	0.395934	0.0226494	0.0763693	0.0910199	0.0467693	0.491671	0.0182232	0.0151494	0.997512	0.999363	1.00063	1.00249	3.860758
66110	-480.9899	-470.8187	-10.17122	181656.6	8.362087	0.0172864	0.0625032	0.00160359	0.136177	0.174603	0.0875387	0.00793993	0.00613334	0.0495237	0.160454	0.115746	0.00919018	0.0424508	0.0168954	0.0296658	0.019914	0.013835	0.0264695	0.00120033	0.0240015	0.0160258	0.1362	0.0243736	0.387105	0.14189	0.160119	0.164011	0.0242014	0.0353065	0.0404824	0.126791	0.0513549	0.0714338	0.158688	0.0350099	0.08872	0.0289856	0.0591477	0.736497	0.0205185	0.0402425	0.997019	0.999237	1.00076	1.00298	3.550234
66120	-472.4817	-461.1412	-11.3405	999889.6	9.040845	0.00843737	0.0405762	0.0120521	0.132783	0.112302	0.211181	0.00277029	0.015798	0.0360992	0.103648	0.121013	0.0164489	0.0192141	0.0378627	0.0252778	0.0275424	0.0483094	0.0422242	0.00269833	0.0131456	0.0383827	0.0839234	0.0392029	0.472608	0.284189	0.108646	0.322654	0.0152328	0.0917146	0.0945842	0.121306	0.0506833	0.294646	0.13274	0.122789	0.0665181	0.0320595	0.0278829	0.270822	0.0129886	0.0389853	0.998729	0.999675	1.00032	1.00127	3.751941
66130	-483.0845	-469.0483	-14.0362	620535.7	9.764916	0.0266997	0.116065	0.0334654	0.203213	0.0673105	0.110671	0.0062897	0.00866061	0.0201768	0.212655	0.0677622	0.0322805	0.0347671	0.0324734	0.121953	0.0517465	0.0213427	0.0553807	0.00459334	0.0228144	0.0181639	0.155917	0.0849541	0.383971	0.0918326	0.0925461	0.46507	0.0245793	0.123403	0.27955	0.0712246	0.0343857	0.0583271	0.110316	0.14371	0.0740516	0.0389183	0.0629374	0.404885	0.0653406	0.0240415	0.998387	0.999587	1.00041	1.00161	4.058446
66140	-480.3737	-470.5421	-9.831616	249060.4	9.492869	0.0402517	0.0336274	0.00980815	0.159349	0.0348155	0.062077	0.00255839	0.0128682	0.0160084	0.116822	0.0651964	0.031222	0.00705973	0.0535005	0.0986998	0.0178137	0.0963674	0.0300635	0.00444734	0.0413936	0.167907	0.156611	0.0850748	0.556159	0.124785	0.11761	0.407988	0.0335007	0.072095	0.175991	0.138854	0.154112	0.0407726	0.0864453	0.0518021	0.02019	0.0312258	0.0329008	0.134083	0.0676202	0.0258517	0.997454	0.999348	1.00065	1.00255	3.61553
66150	-487.7423	-472.1928	-15.54957	722242.9	11.27299	0.0274053	0.0923127	0.0076055	0.190819	0.085552	0.147282	0.00320705	0.0715481	0.0152916	0.174954	0.0893609	0.0592672	0.00531822	0.0557904	0.0229466	0.0346014	0.138321	0.0126585	0.00354237	0.0288128	0.125253	0.315386	0.0750017	0.323037	0.13505	0.076867	0.482646	0.0268249	0.0772877	0.21059	0.129181	0.192803	0.0375218	0.0830734	0.109229	0.0363158	0.0136333	0.0179861	0.162084	0.228917	0.0200487	0.998505	0.999618	1.00038	1.0015	4.145333
66160	-486.3219	-469.7752	-16.54671	884483.3	9.15452	0.025062	0.0697542	0.00710987	0.263312	0.100905	0.145355	0.0132317	0.0424504	0.0243116	0.12321	0.0760868	0.0217187	0.00552184	0.0640443	0.0222496	0.0430686	0.0568534	0.0303994	0.00366182	0.0277132	0.251232	0.189031	0.0868109	0.320468	0.0822858	0.121478	0.574991	0.0358937	0.130148	0.146307	0.277901	0.121226	0.0358793	0.129524	0.0781918	0.145809	0.0104937	0.0121743	0.168751	0.229652	0.0132658	0.998649	0.999654	1.00034	1.00135	4.327534
66170	-478.3628	-466.2486	-12.11422	795807.9	9.823563	0.0197559	0.0653154	0.0116788	0.167513	0.341456	0.111088	0.00689422	0.0398031	0.0462876	0.100355	0.10097	0.0225082	0.00791047	0.0538244	0.0154499	0.0232559	0.0309448	0.0344499	0.00356615	0.0371446	0.0670025	0.0638885	0.0401526	0.247599	0.0600357	0.0768743	0.570356	0.0725186	0.267309	0.151388	0.161534	0.0985685	0.0425828	0.124439	0.209938	0.110668	0.00502858	0.049376	0.0644396	0.12706	0.0114357	0.998575	0.999636	1.00036	1.00143	3.862364
66180	-484.5189	-471.2941	-13.22472	627758.4	9.934164	0.0408438	0.0570642	0.0167207	0.211353	0.48338	0.109736	0.00655813	0.0825593	0.029207	0.154886	0.0490931	0.0403756	0.00565774	0.0244987	0.0225971	0.00970063	0.0421596	0.0173112	0.00172478	0.0100411	0.0368244	0.0429205	0.0247752	0.323078	0.0793789	0.0319259	0.745026	0.128971	0.0994538	0.151267	0.286889	0.0770431	0.0329873	0.0339451	0.157168	0.0722768	0.00427104	0.0394587	0.044675	0.10733	0.0399948	0.998396	0.99959	1.00041	1.0016	3.975129
66190	-477.4879	-467.2604	-10.2275	284493	10.17866	0.0324464	0.104188	0.0202789	0.157621	0.423947	0.0959933	0.00506792	0.0738872	0.0139337	0.167749	0.0812107	0.0465607	0.00539054	0.0337733	0.0362548	0.0153856	0.0215914	0.0326981	0.00188795	0.0243556	0.0955251	0.0354915	0.0390931	0.554433	0.0675812	0.0560827	0.336507	0.252436	0.12166	0.0462858	0.112813	0.0460596	0.0258694	0.100653	0.112892	0.0391744	0.0116115	0.0415259	0.105789	0.0506476	0.0319665	0.997618	0.99939	1.00061	1.00238	3.678316
66200	-476.9385	-463.3704	-13.56807	773313.9	8.626683	0.00970396	0.0941183	0.0198752	0.153139	0.398215	0.082396	0.00659582	0.0612277	0.0729381	0.0799184	0.0550039	0.016091	0.00178906	0.0149267	0.0329487	0.0393798	0.0896255	0.0550058	0.000859375	0.0190922	0.142363	0.0560801	0.0360224	0.634797	0.0688103	0.0594459	0.31942	0.249146	0.0501339	0.0488924	0.252872	0.0910576	0.107205	0.0693349	0.0340959	0.0275342	0.00630218	0.066497	0.208463	0.0377232	0.107978	0.998555	0.99963	1.00037	1.00145	3.977024
66210	-479.7325	-469.0371	-10.69542	340024.6	14.09085	0.0239092	0.049851	0.0197156	0.0947997	0.0415764	0.137772	0.0204408	0.147029	0.0369418	0.0541315	0.00995278	0.00368841	0.00263797	0.0346953	0.0152749	0.0800363	0.133442	0.0809462	0.000495127	0.0191864	0.222896	0.099502	0.116837	0.43642	0.154355	0.0837036	0.451558	0.118284	0.0594198	0.0393806	0.271626	0.0209403	0.043667	0.0204923	0.0167075	0.0589948	0.0152708	0.0628402	0.154448	0.0281475	0.0990587	0.997821	0.999442	1.00056	1.00218	3.581071
66220	-487.215	-475.4305	-11.78447	808802.5	10.23419	0.0254204	0.069939	0.00459259	0.189289	0.0597428	0.052434	0.170687	0.0703112	0.00703672	0.0253369	0.00704029	0.000703372	0.00190429	0.0285862	0.0329528	0.0811879	0.051929	0.0427059	0.000709466	0.0430326	0.220997	0.169618	0.0343298	0.334435	0.271165	0.124378	0.245085	0.11777	0.0146548	0.018183	0.158835	0.0170024	0.0421366	0.0781777	0.0895115	0.0832409	0.038489	0.153746	0.464169	0.0311135	0.158624	0.998587	0.999639	1.00036	1.00141	3.831203
66230	-489.5898	-476.4976	-13.09227	621425.8	10.07096	0.0133529	0.0143468	0.00511672	0.107195	0.105194	0.0466532	0.143191	0.0699254	0.0434952	0.0974104	0.00812919	0.00129303	0.00493503	0.0193802	0.0393207	0.0877109	0.0518668	0.0934073	0.00232508	0.0209626	0.165171	0.0875521	0.036802	0.693538	0.242709	0.149505	0.257372	0.0804648	0.0429326	0.0152754	0.0667421	0.0201732	0.0744699	0.0878421	0.193689	0.0446707	0.121118	0.0912243	0.142044	0.0580478	0.314389	0.998388	0.999588	1.00041	1.00161	3.960944
66240	-481.8069	-470.4395	-11.36742	160775.8	12.03609	0.0211573	0.00689891	0.00482518	0.160461	0.0627653	0.103558	0.0868479	0.0666981	0.215258	0.279751	0.0130574	0.00630857	0.0287882	0.0176839	0.0187178	0.0882335	0.108213	0.0486502	0.00135657	0.00724595	0.0520917	0.207029	0.0297319	0.278248	0.1779	0.138284	0.515862	0.0808895	0.0553693	0.00344397	0.0902782	0.0560085	0.125	0.148491	0.0952294	0.019901	0.0515304	0.0955513	0.0182053	0.0266823	0.133285	0.996832	0.999189	1.00081	1.00317	3.745488
66250	-473.3144	-463.6119	-9.702502	270336.1	12.14916	0.0303805	0.0375578	0.00616789	0.114653	0.0464061	0.132955	0.0389586	0.0655773	0.0831318	0.106333	0.0258403	0.00730749	0.0244644	0.0228588	0.0312739	0.0473907	0.081754	0.0831271	0.000478174	0.00568149	0.00979568	0.10122	0.0673587	0.475159	0.130686	0.168137	0.346567	0.100525	0.17186	0.0072868	0.265078	0.0662708	0.141851	0.0992861	0.0293537	0.0372988	0.0845686	0.0804261	0.0357791	0.0674463	0.125032	0.997556	0.999375	1.00062	1.00245	3.603283
66260	-474.1435	-464.8282	-9.315319	961164.9	10.52833	0.0331885	0.0379882	0.00268669	0.141022	0.0343938	0.117097	0.0525148	0.0535938	0.128909	0.121317	0.0493653	0.00283619	0.0933289	0.0435037	0.0321137	0.0696928	0.0360421	0.0708328	0.000600601	0.00326216	0.00290457	0.121162	0.0700192	0.315366	0.297083	0.185916	0.40443	0.0915584	0.0866035	0.0084663	0.1971	0.103718	0.110182	0.0212421	0.00801814	0.0655371	0.0865727	0.0836851	0.040244	0.120139	0.0501633	0.998704	0.999669	1.00033	1.0013	3.594401
66270	-474.2944	-465.8717	-8.422672	905154.5	10.7342	0.0227164	0.0386591	0.00379756	0.118701	0.0465127	0.0320975	0.0850907	0.0303564	0.0601246	0.0732918	0.0961365	0.000860574	0.129407	0.122892	0.0568288	0.0654123	0.0602508	0.0916313	0.000587747	0.00684793	0.00173425	0.0609027	0.0859355	0.380632	0.211799	0.0610681	0.545237	0.0998845	0.136844	0.0072975	0.0719224	0.134276	0.145041	0.0188059	0.0083481	0.0977503	0.0961239	0.0813341	0.0287347	0.0646894	0.0318728	0.998664	0.999658	1.00034	1.00134	3.512437
66280	-472.5431	-461.8957	-10.64736	758548.6	14.38548	0.0130897	0.038896	0.00234248	0.213567	0.0715685	0.120854	0.0434721	0.0657334	0.100075	0.0824694	0.0718744	0.000732165	0.0584315	0.125527	0.0356984	0.0449541	0.0805981	0.0643057	0.0013909	0.00762407	0.00224656	0.0408408	0.0508176	0.512531	0.177945	0.0451929	0.293328	0.0812416	0.0804078	0.00838441	0.099835	0.115979	0.0914413	0.0407069	0.00532573	0.152705	0.0705672	0.212765	0.0440188	0.125711	0.0640747	0.998541	0.999627	1.00037	1.00146	3.559269
66290	-476.045	-462.4595	-13.58552	902001.2	7.721986	0.0192532	0.0275987	0.00536413	0.19174	0.0465055	0.106337	0.0805728	0.0582315	0.0823225	0.151533	0.0366668	0.00325535	0.0727108	0.114927	0.0330589	0.0603785	0.0861689	0.0614189	0.00261677	0.035641	0.00756301	0.0457933	0.0783883	0.619751	0.31927	0.0688615	0.660081	0.160641	0.0421085	0.00833821	0.0578991	0.136385	0.0557887	0.0473398	0.0012402	0.107815	0.0416967	0.0566079	0.0259805	0.0449535	0.0176205	0.998662	0.999658	1.00034	1.00134	3.880426
66300	-462.398	-458.3245	-4.073483	944784.2	13.70641	0.0218019	0.0261683	0.00260072	0.146356	0.0448103	0.109248	0.0572291	0.062691	0.086434	0.0578005	0.0323933	0.00658556	0.0319726	0.0796592	0.0196058	0.0270207	0.0987767	0.0672943	0.00360519	0.0668646	0.0119022	0.0290521	0.0236053	0.362062	0.239145	0.0374851	0.230307	0.196883	0.0333032	0.00829526	0.0949902	0.0685036	0.152349	0.0978445	0.000784292	0.168635	0.0690065	0.0296388	0.0758246	0.11146	0.0312537	0.998693	0.999666	1.00033	1.00131	3.121251
66310	-471.6025	-465.948	-5.654472	705197.8	13.89245	0.0259463	0.0875062	0.00120097	0.107852	0.0554301	0.122123	0.0281285	0.0621277	0.0579598	0.0393964	0.0470553	0.00163898	0.0179357	0.0368905	0.0171031	0.0399006	0.0916911	0.1084	0.00667499	0.110846	0.0449918	0.0446238	0.0231888	0.242276	0.241884	0.0295072	0.596088	0.141739	0.0219454	0.0221486	0.0738457	0.102151	0.158651	0.0871559	0.000568501	0.118254	0.0281801	0.068184	0.0510081	0.0348171	0.0333506	0.998487	0.999613	1.00039	1.00151	3.230365
66320	-483.3457	-474.0146	-9.331143	422521.8	10.90885	0.0471592	0.0438836	0.00035194	0.121	0.0216494	0.0961037	0.0285742	0.0467215	0.0379914	0.0498851	0.171209	0.00386356	0.0466651	0.0117998	0.0302016	0.0278051	0.190171	0.0248039	0.00794696	0.0358009	0.0481761	0.088308	0.0123683	0.423124	0.303712	0.0881457	0.274235	0.151999	0.0635811	0.0089874	0.0611152	0.0902164	0.362639	0.0795717	0.000602833	0.0749612	0.0459445	0.110303	0.14799	0.0634793	0.0538914	0.998045	0.9995	1.0005	1.00196	3.596938
66330	-478.7501	-469.4912	-9.258822	304560.2	10.4312	0.02287	0.0390512	0.000103085	0.127079	0.0181788	0.0942273	0.0316365	0.0926176	0.0250648	0.0841692	0.0719279	0.00550346	0.0443669	0.0101589	0.0150371	0.016522	0.137892	0.0106687	0.00419868	0.0392662	0.0186942	0.101751	0.0183119	0.289245	0.133636	0.118558	0.327151	0.13222	0.13142	0.0253311	0.101668	0.135399	0.373967	0.189927	0.000623831	0.049085	0.16149	0.0342932	0.207396	0.0809309	0.0662496	0.997698	0.999411	1.00059	1.0023	3.587887
66340	-479.6911	-469.3713	-10.3198	498596.7	11.7772	0.0104095	0.0720717	7.75624e-05	0.23065	0.0278532	0.11444	0.0402231	0.0673032	0.0272556	0.176507	0.0217944	0.0102742	0.0152054	0.00460385	0.0290043	0.0178061	0.194128	0.028255	0.0196402	0.0547457	0.0261115	0.169001	0.00860173	0.13646	0.211359	0.0602913	0.601302	0.0617219	0.0801401	0.0186001	0.224587	0.109466	0.197073	0.141734	0.00179425	0.0327863	0.139536	0.02293	0.0274337	0.104597	0.129793	0.9982	0.99954	1.00046	1.0018	3.667568
66350	-472.5575	-465.2675	-7.289979	391677.1	9.788972	0.00719123	0.0330461	6.79582e-05	0.129957	0.0323518	0.126704	0.0694922	0.0401314	0.0188768	0.154098	0.0977908	0.0227916	0.011047	0.00357975	0.0695545	0.0157399	0.169542	0.0497919	0.00929285	0.182443	0.0290019	0.07586	0.0230597	0.267487	0.188871	0.0442093	0.278755	0.0861782	0.0572523	0.0105451	0.0496455	0.0718568	0.356542	0.140403	0.00132709	0.0498405	0.0503605	0.0112358	0.122889	0.0340269	0.176284	0.99797	0.999481	1.00052	1.00203	3.369121
66360	-472.3285	-463.5908	-8.737663	815432	15.95007	0.0134899	0.0446806	9.09959e-05	0.088623	0.0449483	0.103616	0.0838431	0.031548	0.0173188	0.178641	0.132231	0.0229059	0.0533659	0.0108311	0.0289776	0.0102323	0.136313	0.00424947	0.00847084	0.114752	0.00968293	0.0528814	0.021605	0.255862	0.218085	0.111693	0.146163	0.115164	0.0712262	0.0068989	0.157806	0.0419434	0.372171	0.108134	0.00292078	0.16257	0.051878	0.0168486	0.0755841	0.0453808	0.162545	0.998593	0.99964	1.00036	1.00141	3.336172
66370	-469.1834	-462.5251	-6.658316	848118.5	12.5896	0.0490873	0.0305434	9.55085e-05	0.182039	0.109392	0.100706	0.114605	0.0698481	0.019476	0.0292325	0.115158	0.0430236	0.0603546	0.00879385	0.0759175	0.0069935	0.11989	0.00334865	0.0127295	0.0569586	0.00670037	0.0482696	0.0121306	0.400561	0.14334	0.0414411	0.201369	0.076103	0.0983026	0.00617823	0.066223	0.0998273	0.306067	0.122715	0.0372218	0.0384257	0.0839637	0.155877	0.0287402	0.0245224	0.138228	0.99862	0.999647	1.00035	1.00138	3.344399
66380	-477.03	-464.9713	-12.05871	281836.9	7.943956	0.0435611	0.0949997	0.000136697	0.161401	0.138828	0.0646716	0.138384	0.058499	0.0317215	0.0436609	0.125384	0.0333143	0.0208202	0.0187496	0.130772	0.0018931	0.22906	0.00789399	0.015564	0.23566	0.0191875	0.0629808	0.00386021	0.123997	0.139045	0.0187604	0.561795	0.120043	0.117912	0.00564492	0.0951057	0.108197	0.27745	0.0389839	0.0274627	0.0858155	0.0543707	0.0795921	0.0321576	0.0648222	0.088321	0.997607	0.999387	1.00061	1.0024	3.720479
