Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
63450	-815.105	-796.6417	-18.46325	132670.1	6.587553	0.461705	0.01527	0.243722	0.0362923	0.281563	0.131859	0.0507762	0.00641244	0.00894357	0.0752484	0.0193287	0.0631923	0.033388	0.368179	0.570249	0.0721782	0.401957	0.447208	0.027047	0.0370661	0.284716	0.996512	0.999107	1.00089	1.00349	3.6363
63460	-812.2717	-792.9617	-19.30996	517555.3	5.612084	0.377015	0.017403	0.0781197	0.0718301	0.206323	0.0502141	0.0680206	0.0138771	0.00317412	0.0958756	0.0810648	0.0408449	0.0234073	0.546979	0.773381	0.11374	0.335892	0.450916	0.0109765	0.039624	0.455625	0.998234	0.999548	1.00045	1.00177	3.854303
63470	-812.2623	-793.0132	-19.24914	944198.6	6.079742	0.610268	0.0163694	0.135176	0.0450735	0.0883136	0.192531	0.0642276	0.0337214	0.00102929	0.0828366	0.0439517	0.016181	0.00851373	0.174785	0.617366	0.0739944	0.356096	0.736359	0.0114066	0.0100991	0.490606	0.998692	0.999666	1.00033	1.00131	3.808905
63480	-812.3097	-792.8763	-19.43344	154057.4	5.676584	0.629733	0.0112916	0.297761	0.0753172	0.0681885	0.307647	0.0596122	0.0164316	0.00101594	0.0410056	0.0289838	0.0768252	0.0106805	0.281733	0.748733	0.112633	0.161384	0.440452	0.0121006	0.028796	0.461939	0.996763	0.999171	1.00083	1.00324	3.872263
63490	-815.2689	-793.5953	-21.6736	90885.25	4.032859	0.597776	0.0209142	0.174504	0.138449	0.151106	0.188145	0.107846	0.0243507	0.00131385	0.0674089	0.0563157	0.0665305	0.0154233	0.166642	1.07576	0.0714728	0.303667	0.443463	0.00253546	0.0429153	0.590775	0.995787	0.99892	1.00107	1.00422	4.30731
63500	-816.522	-794.6361	-21.88595	161132.9	4.061413	0.437016	0.0460337	0.177881	0.0633257	0.171911	0.103416	0.0556663	0.0131937	0.002323	0.106164	0.0576064	0.0872927	0.0733518	0.329169	0.634929	0.0843981	0.359991	0.330282	0.00477185	0.0263314	1.19933	0.996835	0.999189	1.00081	1.00317	4.364387
63510	-813.2755	-793.443	-19.83251	157040.6	4.551283	0.465797	0.168749	0.178424	0.0464191	0.191201	0.184953	0.0593888	0.00281575	0.00120335	0.099912	0.0396122	0.0270202	0.0329778	0.257438	0.486649	0.180936	0.43904	0.278873	0.00359693	0.0223727	0.779994	0.996794	0.999179	1.00082	1.00321	3.947371
63520	-810.6791	-789.2799	-21.3992	612850.8	3.419176	0.419461	0.0820028	0.307859	0.0867726	0.222425	0.410587	0.0831653	0.00363579	0.000784655	0.0456951	0.0754135	0.0120998	0.031441	0.187686	0.697381	0.0866083	0.217743	0.249932	0.00191305	0.0288286	0.770737	0.998377	0.999585	1.00041	1.00162	4.022172
63530	-819.0148	-794.4262	-24.58852	511817.2	4.054005	0.292803	0.145244	0.451464	0.0893065	0.497294	0.390169	0.0615034	0.0172113	0.001885	0.12742	0.0707669	0.0179976	0.033914	0.0537376	1.2238	0.0584542	0.0852265	0.148274	0.00300094	0.0235159	1.23692	0.998224	0.999546	1.00045	1.00178	5.029912
63540	-820.1086	-794.2576	-25.85098	303170.4	4.539583	0.304745	0.240922	0.48398	0.116892	0.578822	0.435969	0.100886	0.0126576	0.00497189	0.0911061	0.0674625	0.0240757	0.0444927	0.0629808	1.16332	0.0566452	0.163576	0.180611	0.00222769	0.0441615	1.09143	0.997692	0.999409	1.00059	1.00231	5.27193
63550	-829.2789	-805.3573	-23.92157	566097.2	3.251142	0.337673	0.156805	0.339638	0.231511	0.446871	0.230554	0.0659687	0.04084	0.00482817	0.035477	0.180724	0.0150416	0.0297169	0.138502	0.175779	0.216723	0.171482	0.0750668	0.00757811	0.00607525	1.78388	0.998311	0.999568	1.00043	1.00169	4.69073
63560	-822.6836	-801.2633	-21.42028	823549.6	3.743976	0.409715	0.130987	0.300214	0.413575	0.367675	0.260832	0.0383277	0.0478637	0.0131547	0.0769314	0.0603156	0.0212375	0.0546336	0.140838	0.170143	0.410239	0.168476	0.13302	0.0032757	0.00108374	0.947989	0.9986	0.999642	1.00036	1.0014	4.170528
63570	-822.4765	-796.8966	-25.57987	934271.6	4.115594	0.4376	0.120348	0.257107	0.318104	0.436437	0.694709	0.0383277	0.0394832	0.0164432	0.051308	0.0758457	0.0186418	0.0277151	0.0573673	0.101365	0.905797	0.128137	0.15663	0.0141269	0.000856294	1.37311	0.998685	0.999664	1.00034	1.00132	5.269461
63580	-820.8008	-797.1019	-23.6989	627895.8	3.499339	0.384289	0.0992211	0.491604	0.340823	0.547748	0.421908	0.0370549	0.0212115	0.00906892	0.061398	0.034369	0.0186403	0.0485017	0.0407053	0.239433	0.983197	0.0589577	0.0883849	0.0182807	0.000786004	0.776124	0.998396	0.99959	1.00041	1.0016	4.721704
63590	-815.2381	-789.2059	-26.03217	826686	2.731538	0.395418	0.0892778	0.394639	0.261125	0.447673	0.253941	0.0486382	0.0134079	0.00994443	0.0706031	0.0370758	0.00968244	0.0286373	0.0337694	0.380868	1.3165	0.0972953	0.0505303	0.015927	0.00148609	1.09851	0.998602	0.999643	1.00036	1.0014	5.054948
63600	-826.5107	-795.2405	-31.27019	139087.1	3.849234	0.323565	0.0961253	0.679591	1.02435	1.04124	0.5514	0.0508366	0.0159927	0.0114162	0.0589329	0.0739338	0.0150708	0.0226161	0.0161547	0.343297	1.62426	0.228183	0.0849451	0.0165366	0.00426483	0.478498	0.996594	0.999127	1.00087	1.00341	6.761206
63610	-815.9172	-792.0981	-23.81909	582062	5.034785	0.466577	0.0802828	0.317812	0.662048	0.586371	0.176463	0.0872809	0.00659706	0.00187728	0.0478296	0.0638588	0.0835006	0.0510949	0.0313151	0.217721	1.14104	0.25206	0.0431598	0.0133766	0.00460685	0.427136	0.998334	0.999574	1.00043	1.00167	4.762007
63620	-823.9832	-792.4744	-31.50881	415784	5.414418	0.473977	0.0245913	0.379664	0.932908	0.713046	0.165463	0.128542	0.00443489	0.00167461	0.0500332	0.0653678	0.0473584	0.0200304	0.0253986	0.54249	1.74116	0.427427	0.0391157	0.00989631	0.0186952	0.304996	0.998029	0.999496	1.0005	1.00197	6.116273
63630	-825.0704	-795.2742	-29.79627	810714.8	3.672099	0.462479	0.0351231	0.207711	0.836466	1.41257	0.110026	0.0859472	0.0222264	0.000888493	0.0865365	0.0461093	0.0686991	0.0156789	0.0235051	0.412949	1.96901	0.180598	0.0352519	0.0373259	0.0451606	0.331932	0.998589	0.999639	1.00036	1.00141	6.426199
63640	-823.2894	-796.9711	-26.31831	695483.4	4.897578	0.17744	0.104761	0.241266	0.90762	0.597295	0.27373	0.0543378	0.00665146	0.00104499	0.0808521	0.0668988	0.0628076	0.0328792	0.0115185	0.216334	2.03593	0.113467	0.0629845	0.0427086	0.0965651	0.105755	0.998476	0.99961	1.00039	1.00152	5.292842
63650	-820.3965	-793.6046	-26.79186	584773.8	4.507751	0.36742	0.167967	0.290496	0.782978	0.409277	0.518373	0.0619265	0.0209701	0.00296332	0.0653272	0.0296626	0.0309832	0.0431271	0.0268141	0.110708	2.09745	0.21257	0.0559	0.0998528	0.035021	0.0567273	0.998338	0.999575	1.00042	1.00166	5.486513
63660	-834.3361	-798.6472	-35.68886	616101.5	2.82173	0.331384	0.110347	0.534608	1.73652	0.995002	0.821576	0.0237074	0.0423052	0.0030715	0.0351809	0.030882	0.0402286	0.0335711	0.031973	0.0505507	2.9811	0.453688	0.051855	0.0918619	0.0498209	0.101776	0.998381	0.999586	1.00041	1.00162	8.551005
63670	-830.3157	-807.3275	-22.98817	881010.6	6.741623	0.282613	0.215882	0.184812	0.66157	0.272149	0.380544	0.0287608	0.0282852	0.00167649	0.0318135	0.0393037	0.0259097	0.0539786	0.0314218	0.0352469	1.42803	0.214474	0.0284177	0.0393691	0.093588	0.213987	0.998646	0.999654	1.00035	1.00135	4.291833
63680	-822.2593	-798.0491	-24.21025	743434.7	3.701562	0.580466	0.207194	0.347309	0.35861	0.478914	0.236711	0.0520193	0.00642107	0.00460158	0.0739493	0.0907073	0.0869453	0.0294801	0.0476903	0.0291326	1.58835	0.0894753	0.0301588	0.0842493	0.0652787	0.422035	0.998526	0.999623	1.00038	1.00147	4.909697
63690	-823.3439	-794.0788	-29.26509	367997.6	3.908088	0.58758	0.295866	0.136117	1.19379	0.445829	0.354664	0.0548942	0.0255016	0.00212472	0.0560198	0.0522626	0.0960042	0.0371272	0.0249774	0.0291814	1.68647	0.0291149	0.0257531	0.287638	0.0459117	0.758019	0.997905	0.999464	1.00053	1.0021	6.224846
63700	-823.6095	-795.4556	-28.15389	456268	3.376117	0.345102	0.170478	0.506137	0.386662	0.416922	0.506704	0.0484865	0.0195036	0.00391378	0.107212	0.0319173	0.067378	0.0217724	0.0446539	0.0532705	0.804391	0.0296984	0.0382098	0.439517	0.026527	1.92946	0.998119	0.999519	1.00048	1.00188	5.997918
63710	-823.337	-798.5112	-24.82571	399721.8	3.78988	0.307122	0.193628	0.940408	0.479659	0.0804885	0.406452	0.0457582	0.0101007	0.0052064	0.120226	0.0341209	0.0545118	0.0081471	0.0820188	0.0111232	0.790188	0.0131802	0.0419296	0.891406	0.04953	0.51847	0.99799	0.999486	1.00051	1.00201	5.083674
63720	-816.1973	-793.7215	-22.47571	707343.9	4.820048	0.293286	0.0809243	0.564697	0.368682	0.0958851	0.336716	0.0794671	0.0078583	0.00296908	0.0785471	0.0713763	0.025432	0.00619756	0.074929	0.0296659	0.868434	0.0257732	0.0705091	0.828698	0.0433252	0.561092	0.998489	0.999614	1.00039	1.00151	4.514462
63730	-819.3269	-790.649	-28.6779	531762.5	3.154223	0.357966	0.0857829	0.548804	0.367909	0.0846934	0.316838	0.0286764	0.00499163	0.00238734	0.0741774	0.0623909	0.0414737	0.000708266	0.0668981	0.0693251	0.900358	0.0129641	0.15691	2.2409	0.0372965	0.685988	0.998257	0.999554	1.00044	1.00174	6.147441
63740	-813.7555	-790.4672	-23.28827	389527.6	4.252982	0.27822	0.0656971	0.62983	0.541317	0.123936	0.420812	0.0585751	0.00249397	0.00163535	0.0251912	0.0621707	0.0527619	0.000444321	0.0395858	0.104396	0.132894	0.0193903	0.391062	1.20521	0.0663999	0.494075	0.997964	0.999479	1.00052	1.00204	4.716094
63750	-819.5124	-794.6289	-24.88358	770888.3	4.31036	0.497559	0.0840851	0.343006	0.950219	0.0445467	0.257876	0.0508276	0.00261949	0.0034698	0.00732529	0.0333983	0.0709147	0.00226884	0.0469166	0.0577011	0.160999	0.0265577	1.02086	0.983504	0.0439599	0.397436	0.998553	0.99963	1.00037	1.00145	5.086052
63760	-815.3516	-791.2766	-24.07502	227935.6	4.04823	0.335378	0.0524933	0.180535	0.390628	0.0353392	0.488488	0.0513556	0.00385036	0.00737539	0.0203001	0.0276045	0.0517403	0.00970022	0.0677603	0.0368745	0.371052	0.0669588	0.624834	0.748278	0.0782864	1.2543	0.997339	0.999319	1.00068	1.00266	4.903131
63770	-812.8148	-793.1878	-19.62705	884117.5	6.256466	0.467927	0.0819441	0.170472	0.598327	0.0411582	0.641685	0.0809225	0.00303624	0.00293168	0.0296336	0.0513374	0.0616003	0.00330437	0.0154846	0.0408412	0.359834	0.0479902	0.323316	0.334656	0.0697144	0.426128	0.998648	0.999654	1.00034	1.00135	3.852245
63780	-822.4318	-794.2228	-28.20897	106519.1	5.255835	0.450701	0.164451	0.14571	0.755525	0.0342876	0.631645	0.0931482	0.00551367	0.00401051	0.0314961	0.0465812	0.0906006	0.00124499	0.00649105	0.0364512	0.44131	0.0375481	0.415939	1.41482	0.0561259	0.696634	0.996108	0.999003	1.00099	1.0039	5.560235
63790	-818.749	-797.1595	-21.58955	895354.5	4.25765	0.316554	0.148356	0.440599	0.461429	0.0306687	0.199985	0.12133	0.00568211	0.00486754	0.072997	0.038169	0.0799321	0.00142435	0.0162357	0.0199292	0.211383	0.0893413	0.385611	1.11518	0.024929	0.532527	0.998657	0.999657	1.00034	1.00134	4.317132
63800	-813.6299	-792.5761	-21.05384	190918.7	4.68356	0.430707	0.162013	0.311587	0.382666	0.0968206	0.600842	0.140985	0.0102671	0.00177972	0.0727377	0.0725083	0.0458959	0.00990085	0.0274587	0.037957	0.150808	0.0628481	0.154697	0.728173	0.00482618	0.713987	0.997092	0.999255	1.00074	1.00291	4.219464
63810	-820.028	-795.7834	-24.24463	485998.3	3.922992	0.441944	0.119593	0.60106	0.925945	0.0869128	0.297117	0.121804	0.0231309	0.00286347	0.0957062	0.0785208	0.0717769	0.0141779	0.0609936	0.0244887	0.080269	0.0753027	0.141068	1.27076	0.0127007	0.394923	0.998177	0.999534	1.00047	1.00182	4.941061
63820	-816.0035	-790.9735	-25.03	922299.6	4.278018	0.447745	0.125136	0.319586	0.604704	0.37445	0.471223	0.0426989	0.013512	0.00162197	0.0747217	0.064434	0.041862	0.00635585	0.0996709	0.0247318	0.105217	0.0884973	0.128337	1.77327	0.00777318	0.307723	0.998677	0.999662	1.00034	1.00132	5.123271
63830	-819.7191	-794.5157	-25.20337	178970.9	4.06251	0.515436	0.103353	0.328434	0.518016	0.643694	0.40013	0.0458305	0.0108553	0.00284548	0.0629009	0.0919908	0.0508584	0.00241743	0.058643	0.00955984	0.180729	0.0740232	0.315175	1.63028	0.00457911	0.131395	0.996997	0.999231	1.00077	1.00301	5.181143
63840	-818.0792	-794.0373	-24.04186	127352.9	5.047815	0.533776	0.0253383	0.219678	0.599923	0.620821	0.328998	0.0739827	0.00545918	0.00579082	0.119611	0.0510345	0.0554066	0.00521359	0.0426093	0.0128479	0.106707	0.0279633	0.267014	1.59492	0.00867748	0.098306	0.99644	0.999088	1.00091	1.00356	4.804082
63850	-822.6107	-795.1134	-27.49732	228737.2	3.575578	0.557731	0.00827104	0.178343	0.622061	0.881226	0.343066	0.0911113	0.0067788	0.0075666	0.0792406	0.0507664	0.0592555	0.00650079	0.0314548	0.0242084	0.0778534	0.0376063	0.206855	2.47703	0.0140803	0.0446596	0.997344	0.99932	1.00068	1.00266	5.805669
63860	-823.0752	-796.3727	-26.70252	177639.7	3.102901	0.511474	0.027402	0.385479	1.32436	0.773454	0.342	0.0862577	0.00617622	0.0100739	0.0566019	0.0538261	0.0424644	0.0162314	0.0538864	0.0647378	0.0541847	0.0293708	0.411676	1.21926	0.0114055	0.0244605	0.996986	0.999228	1.00077	1.00302	5.504779
63870	-825.6442	-797.7983	-27.84588	636043.7	3.940591	0.476585	0.0253494	0.219303	1.00065	0.894814	0.264744	0.0676077	0.0095299	0.00902106	0.0862192	0.0718469	0.0341984	0.0382243	0.431186	0.0656956	0.0629264	0.0478243	0.499211	1.49244	0.00700345	0.051454	0.998407	0.999592	1.00041	1.00159	5.855839
63880	-821.9362	-798.2389	-23.6973	631402.8	4.3986	0.626446	0.0105736	0.0816555	0.78466	0.431438	0.207765	0.0804398	0.00396231	0.0362846	0.0669129	0.0421475	0.0190282	0.0444812	0.376726	0.0659695	0.33345	0.0534976	0.481125	0.936476	0.034796	0.0892283	0.998401	0.999591	1.00041	1.0016	4.807064
63890	-818.6367	-789.6599	-28.9768	602979.2	4.121166	0.363378	0.0149624	0.0899858	2.0575	0.145454	0.162592	0.0479155	0.00565561	0.00431163	0.0576435	0.0463164	0.0712878	0.0372737	0.227623	0.0576093	0.213567	0.0468298	0.357188	1.77558	0.0282788	0.282265	0.998364	0.999581	1.00042	1.00164	6.093224
63900	-819.8006	-796.7512	-23.04941	444443.6	4.259405	0.376701	0.0144639	0.492674	0.442376	0.144639	0.460589	0.0665452	0.00979235	0.0103177	0.103093	0.0792339	0.0765303	0.0587135	0.285748	0.0356782	0.389757	0.0236996	0.447443	0.812795	0.0184858	0.310765	0.998094	0.999512	1.00049	1.00191	4.660041
63910	-817.4565	-795.7456	-21.71083	209725.8	4.089864	0.563481	0.0363904	0.353698	0.216043	0.0300841	0.61334	0.0871408	0.0126325	0.0328145	0.0811249	0.082074	0.0169387	0.0501707	0.162988	0.00921543	0.242466	0.00909933	0.624843	0.759898	0.0197996	0.321419	0.997226	0.99929	1.00071	1.00278	4.32566
63920	-816.4598	-794.3424	-22.11744	295452	5.632078	0.304893	0.260427	0.307425	0.178024	0.0475177	0.436403	0.081469	0.0168721	0.0250527	0.0381474	0.103167	0.0260378	0.0472366	0.326021	0.0364845	0.133562	0.0202852	0.939191	0.790066	0.0263147	0.207053	0.997662	0.999402	1.0006	1.00234	4.351649
63930	-818.4236	-795.5214	-22.90224	879561.6	4.913098	0.46668	0.12883	0.706447	0.422365	0.0303721	0.151349	0.0412488	0.0156496	0.0246032	0.0764776	0.0609491	0.0372706	0.0556022	0.663151	0.0743361	0.120289	0.023216	0.920792	0.37196	0.0279838	0.174142	0.998645	0.999653	1.00035	1.00136	4.593716
63940	-819.7871	-797.1217	-22.66537	912170.6	3.064769	0.501585	0.208936	0.204743	0.267753	0.0451614	0.10119	0.0565425	0.00753061	0.00965552	0.0388845	0.0468151	0.0292522	0.157554	0.628346	0.0188989	0.0828159	0.00509779	1.03694	0.227339	0.0597766	0.438941	0.998669	0.99966	1.00034	1.00133	4.173755
63950	-810.1381	-790.6393	-19.49883	654896.7	5.872738	0.396975	0.150344	0.332088	0.325179	0.0981254	0.059454	0.0538471	0.0123142	0.00235111	0.0553835	0.041566	0.0514913	0.0775666	0.521941	0.00955266	0.12562	0.0139736	0.903689	0.134689	0.0657841	0.436923	0.99843	0.999598	1.0004	1.00157	3.868857
63960	-820.242	-797.3413	-22.90069	921396.2	4.275582	0.490305	0.101514	0.311356	0.431064	0.344636	0.0935927	0.12224	0.0176057	0.00161377	0.0390162	0.0674623	0.0227654	0.039541	0.329142	0.0397656	0.161252	0.0574077	1.40696	0.15348	0.0471052	0.347667	0.998676	0.999661	1.00034	1.00132	4.62549
63970	-818.2518	-793.7596	-24.49216	950327.7	3.936904	0.682584	0.0747468	0.380829	0.370301	0.722754	0.151658	0.0388327	0.0313093	0.00115563	0.062036	0.0664276	0.0486154	0.0272177	0.772756	0.0265096	0.236553	0.0379721	0.638277	0.153606	0.0421209	0.438386	0.998696	0.999667	1.00033	1.0013	5.004648
63980	-824.5452	-799.7786	-24.76663	594578.2	3.436899	0.312626	0.122695	0.143159	0.414355	1.00135	0.0351359	0.105382	0.0185275	0.0267838	0.0944176	0.058382	0.0582068	0.0752288	0.707582	0.0178526	0.600687	0.0771411	0.584016	0.0883254	0.0170491	0.452873	0.998352	0.999578	1.00042	1.00165	5.011777
63990	-835.1605	-804.3535	-30.80704	943869.3	2.822807	0.209456	0.203801	0.0608406	0.680648	0.394748	0.0157727	0.0293169	0.033959	0.0197632	0.065788	0.0676484	0.040526	0.0995112	3.12929	0.046863	0.314011	0.0837712	0.434197	0.0841174	0.03163	0.775424	0.998692	0.999666	1.00033	1.00131	6.821084
64000	-822.0582	-796.1561	-25.90205	901361.9	2.772605	0.564794	0.0962614	0.081213	0.671062	0.100049	0.0525781	0.0163392	0.0319558	0.00196007	0.0362643	0.0344248	0.0583596	0.0978489	1.10172	0.057761	0.483405	0.0837712	0.640844	0.174338	0.017917	0.640337	0.998661	0.999658	1.00034	1.00134	5.043206
64010	-817.3908	-794.7832	-22.60753	892496.5	5.075439	0.485336	0.10633	0.204724	0.923213	0.0663107	0.0289675	0.0192801	0.0419912	0.0020361	0.0294557	0.0624305	0.0659343	0.0957522	0.507374	0.0676547	0.547734	0.0455776	0.428981	0.393605	0.00999493	0.384142	0.998655	0.999656	1.00034	1.00135	4.516826
64020	-810.8209	-793.6793	-17.14155	403294.6	6.345066	0.302678	0.163731	0.110115	0.472376	0.0328701	0.065384	0.0197636	0.0188465	0.00207517	0.0246726	0.0494491	0.0827014	0.08109	0.570398	0.0276328	0.216947	0.0428903	0.280594	0.493202	0.0141681	0.378897	0.997999	0.999488	1.00051	1.002	3.450481
64030	-815.7105	-794.6466	-21.0639	431493.1	6.435617	0.544109	0.148423	0.207861	0.642471	0.0939372	0.0379133	0.0109239	0.0194538	0.00179705	0.0185513	0.0359415	0.0759227	0.0301131	0.720634	0.0177395	0.513136	0.029389	0.394254	0.123403	0.0709863	0.317871	0.998066	0.999505	1.00049	1.00194	4.05483
64040	-823.0091	-796.7995	-26.20961	850075	3.990488	0.480314	0.055839	0.255875	0.383459	0.0376201	0.0463935	0.00981752	0.0185026	0.00503647	0.00755389	0.0814613	0.117141	0.0369402	1.4869	0.0322349	0.434388	0.0688307	1.03209	0.401622	0.0440279	0.400241	0.998622	0.999648	1.00035	1.00138	5.43629
64050	-815.0773	-794.0383	-21.03896	468443.1	6.052111	0.326791	0.0467349	0.538181	0.195615	0.156563	0.0579975	0.00772306	0.0294429	0.00463246	0.0159556	0.0469273	0.0953086	0.0485165	0.677581	0.0341474	0.250763	0.0258486	0.867987	0.387104	0.0487039	0.244613	0.998143	0.999525	1.00047	1.00186	4.107136
64060	-816.0542	-792.039	-24.01519	768946.7	4.052794	0.399401	0.0347167	0.431926	0.407256	0.164357	0.0393319	0.00549468	0.0173464	0.00515112	0.0630943	0.11813	0.0620146	0.0150697	0.895519	0.0518691	0.079112	0.0435714	0.809473	0.966698	0.0505915	0.228337	0.998551	0.999629	1.00037	1.00145	4.888461
64070	-811.6965	-789.5468	-22.1497	654539.5	4.360515	0.451193	0.0828188	0.330508	0.221306	0.169094	0.0257267	0.00587123	0.0214072	0.00268416	0.0451053	0.0474259	0.049272	0.0123378	1.00873	0.0618979	0.185652	0.0269337	0.804413	0.54453	0.0884731	0.268625	0.998429	0.999598	1.0004	1.00157	4.454003
64080	-819.6117	-793.4526	-26.15909	875607.8	4.979688	0.404872	0.0704299	0.436927	1.08383	0.0753109	0.0921889	0.00884125	0.00855421	0.0066546	0.0763324	0.0471617	0.0638305	0.0454786	0.678352	0.0705649	0.100824	0.0288829	0.948218	0.255808	0.114083	0.623266	0.998642	0.999653	1.00035	1.00136	5.240414
64090	-812.7405	-791.0663	-21.67426	774195.9	5.017861	0.3456	0.161444	0.324154	0.715668	0.0531553	0.131847	0.0186733	0.00451835	0.00638852	0.0663316	0.11377	0.0558785	0.0415313	1.0037	0.0352196	0.0814815	0.0584245	0.598115	0.162475	0.0448902	0.31395	0.998556	0.999631	1.00037	1.00144	4.337212
64100	-817.0123	-796.526	-20.48631	357732.5	4.774879	0.423875	0.135664	0.376231	0.613949	0.0392177	0.175581	0.0190719	0.0108903	0.0079444	0.0753918	0.0652233	0.0877442	0.104048	0.663879	0.0533952	0.100313	0.0740628	0.578258	0.162543	0.0326466	0.301082	0.997876	0.999456	1.00054	1.00213	4.101011
64110	-813.5843	-792.415	-21.16925	202812.7	4.755388	0.459576	0.153915	0.376784	0.558632	0.0203736	0.108773	0.0337387	0.00834113	0.00318472	0.0748809	0.0578865	0.0528262	0.0915349	1.17961	0.0534814	0.112473	0.0474066	0.399789	0.177286	0.0104786	0.263216	0.997179	0.999278	1.00072	1.00282	4.24419
64120	-813.5153	-790.9338	-22.58146	150472.2	4.669811	0.41745	0.213283	0.224943	0.54626	0.0158081	0.110644	0.0654349	0.00264065	0.00271098	0.0255511	0.0473884	0.0426836	0.0577211	1.53225	0.10042	0.154375	0.0736774	0.542315	0.0586661	0.0323679	0.279792	0.996725	0.999161	1.00084	1.00328	4.546382
64130	-819.9796	-797.4326	-22.54697	216878.4	4.425689	0.287112	0.22708	0.168437	0.908582	0.0056381	0.145832	0.0853419	0.00448438	0.00727566	0.0158905	0.0518525	0.0402138	0.0364184	1.57331	0.0526749	0.171136	0.0508157	0.369125	0.0625196	0.0532253	0.228663	0.997272	0.999302	1.0007	1.00273	4.545628
64140	-816.9976	-797.6528	-19.3448	524171.8	5.672352	0.446764	0.229263	0.090792	0.546763	0.00420654	0.1862	0.0687087	0.00248792	0.00915716	0.0210241	0.0619042	0.0702269	0.0452214	0.662164	0.120715	0.44337	0.0435122	0.505108	0.0859201	0.0204979	0.192906	0.998245	0.999551	1.00045	1.00176	3.856913
64150	-826.0464	-798.7499	-27.29648	493711.3	2.307258	0.397525	0.121917	0.135223	0.566503	0.0117376	0.390273	0.0413633	0.00791396	0.00531455	0.0332865	0.0402798	0.107529	0.0715111	1.81331	0.0482159	0.511752	0.0327984	0.119555	0.104929	0.0207164	0.451177	0.998192	0.999537	1.00046	1.00181	5.032832
64160	-826.397	-799.3053	-27.09171	952141.9	3.612543	0.410077	0.157867	0.341494	0.391537	0.0219497	0.182399	0.0277167	0.00658311	0.0241016	0.0392673	0.0680774	0.0538594	0.0549403	1.8097	0.0367999	0.369804	0.0541998	0.032576	1.03266	0.0368874	0.539226	0.998698	0.999667	1.00033	1.0013	5.691728
64170	-814.3877	-794.4741	-19.91356	747269.2	4.308626	0.370626	0.0852608	0.515525	0.388275	0.0368849	0.151785	0.0507342	0.00178096	0.0220346	0.0827952	0.101898	0.0269692	0.0880355	0.544935	0.0233407	0.215977	0.0439178	0.0228356	0.813949	0.0384532	0.306702	0.99853	0.999624	1.00038	1.00147	3.932714
64180	-821.1268	-797.3645	-23.76235	478607.5	5.667373	0.264878	0.167172	0.478128	0.769591	0.0229395	0.214144	0.0956434	0.00209631	0.0190872	0.0533017	0.0265565	0.0292961	0.0504771	0.624588	0.100862	0.115944	0.0313989	0.0108148	1.31639	0.0953345	0.148056	0.998163	0.99953	1.00047	1.00184	4.636694
64190	-816.0355	-794.014	-22.02157	844448.5	4.741058	0.298888	0.186453	0.40828	0.69245	0.0337047	0.159185	0.0573534	0.00503969	0.00268431	0.0709197	0.0684043	0.0353597	0.0658522	0.674925	0.0929909	0.192894	0.0243725	0.00868175	1.14772	0.0724153	0.125456	0.998617	0.999646	1.00035	1.00138	4.42403
64200	-815.4481	-789.6547	-25.7934	749217	4.044769	0.534511	0.0513008	0.492966	0.883911	0.117609	0.363717	0.0642984	0.00740618	0.00242864	0.0524178	0.110526	0.0675194	0.0614662	0.398241	0.261071	0.226871	0.0213796	0.0151575	1.50099	0.0651665	0.0289387	0.998532	0.999625	1.00037	1.00147	5.327898
64210	-821.4364	-797.7562	-23.68015	336743.7	4.827931	0.31855	0.0479183	0.433643	1.10096	0.138633	0.28317	0.128905	0.0075596	0.00323501	0.10737	0.111722	0.0520177	0.094347	0.250385	0.197044	0.744507	0.0103534	0.0140708	0.656447	0.0357034	0.0268012	0.99781	0.99944	1.00056	1.00219	4.763345
64220	-817.3359	-787.6767	-29.65926	170296.4	2.607959	0.280883	0.0696226	0.436786	0.570437	0.292001	0.426677	0.0595056	0.00235813	0.00524023	0.0523881	0.0392735	0.075761	0.0604832	0.102242	0.163579	0.240116	0.00991153	0.014105	3.35934	0.0304582	0.0307675	0.996921	0.999212	1.00079	1.00308	6.321937
64230	-819.0276	-797.9087	-21.11887	57908.91	4.467584	0.401912	0.0933909	0.456798	0.468322	0.293421	0.461676	0.0479753	0.00802528	0.0129703	0.0850423	0.0229219	0.113409	0.0378264	0.0984863	0.286905	0.164762	0.00756188	0.011655	1.08679	0.0192404	0.0466635	0.994723	0.998646	1.00134	1.00529	4.225755
64240	-814.9732	-789.9147	-25.05855	430272.8	4.074486	0.486467	0.121258	0.450379	0.727592	0.295136	0.424598	0.0115137	0.0101775	0.016289	0.0686854	0.032667	0.0508263	0.0377401	0.0868208	0.196269	0.909527	0.00466628	0.00979102	1.11055	0.0508905	0.0431149	0.998063	0.999504	1.00049	1.00194	5.144956
