Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
23600	-144.8553	-120.087	-24.76832	231775.3	5.626007	0.0154648	0.13436	0.00208765	0.0650764	0.0997236	0.064124	0.0768457	0.240233	0.0641563	0.182306	0.200586	0.117496	0.190112	0.0170094	0.026074	7.9309e-05	0.00395107	0.275331	0.0259126	0.143122	0.118521	0.112708	0.0123228	0.107186	0.0782138	0.0061492	1.30614	0.0548584	0.24352	0.10227	0.210156	0.0354585	0.16239	0.086855	0.210235	0.0976236	0.237485	0.997361	0.999324	1.00067	1.00264	5.126143
23610	-134.3461	-110.8332	-23.5129	322169.1	4.93186	0.0569146	0.158367	0.00480612	0.0720248	0.107946	0.0447036	0.177623	0.145423	0.117147	0.171642	0.150864	0.0641122	0.171968	0.0282457	0.0319397	5.98312e-05	0.00578505	0.0855956	0.0118584	0.396124	0.232977	0.157266	0.0196669	0.198327	0.0675608	0.00562195	0.84306	0.0699084	0.0588084	0.052129	0.0613456	0.0722238	0.122541	0.0605786	0.120567	0.16436	0.323216	0.997761	0.999427	1.00057	1.00224	4.633307
23620	-144.0169	-114.5204	-29.49648	756632.1	5.707338	0.0369372	0.104554	0.00288427	0.0298029	0.215323	0.133525	0.112035	0.0933991	0.493881	0.0840258	0.0633121	0.084127	0.114744	0.145446	0.0133415	0.000108898	0.00436836	0.0466191	0.0834765	0.377977	0.093637	0.0885502	0.0653138	0.215421	0.0690811	0.012231	0.916799	0.107544	0.0203975	0.0346133	0.11486	0.0430725	0.104109	0.0385867	0.300486	0.82034	0.686799	0.998539	0.999626	1.00037	1.00146	5.971727
23630	-138.6375	-115.4206	-23.21693	323616.3	9.28104	0.132847	0.159276	0.00649382	0.0329591	0.228496	0.00989191	0.0366175	0.159705	0.28187	0.189676	0.0815166	0.0170393	0.212632	0.108477	0.0352672	9.79349e-05	0.00791183	0.0589448	0.123386	0.204124	0.0470166	0.21657	0.0312041	0.0428256	0.0257102	0.0499292	0.707838	0.11061	0.00554499	0.028621	0.0913629	0.0300719	0.148417	0.0971609	0.398005	0.279921	0.45902	0.997766	0.999428	1.00057	1.00224	4.857058
23640	-139.9344	-117.6143	-22.32012	898684.8	6.214142	0.0940575	0.109743	0.00540808	0.0787518	0.0465042	0.0228318	0.0224488	0.100098	0.233789	0.188678	0.0361634	0.0443136	0.125373	0.223779	0.00705318	0.000362419	0.0066513	0.0590383	0.104986	0.198855	0.104536	0.142265	0.0692126	0.0347765	0.0401811	0.0526905	0.859317	0.361902	0.0221387	0.132334	0.12963	0.0447078	0.122578	0.254238	0.185107	0.341291	0.214299	0.998659	0.999657	1.00034	1.00134	4.820088
23650	-128.5224	-113.9389	-14.58354	304055.5	8.550163	0.0258344	0.0743082	0.0148031	0.0551947	0.0527592	0.0303984	0.0143349	0.0849886	0.0956115	0.0700729	0.0797608	0.139614	0.347378	0.0954594	0.00577666	0.000448956	0.0180963	0.0441998	0.0742989	0.230922	0.240195	0.0670364	0.0177356	0.0823751	0.0445024	0.0821837	0.238669	0.104605	0.021411	0.030544	0.0763096	0.0560776	0.0602333	0.310468	0.128311	0.131386	0.678354	0.997696	0.99941	1.00059	1.00231	3.924658
23660	-144.7082	-119.3136	-25.39463	716876.7	7.634167	0.0621075	0.322147	0.0310314	0.104219	0.0579466	0.0481651	0.0120184	0.100712	0.0928823	0.0679399	0.0817576	0.264778	0.219868	0.769275	0.0252179	0.00049291	0.0220191	0.0826855	0.169228	0.116896	0.166531	0.166299	0.0243643	0.0314939	0.038712	0.00931494	0.777512	0.222857	0.017137	0.0112477	0.0633666	0.239734	0.0394505	0.199712	0.170396	0.185426	0.271561	0.998499	0.999616	1.00038	1.0015	5.286503
23670	-144.4894	-120.1264	-24.36296	384119.2	5.236018	0.135825	0.223474	0.0686592	0.12533	0.113042	0.0628086	0.0442202	0.0351082	0.0589068	0.0502731	0.119254	0.17893	0.459731	0.131541	0.0380525	0.000668209	0.0183606	0.0593065	0.147923	0.261478	0.218921	0.285858	0.0531353	0.070721	0.0072558	0.0179987	0.656747	0.0628595	0.0456963	0.00929934	0.036249	0.350141	0.0204163	0.115372	0.111291	0.328321	0.21461	0.99795	0.999475	1.00052	1.00205	4.937783
23680	-142.3314	-121.9474	-20.38406	720060	9.759714	0.25613	0.0428181	0.127554	0.206552	0.119894	0.0731955	0.0657025	0.0912016	0.0441276	0.0670765	0.279436	0.102136	0.236484	0.304186	0.0402514	0.00104547	0.0559668	0.0443137	0.0673484	0.200463	0.0655569	0.199627	0.0560965	0.0652246	0.00557131	0.0360723	0.374997	0.0922249	0.0319028	0.0214096	0.0438629	0.136193	0.013125	0.0669459	0.0877542	0.263845	0.52313	0.998502	0.999617	1.00038	1.0015	4.50942
23690	-142.2333	-118.4772	-23.75604	158504.7	5.924329	0.137903	0.159673	0.0643348	0.147291	0.0345148	0.0480982	0.163185	0.0815912	0.118791	0.0221329	0.381868	0.139748	0.220078	0.481196	0.171638	0.00122162	0.0167121	0.079634	0.072456	0.192756	0.0599675	0.115086	0.0651489	0.0553779	0.0034785	0.0189096	0.633247	0.18849	0.013513	0.0218884	0.0540647	0.142103	0.0162261	0.0185307	0.485264	0.061237	0.322405	0.996809	0.999183	1.00081	1.00319	5.009761
23700	-139.1376	-119.5457	-19.59191	477464.4	8.482248	0.14276	0.129483	0.0417729	0.289766	0.238369	0.093198	0.113112	0.0374376	0.0285704	0.0452908	0.147333	0.212903	0.122221	0.0996655	0.0801687	0.00214223	0.0357731	0.112987	0.058368	0.177936	0.102884	0.222023	0.114109	0.069604	0.00136719	0.0205921	0.532368	0.186684	0.0254249	0.0263776	0.0831935	0.257523	0.0981559	0.0262918	0.231282	0.0377098	0.268503	0.998161	0.99953	1.00047	1.00184	4.51335
23710	-132.2188	-116.7079	-15.51094	685954.1	8.463922	0.0267857	0.0958619	0.0691232	0.16524	0.192642	0.133453	0.0624131	0.00889341	0.0306218	0.0396666	0.211848	0.0656141	0.257655	0.165182	0.102908	0.00507802	0.0183253	0.145301	0.0844278	0.135849	0.0925065	0.0627636	0.0121267	0.1356	0.00165316	0.025458	0.378674	0.162191	0.0158125	0.0587022	0.208323	0.264894	0.165945	0.0500901	0.137142	0.0395881	0.203582	0.998466	0.999608	1.00039	1.00154	4.03194
23720	-140.2396	-124.6096	-15.63008	453047.4	8.993012	0.0215191	0.144287	0.0572642	0.176601	0.26741	0.149902	0.0993411	0.0544328	0.0579956	0.0108533	0.111622	0.0830699	0.0867409	0.174963	0.145722	0.0166236	0.0305236	0.186401	0.101636	0.153339	0.114955	0.125626	0.0160835	0.0191016	0.00137919	0.0575442	0.309293	0.187492	0.00844474	0.0495897	0.281863	0.0922137	0.170041	0.065651	0.115764	0.0231916	0.277199	0.998112	0.999517	1.00048	1.00189	4.045679
23730	-139.6311	-117.7529	-21.87819	218016.5	7.81577	0.10187	0.06436	0.0232121	0.23755	0.267366	0.289464	0.175641	0.0994053	0.0887995	0.0251403	0.103394	0.0885493	0.0463718	0.402046	0.185907	0.0246392	0.0314517	0.156657	0.123388	0.150806	0.0411524	0.161273	0.0128392	0.00880298	0.00246432	0.0354302	0.18801	0.320229	0.00242805	0.0735356	0.381076	0.0736561	0.0872934	0.187777	0.0155934	0.0225596	0.520261	0.997279	0.999303	1.00069	1.00272	4.8204
23740	-138.2541	-113.9526	-24.30158	463354.5	9.296635	0.035891	0.124513	0.00813478	0.234813	0.195433	0.191396	0.0719716	0.0184992	0.0450555	0.0161979	0.0892917	0.214186	0.10007	0.243733	0.116405	0.0510221	0.0297965	0.220134	0.0692516	0.145386	0.218074	0.246328	0.0118141	0.0413524	0.00686906	0.0293498	0.2889	0.440058	0.00393195	0.194207	0.404788	0.12885	0.0641611	0.279753	0.0201405	0.0134294	0.358739	0.998133	0.999522	1.00048	1.00187	4.971928
23750	-138.2958	-120.5811	-17.71468	882429.2	8.980877	0.0858752	0.0207514	0.0152527	0.278088	0.241681	0.0517323	0.0246675	0.0366518	0.144757	0.00645264	0.134026	0.174069	0.128147	0.167366	0.136916	0.0362443	0.0849536	0.0755845	0.058886	0.328823	0.216434	0.192313	0.0303741	0.0119636	0.0164576	0.132789	0.132364	0.393949	0.00699834	0.145808	0.287849	0.0515839	0.034435	0.0707832	0.0148147	0.0342149	0.273913	0.998647	0.999654	1.00035	1.00135	4.277969
23760	-136.9679	-112.7367	-24.23121	980866.3	5.620028	0.068462	0.01731	0.0144051	0.110828	0.46858	0.209683	0.122515	0.00433541	0.211043	0.0134302	0.152701	0.202766	0.320917	0.106021	0.0979757	0.0365951	0.0356608	0.0843704	0.11013	0.245606	0.126647	0.163513	0.0256891	0.0167949	0.00246824	0.0784638	0.0683035	0.975865	0.00213567	0.286191	0.246237	0.0394123	0.103378	0.0272598	0.0620269	0.00644681	0.165073	0.998717	0.999672	1.00033	1.00128	5.029239
23770	-129.7448	-115.6964	-14.04845	917784.3	7.968606	0.089277	0.0346454	0.0191209	0.104313	0.141353	0.138316	0.0943856	0.0151072	0.14154	0.00728467	0.312625	0.155076	0.0912527	0.0415429	0.085391	0.0307745	0.0351842	0.086898	0.0481924	0.182032	0.127903	0.37132	0.10959	0.0811598	0.00270334	0.170658	0.121713	0.376758	0.00462731	0.0614298	0.238828	0.0180826	0.116018	0.0375889	0.0437645	0.002136	0.0928663	0.998673	0.999661	1.00034	1.00133	3.831458
23780	-136.8991	-114.8471	-22.05191	319274.3	7.083828	0.0216627	0.048858	0.0246069	0.182603	0.0609738	0.0857404	0.136251	0.0189768	0.264343	0.01423	0.37797	0.101655	0.0560118	0.267924	0.0158049	0.12602	0.0272719	0.161597	0.152709	0.152811	0.0968441	0.342717	0.126264	0.115771	0.00191348	0.325679	0.127693	0.475408	0.00138174	0.101916	0.382715	0.0660755	0.194777	0.124059	0.0238118	0.00227156	0.0427541	0.997751	0.999425	1.00057	1.00225	4.850072
23790	-148.1252	-119.211	-28.91417	549536.1	6.248422	0.0566605	0.12462	0.0159808	0.410446	0.0970772	0.0524636	0.122368	0.0292521	0.173763	0.0157746	0.097269	0.755937	0.0209731	0.508729	0.00539326	0.11719	0.0183116	0.130606	0.111232	0.0765115	0.0537628	0.239791	0.184467	0.185991	0.00474318	0.199933	0.306304	0.13002	0.00107494	0.346373	0.448378	0.0383905	0.183816	0.151494	0.238592	0.0023668	0.224381	0.998286	0.999562	1.00044	1.00172	5.880438
23800	-148.1287	-121.2775	-26.85124	572722.9	6.465167	0.0319876	0.0808923	0.0476544	0.207334	0.225116	0.102452	0.184063	0.0659438	0.227741	0.0140905	0.0295292	0.271887	0.0241846	0.323467	0.00195251	0.163799	0.0551206	0.155547	0.308192	0.143903	0.255804	0.114628	0.307252	0.083268	0.0150986	0.0516065	0.215387	0.24169	0.00617463	0.110336	0.845734	0.00626617	0.194423	0.0796809	0.231068	0.00134267	0.128046	0.998321	0.99957	1.00043	1.00168	5.55266
23810	-150.1343	-119.5927	-30.54157	933981.3	5.11378	0.0198721	0.0905179	0.0159065	0.228552	0.548687	0.0989019	0.0265776	0.0198183	0.154934	0.013359	0.0183066	0.405201	0.0381029	0.293911	0.000896998	0.0791259	0.0800129	0.113346	0.225061	0.160248	0.641043	0.200772	0.254226	0.210319	0.0150424	0.0155577	0.238053	0.167269	0.0163947	0.0563053	0.774249	0.00915249	0.287351	0.30308	0.0830027	0.00059177	0.19416	0.998685	0.999664	1.00034	1.00132	6.097907
23820	-151.8249	-122.7069	-29.11803	280936.8	7.537336	0.0992366	0.0787375	0.0152342	0.309223	0.644746	0.139555	0.0117259	0.0115084	0.109507	0.0313568	0.0181976	0.217934	0.0573082	0.154475	0.000934646	0.049599	0.232982	0.0855499	0.118665	0.082062	0.3371	0.485828	0.184657	0.0994766	0.101738	0.0332773	0.303475	0.146039	0.0474327	0.075789	0.405537	0.0149387	0.559256	0.224798	0.109626	0.00206235	0.18875	0.997603	0.999386	1.00061	1.0024	5.788319
23830	-163.1478	-132.4363	-30.7115	886775.8	5.183466	0.1553	0.051053	0.0287039	0.300929	0.391985	0.116374	0.00542201	0.020822	0.581048	0.0141302	0.00618051	0.230713	0.160323	0.0960836	0.0010384	0.229962	0.177004	0.0851216	0.199105	0.0910082	0.134371	0.153268	0.0502511	0.0937489	0.134644	0.0537767	0.223553	0.0644935	0.104958	0.183263	0.562513	0.0347738	0.630901	0.279136	0.264739	0.00861247	0.223327	0.998651	0.999655	1.00034	1.00135	6.142636
23840	-163.9993	-124.8408	-39.15845	840620.4	4.256973	0.0674536	0.0977559	0.00983868	0.272559	0.280893	0.0775912	0.00480904	0.0333153	0.928517	0.01945	0.0175631	0.309427	0.0756777	0.127579	0.00539676	0.437962	0.143185	0.0867517	0.354397	0.426754	0.156688	0.103642	0.0905457	0.0505227	0.280092	0.0522754	0.688171	0.139504	0.153641	0.118107	0.666904	0.230754	0.717128	0.351627	0.0645341	0.00764032	0.147149	0.998614	0.999646	1.00035	1.00139	7.795801
23850	-153.9116	-122.3587	-31.55293	879003.8	4.735393	0.0623303	0.168924	0.018219	0.192428	0.0954821	0.0886345	0.00757172	0.157501	0.277445	0.13649	0.0145161	0.167929	0.124186	0.0486709	0.00364485	0.315942	0.0595501	0.145798	0.530757	0.210486	0.120586	0.118717	0.124597	0.0353043	0.137343	0.0410497	0.650216	0.17119	0.169372	0.121078	0.539245	0.203399	0.336242	0.339831	0.21561	0.0049391	0.0588424	0.998645	0.999653	1.00035	1.00136	6.214065
23860	-146.3513	-121.7719	-24.57943	622673.7	9.044443	0.0305969	0.129642	0.0411067	0.0485364	0.0905181	0.0354502	0.00405442	0.0243672	0.263899	0.149126	0.0357813	0.165021	0.036292	0.0524235	0.0185078	0.276497	0.145699	0.400614	0.471558	0.121366	0.0458198	0.196038	0.0797703	0.0224741	0.139898	0.0437169	0.131158	0.0773795	0.308942	0.0536963	0.185643	0.215897	0.407313	0.315565	0.172407	0.00526947	0.0923094	0.99839	0.999588	1.00041	1.00161	5.034352
23870	-137.1224	-119.9616	-17.16077	776777.1	7.669138	0.016848	0.243465	0.0332573	0.0522788	0.281162	0.0787352	0.0162354	0.135354	0.384725	0.116684	0.0756423	0.043965	0.016357	0.0575022	0.0326463	0.076258	0.124294	0.170495	0.137269	0.0685521	0.0143583	0.207186	0.0227293	0.134085	0.0654524	0.121453	0.101022	0.0662115	0.292866	0.0183981	0.100032	0.158184	0.388235	0.166911	0.0552104	0.00638652	0.129452	0.998558	0.999631	1.00037	1.00144	4.209899
23880	-131.2199	-114.5168	-16.70305	513338.2	10.11932	0.0293811	0.130135	0.0314034	0.0835233	0.0646351	0.0339649	0.0358343	0.0332112	0.046152	0.113468	0.121808	0.0969633	0.012909	0.022534	0.0426243	0.0464538	0.0580138	0.170783	0.0722354	0.226889	0.0328589	0.373313	0.0575709	0.0350253	0.144016	0.0457108	0.126345	0.0421906	0.263454	0.0116806	0.308708	0.464194	0.378043	0.0919268	0.110398	0.00345256	0.148795	0.998226	0.999546	1.00045	1.00177	4.110603
23890	-139.3419	-115.7906	-23.55133	466093.8	5.383628	0.0149563	0.151586	0.0449568	0.0533597	0.090928	0.0851372	0.0368451	0.244209	0.294768	0.0510213	0.0852614	0.155673	0.00937273	0.0585781	0.0271582	0.0143981	0.113387	0.0950601	0.101824	0.247131	0.0324592	0.21927	0.0499296	0.0152709	0.0412789	0.0278417	0.222002	0.0167942	0.093642	0.0456277	0.22474	0.754703	0.849563	0.0370533	0.126107	0.00797161	0.097359	0.998139	0.999524	1.00047	1.00186	4.837225
23900	-133.8714	-116.6302	-17.24114	390469.5	8.767568	0.012896	0.140134	0.0589635	0.0688533	0.115173	0.217272	0.00992284	0.0974352	0.165654	0.0423944	0.0749359	0.171223	0.00610048	0.0743313	0.0709181	0.0194757	0.106083	0.134832	0.0820458	0.135545	0.0319019	0.438415	0.0585323	0.0140633	0.0238886	0.0328234	0.173575	0.0138316	0.0411835	0.0746594	0.198393	0.538952	0.454454	0.131607	0.058116	0.0186815	0.124196	0.997967	0.99948	1.00052	1.00203	4.231461
23910	-135.6348	-118.1915	-17.4433	206728.3	9.529572	0.0173225	0.117617	0.0226574	0.102811	0.0839523	0.243701	0.00317617	0.0485289	0.13684	0.0176291	0.108765	0.17855	0.0047577	0.0739221	0.078466	0.00489569	0.0722605	0.11727	0.130833	0.17126	0.0353034	0.285048	0.115833	0.0125818	0.155565	0.0315716	0.0315554	0.0164126	0.0148616	0.0794147	0.0877436	0.238911	0.8228	0.0700453	0.0550789	0.195508	0.238459	0.997206	0.999285	1.00071	1.0028	4.221909
23920	-127.0774	-114.7993	-12.27808	929478.3	10.06009	0.0223782	0.180943	0.0836026	0.103544	0.0320415	0.222066	0.00313951	0.00595723	0.0468479	0.0132022	0.0500949	0.0655632	0.004886	0.128749	0.0765814	0.00571991	0.109507	0.212643	0.0358986	0.141748	0.0498056	0.232878	0.304248	0.0111889	0.0368864	0.0208985	0.0225072	0.0226665	0.0323088	0.163409	0.0689753	0.332243	0.497144	0.0556451	0.0565453	0.125499	0.0965761	0.998682	0.999663	1.00034	1.00132	3.674537
23930	-129.7988	-120.0646	-9.734167	921704.1	10.66157	0.0492123	0.0884082	0.0388165	0.281951	0.0207369	0.252825	0.00124545	0.00178039	0.0524412	0.0901041	0.101499	0.029967	0.00777955	0.0346582	0.156762	0.0137672	0.0449545	0.0677928	0.0839456	0.110134	0.0498759	0.0656223	0.512208	0.00468116	0.0148364	0.0723077	0.0522376	0.0104048	0.0448852	0.0420785	0.192832	0.24941	0.217413	0.0780506	0.0967895	0.100883	0.0855738	0.998676	0.999662	1.00034	1.00132	3.418872
23940	-132.2737	-117.2416	-15.03211	175014.5	9.999045	0.0256153	0.0231455	0.0620272	0.131725	0.00443766	0.267986	0.00133434	0.00340278	0.119526	0.069806	0.127296	0.0351128	0.0128058	0.0249148	0.140135	0.00479035	0.0500367	0.0451908	0.104844	0.0881101	0.0672691	0.337712	0.24257	0.0283814	0.00705709	0.0744628	0.089037	0.0179808	0.162113	0.0997998	0.0757442	0.293768	0.747779	0.143245	0.0791296	0.0433366	0.0994725	0.996963	0.999222	1.00077	1.00304	3.951099
23950	-122.5024	-117.5258	-4.976624	457712.1	11.52926	0.0104783	0.0523649	0.0823571	0.0209567	0.00136397	0.196146	0.00117923	0.000941098	0.10506	0.0556649	0.0363832	0.0685103	0.0521195	0.0262957	0.100539	0.00586728	0.0297904	0.0141016	0.0546924	0.138047	0.119522	0.185589	0.122411	0.0624132	0.0031535	0.0926584	0.0650246	0.0407713	0.108631	0.086446	0.0876035	0.0935893	0.389864	0.0703075	0.0797713	0.0829547	0.241397	0.998122	0.999519	1.00048	1.00188	2.984965
23960	-124.927	-116.0955	-8.831499	266464.9	10.53644	0.0391329	0.210123	0.0489697	0.0286984	0.00143796	0.264572	0.000434032	0.000774165	0.0714754	0.107031	0.0992441	0.141937	0.0655499	0.0404585	0.0414393	0.00233461	0.0395619	0.047565	0.0333654	0.120876	0.0543154	0.0643273	0.372973	0.0511159	0.0060305	0.029338	0.124436	0.0249277	0.0430253	0.0629831	0.187268	0.062347	0.303647	0.0738265	0.11183	0.13299	0.224359	0.997539	0.99937	1.00063	1.00246	3.33472
23970	-122.0872	-112.1018	-9.985414	463376.8	11.07039	0.0342209	0.146089	0.0755319	0.0214537	0.00183616	0.157794	0.000363362	0.000213544	0.0104074	0.237233	0.0751117	0.279067	0.0937513	0.0544013	0.0649074	0.00429932	0.0476064	0.0221395	0.0341585	0.160255	0.0405227	0.079981	0.147189	0.0952574	0.047999	0.0298265	0.111165	0.0225967	0.124491	0.181509	0.181679	0.0407603	0.390689	0.114042	0.0803285	0.129935	0.0948778	0.998133	0.999522	1.00048	1.00187	3.433689
23980	-134.5933	-124.0914	-10.50182	886167.3	8.118143	0.0246105	0.219991	0.0511397	0.00685609	0.000422204	0.23134	7.78939e-05	7.02373e-05	0.0610988	0.222418	0.122211	0.249561	0.0531404	0.041754	0.0430426	0.0195521	0.0290476	0.0480332	0.0933723	0.130208	0.0538583	0.05069	0.400817	0.17692	0.06548	0.156513	0.0914836	0.0295171	0.0814083	0.106523	0.0469931	0.0809979	0.207378	0.0392334	0.0819713	0.0234293	0.0638978	0.99865	0.999655	1.00034	1.00135	3.405058
23990	-139.9212	-120.9511	-18.97017	953722.2	8.343283	0.0067517	0.04413	0.0370852	0.00976483	0.000713765	0.454214	0.000618905	0.000181348	0.0654937	0.180438	0.241649	0.283605	0.0779558	0.0376269	0.0990974	0.0131209	0.029927	0.0310537	0.178204	0.166273	0.0421398	0.173479	0.24422	0.0559151	0.0168967	0.752349	0.0914214	0.0656035	0.177069	0.108528	0.0222467	0.0490886	0.443395	0.070217	0.0976071	0.00826319	0.067734	0.998699	0.999667	1.00033	1.0013	4.44408
24000	-122.1767	-113.4399	-8.736803	820484.7	14.86801	0.0139745	0.0980648	0.0200167	0.0218141	0.00163381	0.145398	0.000342894	0.000915752	0.0346046	0.0688376	0.128175	0.270836	0.13694	0.00733141	0.149417	0.0186897	0.0295168	0.0165548	0.0585941	0.0885589	0.0700074	0.046246	0.0669553	0.034451	0.00990343	0.461893	0.146087	0.103304	0.0552497	0.0803067	0.00224772	0.0506945	0.416177	0.150966	0.051384	0.00998253	0.0894837	0.998597	0.999641	1.00036	1.0014	3.155556
24010	-119.8905	-112.4049	-7.485588	399869.8	11.62736	0.0337059	0.0369217	0.012479	0.0630505	0.00452786	0.213134	0.000758139	0.00137273	0.0235917	0.0484688	0.183533	0.21988	0.13421	0.00946689	0.119148	0.0291008	0.0447535	0.0137582	0.0796594	0.0676689	0.11443	0.0124047	0.0782881	0.0506518	0.00868313	0.30436	0.106681	0.0893965	0.246464	0.043119	0.00533257	0.099255	0.460291	0.0582382	0.0519865	0.0293755	0.102689	0.997991	0.999486	1.00051	1.00201	3.200836
24020	-128.8472	-113.4907	-15.35648	262706.9	11.94426	0.0447781	0.0454145	0.00451648	0.127495	0.0107196	0.0586743	0.00195163	0.000931095	0.0175541	0.0513206	0.160762	0.245639	0.0660795	0.00951045	0.120201	0.16959	0.0444125	0.0417641	0.117761	0.224456	0.0257232	0.0475014	0.090971	0.142236	0.00899343	0.298856	0.313186	0.068545	0.439966	0.0119133	0.00407537	0.181029	0.265489	0.116416	0.0148928	0.0473925	0.212156	0.997521	0.999365	1.00063	1.00248	3.852873
24030	-123.7192	-111.3392	-12.37998	987241	12.16789	0.0396504	0.0518508	0.00500885	0.063172	0.00445397	0.0352944	0.0013589	0.000512221	0.0172815	0.0335455	0.223162	0.0998045	0.0562601	0.0128657	0.115861	0.183491	0.13458	0.105649	0.065417	0.234772	0.149617	0.022836	0.019376	0.12262	0.0306937	0.325265	0.158287	0.161035	0.251417	0.0123773	0.0112192	0.12117	0.455582	0.0420697	0.0290125	0.0722054	0.121399	0.998721	0.999673	1.00033	1.00128	3.590172
24040	-128.8169	-115.4073	-13.40954	580253.3	8.562656	0.0626419	0.0462284	0.00533074	0.248706	0.00652604	0.053242	0.000617355	0.000274816	0.0371576	0.020789	0.125834	0.0770687	0.0661165	0.00620413	0.0565799	0.125076	0.0983138	0.0954422	0.0810836	0.192676	0.282311	0.0425308	0.0815533	0.157151	0.0143847	0.145418	0.0909776	0.381209	0.169805	0.0565697	0.00675937	0.122674	0.442104	0.0540371	0.0198176	0.0629476	0.251683	0.998332	0.999573	1.00043	1.00167	3.787843
24050	-132.8766	-115.9665	-16.91007	722399	8.983314	0.0449931	0.0740696	0.0105292	0.0459584	0.00114361	0.0236112	0.00496353	0.000188331	0.0315452	0.172632	0.228457	0.102553	0.22619	0.00505779	0.0286066	0.0848537	0.192861	0.0332588	0.344171	0.18462	0.0894619	0.0634609	0.315164	0.160017	0.0135867	0.299882	0.134581	0.282893	0.0738658	0.0358405	0.013211	0.146634	0.242466	0.217401	0.0246159	0.0558685	0.179093	0.998505	0.999618	1.00038	1.0015	4.188305
24060	-132.3427	-113.7097	-18.63302	419122.3	8.522513	0.0382754	0.0755665	0.00949804	0.0616913	0.00170329	0.0141716	0.00430228	0.00048667	0.0295777	0.105843	0.244188	0.174487	0.112437	0.00831012	0.105835	0.0907523	0.0921712	0.0120548	0.323828	0.11708	0.163263	0.00905387	0.0579588	0.075847	0.0305376	0.107954	0.0201827	0.434364	0.0373107	0.0162436	0.0706601	0.10204	1.09421	0.3441	0.0463566	0.0772055	0.0895829	0.998037	0.999498	1.0005	1.00196	4.399129
24070	-127.7685	-118.5533	-9.2152	752893.3	11.13587	0.0509294	0.056893	0.0674533	0.0646065	0.0103407	0.0313062	0.0136467	0.00487546	0.0152693	0.239432	0.177002	0.0748297	0.284259	0.00557976	0.0510682	0.0389739	0.0600639	0.064441	0.166679	0.0411977	0.0510025	0.0101508	0.0520849	0.0815961	0.157854	0.103677	0.0123155	0.548833	0.0133639	0.0393639	0.0539829	0.139522	0.220308	0.0933942	0.0335754	0.0792104	0.15367	0.998535	0.999625	1.00037	1.00147	3.362752
24080	-123.6699	-121.8116	-1.858299	994585.3	11.44753	0.0213569	0.0989051	0.0763518	0.0266048	0.0118492	0.0967014	0.00440721	0.00200661	0.0191144	0.164118	0.219522	0.122539	0.154766	0.00704393	0.0178335	0.0365296	0.0415156	0.041586	0.0437318	0.0376734	0.133637	0.00382474	0.120457	0.068693	0.105153	0.100834	0.0225884	0.395248	0.00200321	0.0307963	0.127133	0.0807399	0.0705337	0.0449573	0.0127377	0.041784	0.107031	0.998726	0.999674	1.00033	1.00127	2.712308
