Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
65220	-127.6084	-113.3097	-14.29874	91432.41	7.730141	0.00108988	0.0594806	0.00265285	0.142254	0.00309626	0.0623565	0.106393	0.0939126	0.000167349	0.138749	0.0606674	0.267961	0.0101193	0.111691	0.0559846	0.0620257	0.0326447	0.0894531	0.0444107	0.00773113	0.000891666	0.0228191	0.164855	0.142715	0.0121272	0.0367079	0.206578	0.150057	0.225905	0.13159	0.569663	0.178107	0.107072	0.0909883	0.0309223	0.341042	0.0778974	0.995799	0.998923	1.00107	1.00421	3.842778
65230	-129.4092	-114.0046	-15.40463	266021	9.155212	0.000385765	0.0251954	0.00961017	0.143634	0.0111293	0.105392	0.103167	0.0433848	0.000365663	0.285116	0.0152522	0.220172	0.0177416	0.279346	0.0852347	0.011611	0.0300809	0.0995758	0.00952351	0.00287509	0.0092592	0.0158155	0.0935413	0.0568242	0.00990691	0.043419	0.139903	0.0915758	0.234573	0.32351	0.319984	0.236009	0.184254	0.323513	0.0159108	0.292296	0.128991	0.997537	0.999369	1.00063	1.00247	4.018078
65240	-134.2262	-120.5834	-13.64284	271247.6	9.200867	0.000269816	0.0403517	0.0271208	0.227636	0.107281	0.126268	0.0317496	0.0829652	0.00190402	0.0900398	0.0148739	0.178377	0.0575451	0.151424	0.139108	0.0543732	0.153132	0.121006	0.00753368	0.00099623	0.00459335	0.0387417	0.0874619	0.0792202	0.0142586	0.0829581	0.219261	0.0762927	0.300776	0.0892639	0.302904	0.104077	0.113087	0.411942	0.0200713	0.135766	0.131041	0.99756	0.999376	1.00062	1.00244	3.82567
65250	-129.7048	-114.6869	-15.01792	381701.3	9.68019	0.00115988	0.0241022	0.101386	0.123172	0.0615951	0.070642	0.0531082	0.066484	0.0064853	0.212308	0.0329729	0.209269	0.0561834	0.193545	0.0807897	0.0253591	0.101957	0.20505	0.00906214	0.00335425	0.0120471	0.0687709	0.0609285	0.0675318	0.0100041	0.0847548	0.18649	0.0681178	0.429031	0.0524547	0.273904	0.150263	0.051005	0.39356	0.0207686	0.149047	0.24583	0.997943	0.999474	1.00052	1.00206	3.962494
65260	-121.6648	-116.3673	-5.2975	361874.7	11.1556	0.000976843	0.00823604	0.0587561	0.0873775	0.123901	0.0694669	0.120342	0.0244916	0.00513516	0.0686298	0.0181351	0.0768147	0.0915309	0.13211	0.0254327	0.0372696	0.0264091	0.0250556	0.0165439	0.000868725	0.00965233	0.0391413	0.0362638	0.201141	0.0344437	0.0847306	0.0551994	0.0694036	0.565082	0.0446238	0.155173	0.089849	0.067054	0.234287	0.0981978	0.136097	0.0733132	0.997888	0.99946	1.00054	1.00211	3.011135
65270	-125.5138	-117.4702	-8.043661	639165.5	11.87839	0.0022291	0.00861935	0.0243054	0.130811	0.0310582	0.19563	0.245583	0.0648506	0.00451913	0.0779352	0.0154291	0.0915804	0.114523	0.127952	0.00845724	0.0606149	0.0227134	0.00489667	0.0197677	0.000652868	0.0358805	0.0235583	0.0570655	0.0600538	0.0431268	0.0811635	0.0573711	0.0270456	0.407401	0.113069	0.380074	0.0711308	0.0803885	0.362908	0.0435487	0.0846806	0.0618868	0.998411	0.999593	1.00041	1.00159	3.242481
65280	-122.5301	-114.0527	-8.477372	413565.3	13.19155	0.00617956	0.0188713	0.0296409	0.120915	0.0112735	0.266126	0.112429	0.0222082	0.00649558	0.044214	0.0761527	0.129779	0.164961	0.12427	0.00493848	0.0834696	0.0236973	0.00330274	0.0131635	0.00124317	0.0333135	0.0864558	0.0403799	0.0307678	0.0892637	0.0578793	0.193553	0.0757943	0.51793	0.0769944	0.210703	0.0526284	0.125425	0.14587	0.046091	0.171819	0.00857902	0.998024	0.999494	1.0005	1.00198	3.226777
65290	-127.5779	-111.0825	-16.49539	448440.2	11.43956	0.0644636	0.0140815	0.0641117	0.0665003	0.0332185	0.0706754	0.0335983	0.0435578	0.00161638	0.0526077	0.0984528	0.086788	0.27007	0.17694	0.00565264	0.118083	0.0300515	0.00442445	0.0331191	0.00130667	0.0181026	0.082821	0.0398855	0.044	0.0439744	0.125423	0.180729	0.0584408	0.689646	0.122441	0.548786	0.036394	0.212673	0.0955273	0.0560152	0.34747	0.0199515	0.998102	0.999515	1.00048	1.0019	3.9916
65300	-133.3929	-113.7274	-19.6655	574616.2	7.618756	0.0435988	0.0290351	0.0663935	0.125995	0.0275269	0.0957693	0.0260957	0.0516732	0.000490912	0.0755116	0.0489502	0.205212	0.310794	0.103749	0.00329172	0.115778	0.0213963	0.025321	0.0714286	0.00118513	0.0136559	0.104382	0.0185754	0.0741417	0.0884476	0.136586	0.329719	0.0792394	0.979716	0.0856232	0.251337	0.0197353	0.294686	0.17208	0.226253	0.177082	0.0353567	0.998324	0.999571	1.00043	1.00168	4.535811
65310	-130.7251	-121.9497	-8.775385	476906.6	9.811118	0.0364219	0.0152889	0.0407334	0.129488	0.0558418	0.0110949	0.0383051	0.0387429	0.000763822	0.102995	0.0855194	0.256836	0.157631	0.2387	0.00296269	0.187812	0.0596677	0.0104618	0.019373	0.000322283	0.00522112	0.118702	0.0158012	0.0250724	0.0494025	0.201682	0.106292	0.0455816	0.349581	0.209819	0.0397195	0.00788082	0.247542	0.0474343	0.268215	0.0806622	0.013771	0.99816	0.999529	1.00047	1.00184	3.32134
65320	-125.9946	-113.8486	-12.14598	539143.8	8.950188	0.133683	0.0274118	0.0619325	0.0419798	0.23654	0.00287549	0.0158238	0.0534304	0.00011218	0.105893	0.0534248	0.278396	0.351248	0.265634	0.00494045	0.0363467	0.0514332	0.0238088	0.0152585	0.000336902	0.0130581	0.456494	0.0119497	0.0323369	0.0313643	0.0659988	0.238687	0.056882	0.405687	0.0752389	0.0473799	0.00590478	0.135265	0.123759	0.118809	0.0321425	0.0455201	0.998269	0.999557	1.00044	1.00173	3.656985
65330	-132.8339	-114.2867	-18.54719	353351.9	8.186302	0.0786207	0.0501916	0.127088	0.0417933	0.234955	0.00713466	0.00525815	0.04248	0.000123587	0.0954362	0.0346692	0.267227	0.389125	0.176728	0.0146252	0.00364013	0.123897	0.0168238	0.0219351	0.00231873	0.0267094	0.138247	0.00723652	0.0703453	0.0703752	0.0115297	0.250206	0.019322	0.659105	0.0587583	0.0341055	0.0121174	0.153947	0.162556	0.190379	0.779963	0.0166433	0.997862	0.999453	1.00055	1.00214	4.395616
65340	-119.4384	-110.1565	-9.281882	834556.2	9.894447	0.0349863	0.140623	0.0589169	0.0262096	0.112609	0.0191788	0.0116821	0.0296573	0.000601968	0.180206	0.0969441	0.370895	0.133379	0.138098	0.0211674	0.00431682	0.069624	0.0209004	0.0334649	0.00201026	0.0520623	0.200419	0.0187771	0.111574	0.0295886	0.010745	0.188025	0.0193213	0.40678	0.0589838	0.0204839	0.0245467	0.109081	0.185822	0.158466	0.267944	0.00640803	0.998609	0.999644	1.00036	1.00139	3.374501
65350	-123.6163	-116.1692	-7.44707	207843.2	13.85945	0.0352554	0.0489219	0.144782	0.0397579	0.0885882	0.0210139	0.0124952	0.04521	0.000799785	0.166302	0.07898	0.185969	0.0940747	0.190548	0.0366138	0.00328673	0.0285044	0.0539887	0.0574576	0.015186	0.116556	0.105429	0.104122	0.135024	0.00734262	0.00584575	0.124374	0.0160673	0.386441	0.0275071	0.0602987	0.0290599	0.0454217	0.117209	0.183555	0.298445	0.00872185	0.997213	0.999286	1.00071	1.00279	3.119155
65360	-125.1797	-119.9841	-5.19559	100483.6	13.42758	0.0613694	0.0411662	0.1678	0.0598608	0.0766697	0.0335647	0.00238133	0.0670392	0.00314963	0.150349	0.107859	0.120347	0.214993	0.0549659	0.0444813	0.0037139	0.0117146	0.0443434	0.12884	0.0046633	0.0941643	0.0375077	0.142406	0.180044	0.0192078	0.0030052	0.0260212	0.0454969	0.308508	0.0964362	0.012159	0.125283	0.0409966	0.0676005	0.242885	0.125331	0.00467853	0.995993	0.998973	1.00102	1.00401	2.971002
65370	-117.2655	-119.1894	1.92392	544876.5	14.20945	0.0333142	0.0712898	0.138518	0.00856308	0.0698123	0.0140427	0.000337961	0.153067	0.00432474	0.266309	0.11977	0.0882233	0.090034	0.0490033	0.0246936	0.00302724	0.0072755	0.0171807	0.105793	0.00487914	0.261076	0.0816416	0.0338294	0.0134492	0.0228874	0.00271385	0.0698671	0.066114	0.198077	0.03202	0.0264039	0.027688	0.036194	0.068817	0.150294	0.0644156	0.0179029	0.998279	0.99956	1.00044	1.00172	2.44285
65380	-125.232	-118.3652	-6.866745	460957.7	9.567801	0.0165017	0.03321	0.121118	0.0190177	0.129328	0.00893642	0.00145322	0.248794	0.0120465	0.220095	0.0808619	0.0878576	0.105253	0.124167	0.0656359	0.00896715	0.0168162	0.0157381	0.226485	0.00681031	0.283476	0.05439	0.0370288	0.0224956	0.00800825	0.0054829	0.0782386	0.236013	0.446032	0.040452	0.00595459	0.0309612	0.0201544	0.0510855	0.162079	0.04355	0.0397938	0.998128	0.999521	1.00048	1.00187	3.11429
65390	-120.5978	-113.9082	-6.689638	440152.5	10.56056	0.0214922	0.0473093	0.137835	0.0191736	0.0296475	0.0281161	0.00487872	0.172687	0.00646368	0.0848892	0.15548	0.112146	0.199164	0.191835	0.0354501	0.0271722	0.0127523	0.0390477	0.25811	0.0253444	0.179492	0.0269237	0.0350083	0.069044	0.0413747	0.00347555	0.0206401	0.194546	0.424108	0.0220397	0.00560009	0.049815	0.0136462	0.07327	0.196718	0.074756	0.0923904	0.998085	0.99951	1.00049	1.00192	3.131841
65400	-119.8608	-116.0745	-3.786284	59732.06	14.40986	0.0117318	0.0955196	0.0376736	0.0347368	0.0380971	0.0328308	0.00554774	0.108521	0.0077824	0.0726364	0.17629	0.071113	0.194842	0.172007	0.0267844	0.0130872	0.0215277	0.0114605	0.216717	0.042582	0.238555	0.0175384	0.0274958	0.0291322	0.0597284	0.00301142	0.0288367	0.314472	0.204742	0.0160754	0.00659435	0.0598316	0.0176479	0.0521567	0.182336	0.156287	0.0323976	0.994804	0.998667	1.00132	1.00521	2.838326
65410	-123.9329	-112.9365	-10.99647	70822.87	11.28168	0.0175383	0.184388	0.0202857	0.0657025	0.0176678	0.0865883	0.00422772	0.023928	0.0475094	0.126939	0.286593	0.116163	0.0345982	0.323523	0.0822789	0.00828005	0.0582797	0.00658864	0.201019	0.0582853	0.385426	0.0175705	0.0324926	0.0778198	0.0338721	0.000641451	0.158848	0.0714444	0.429075	0.0235581	0.00317781	0.0222919	0.00659971	0.0485849	0.280247	0.121795	0.0334322	0.995228	0.998776	1.00122	1.00478	3.51726
65420	-123.7047	-118.7218	-4.982937	49120.8	8.844111	0.0542283	0.0947178	0.0351496	0.0740306	0.0719614	0.0672308	0.00546021	0.028016	0.0340846	0.0955299	0.213381	0.173326	0.0418068	0.156585	0.0636557	0.00716096	0.137768	0.012493	0.0559996	0.0223133	0.162642	0.0265213	0.0114608	0.0450294	0.0216907	0.000936703	0.0900501	0.0579114	0.393681	0.0345558	0.00367485	0.0417344	0.0122838	0.139193	0.148823	0.182268	0.0260896	0.994271	0.998529	1.00146	1.00574	2.843444
65430	-120.2172	-113.5862	-6.630999	269393.6	11.19601	0.0257342	0.0653128	0.135614	0.127359	0.0765131	0.0564208	0.00244138	0.0501133	0.0393217	0.0792337	0.223046	0.215974	0.0849399	0.201998	0.0473918	0.0249354	0.0117801	0.0030315	0.0202803	0.019759	0.0958242	0.0536421	0.030145	0.143557	0.0453401	0.00167816	0.0573327	0.0697	0.534653	0.0281795	0.00189733	0.0145488	0.00976035	0.196444	0.0666014	0.209079	0.061017	0.997552	0.999373	1.00062	1.00245	3.130599
65440	-117.7763	-112.5277	-5.248617	842577.5	9.752403	0.0388231	0.103405	0.0738478	0.0695822	0.0719433	0.0934602	0.00290721	0.0863265	0.0529928	0.0249428	0.0917655	0.227378	0.133645	0.081433	0.0351552	0.0113352	0.0446637	0.0100467	0.045352	0.0937143	0.258273	0.0317436	0.0506847	0.168183	0.0364676	0.000774422	0.0688335	0.079529	0.527804	0.0572704	0.0060118	0.0817914	0.0177636	0.0545176	0.0598943	0.029068	0.0368067	0.998616	0.999646	1.00035	1.00139	2.958137
65450	-127.805	-115.1837	-12.62126	867455.3	9.017711	0.0425087	0.0976245	0.126203	0.0937788	0.0844605	0.0709258	0.00191605	0.0451287	0.1335	0.101718	0.237294	0.0602636	0.0653794	0.0685447	0.0203986	0.0372648	0.0964208	0.0412994	0.120668	0.0354189	0.545414	0.0291635	0.0822866	0.147886	0.0315247	0.00287032	0.0902232	0.138046	0.743541	0.0410096	0.0198791	0.0700563	0.0133123	0.042413	0.0189918	0.036426	0.0778883	0.998636	0.999651	1.00035	1.00137	3.711648
65460	-122.1655	-113.1292	-9.036275	468247.8	11.16166	0.0411418	0.0716374	0.116874	0.146534	0.0527901	0.0534613	0.00355149	0.155578	0.143212	0.125852	0.0921543	0.0211781	0.097165	0.0404655	0.0402199	0.0251445	0.0949961	0.0452476	0.060484	0.0279714	0.415084	0.00394842	0.0699356	0.0791293	0.0891165	0.00180782	0.142423	0.100046	0.569444	0.0475048	0.00629427	0.035758	0.00978651	0.0989345	0.121724	0.0675509	0.0320113	0.998143	0.999525	1.00047	1.00186	3.346158
65470	-126.2028	-114.785	-11.4178	766239.8	10.37275	0.0254924	0.0779742	0.0975335	0.116109	0.074417	0.0758405	0.00330551	0.100361	0.114506	0.0832464	0.0639563	0.0120824	0.0827348	0.0753999	0.0693084	0.0179939	0.0932788	0.127665	0.0720569	0.0511269	0.346073	0.0038136	0.0907266	0.163117	0.0959673	0.00488321	0.0832606	0.0941246	0.79658	0.0278286	0.0139774	0.0236888	0.00489845	0.150846	0.159378	0.0648301	0.0256032	0.998548	0.999629	1.00037	1.00145	3.583986
65480	-141.7531	-123.3802	-18.3729	703434.4	9.198264	0.0158856	0.135174	0.0257473	0.147355	0.225936	0.0883224	0.00270192	0.19619	0.178969	0.242802	0.134736	0.0556752	0.253812	0.0926907	0.0655133	0.0553104	0.0581524	0.238098	0.233558	0.118383	0.177475	0.00130506	0.0264684	0.351854	0.180209	0.00281544	0.0679573	0.0343591	0.38439	0.00524387	0.0153458	0.00801103	0.00802356	0.13861	0.282691	0.0547855	0.035348	0.998485	0.999612	1.00039	1.00152	4.339905
65490	-134.6516	-119.4906	-15.16098	459136	7.780637	0.0157737	0.0515998	0.0940444	0.127635	0.248697	0.140212	0.00417069	0.175013	0.0591314	0.139995	0.19331	0.0327938	0.187349	0.246284	0.0538843	0.0277379	0.128592	0.134233	0.0746864	0.107827	0.207046	0.00125114	0.105933	0.315247	0.344379	0.0127352	0.0572572	0.0442977	0.29949	0.0160611	0.0169932	0.0177599	0.0289547	0.111698	0.0552291	0.0184932	0.0625288	0.998125	0.99952	1.00048	1.00188	3.958322
65500	-140.5935	-119.2803	-21.31316	158596.8	6.623391	0.0285827	0.126654	0.0631097	0.1107	0.164291	0.153319	0.0171052	0.179554	0.140791	0.19965	0.0919054	0.0133268	0.3889	0.206475	0.209548	0.0137453	0.105652	0.227967	0.0524707	0.115201	0.395825	0.00451452	0.145676	0.194739	0.28446	0.0184756	0.0835921	0.0497662	0.560098	0.00676427	0.0237271	0.0362445	0.0805139	0.155504	0.0322345	0.0078209	0.025261	0.99681	0.999183	1.00081	1.00319	4.714165
65510	-147.7567	-122.731	-25.02569	191942.9	8.105703	0.0215543	0.0894984	0.0324594	0.11525	0.136771	0.142843	0.0335965	0.232025	0.189385	0.0890323	0.066426	0.037154	0.505339	0.449775	0.198351	0.0754731	0.06965	0.411516	0.0305242	0.163664	0.222713	0.0258833	0.0430838	0.130174	0.329904	0.05388	0.206672	0.0435878	0.544873	0.00993447	0.0562161	0.012179	0.110092	0.234579	0.0225625	0.00803473	0.0507411	0.9971	0.999257	1.00074	1.0029	5.195399
65520	-140.1831	-117.0842	-23.09891	468582.8	7.926184	0.0452758	0.0903091	0.012379	0.0222029	0.0684438	0.151824	0.0145152	0.22301	0.0406628	0.0485435	0.168954	0.0241073	0.314785	0.436443	0.164595	0.107526	0.0626976	0.175829	0.0176951	0.0403403	0.217124	0.0853055	0.0505474	0.0463475	0.463106	0.0467357	0.205187	0.0435907	0.824881	0.0248372	0.0630311	0.00456232	0.093197	0.428601	0.0438189	0.0136369	0.0853155	0.998144	0.999525	1.00047	1.00186	4.969962
65530	-140.0809	-117.4273	-22.65357	810560.6	6.847948	0.0462011	0.130912	0.0108348	0.0199691	0.0311596	0.204826	0.00765073	0.052101	0.0758433	0.052709	0.121308	0.0266793	0.37861	0.178558	0.429397	0.152073	0.0670137	0.104316	0.0341055	0.0373884	0.19039	0.0254981	0.202251	0.0859933	0.420601	0.0410582	0.406926	0.0505099	0.704087	0.0539106	0.0598813	0.00929571	0.0567685	0.27242	0.0800724	0.00564093	0.101948	0.998589	0.999639	1.00036	1.00141	4.928907
65540	-137.477	-117.9215	-19.5555	512305.7	7.200621	0.0648573	0.103519	0.0344638	0.0607816	0.0403227	0.235114	0.00901457	0.118357	0.0572908	0.0512983	0.202518	0.230026	0.315556	0.0643589	0.0473864	0.112008	0.18266	0.0315268	0.0565893	0.0571482	0.061071	0.0240624	0.0353924	0.185175	0.337659	0.0279657	0.372577	0.0950808	0.347954	0.108891	0.179975	0.0170911	0.0297247	0.404815	0.0946842	0.0129874	0.0955947	0.998225	0.999546	1.00045	1.00178	4.505496
65550	-139.9354	-120.0565	-19.87885	933644.3	7.789492	0.0574399	0.07279	0.0205579	0.133616	0.026392	0.220846	0.00929789	0.1116	0.0277231	0.0882265	0.155567	0.0902022	0.0708874	0.0637841	0.115561	0.197661	0.131181	0.0554505	0.0757128	0.00983276	0.372262	0.0671694	0.198744	0.322445	0.25011	0.0140184	0.138448	0.0695224	0.615024	0.205282	0.277509	0.0150695	0.0245435	0.0977029	0.0340502	0.0339989	0.0944414	0.998685	0.999664	1.00034	1.00132	4.564669
65560	-129.4463	-112.0495	-17.39687	730437.3	9.622761	0.107758	0.0927084	0.00918284	0.224645	0.0235041	0.105377	0.00193655	0.0577837	0.25392	0.258064	0.0761902	0.227019	0.0901196	0.0241517	0.0429632	0.205237	0.0630894	0.0220074	0.116628	0.0017497	0.141885	0.0655704	0.229913	0.168438	0.484258	0.0191311	0.0655233	0.303244	0.339126	0.142143	0.0352934	0.00199318	0.0112389	0.065338	0.0511566	0.0126034	0.0707846	0.998513	0.99962	1.00038	1.00149	4.211678
65570	-136.9751	-112.8018	-24.17334	898757.8	6.210331	0.166965	0.154397	0.0132373	0.143779	0.0164163	0.132835	0.00237186	0.0779248	0.297537	0.243676	0.023859	0.158787	0.216227	0.020707	0.0594535	0.177477	0.0353745	0.0217585	0.0748143	0.00154486	0.100972	0.108505	0.400594	0.078431	0.917337	0.00596858	0.0718937	0.273616	0.685379	0.0862723	0.0256746	0.00128639	0.0883449	0.13833	0.0213649	0.00741119	0.0674005	0.99866	0.999657	1.00034	1.00134	5.117924
65580	-130.2009	-113.5286	-16.67228	130412.8	7.085563	0.100331	0.133211	0.0147877	0.180109	0.0131445	0.111051	0.0043962	0.111742	0.0837842	0.363017	0.0231736	0.157061	0.132114	0.0316084	0.150975	0.0941708	0.0304771	0.0572892	0.0203282	0.00378583	0.269997	0.180812	0.140945	0.171681	0.235316	0.00413965	0.172881	0.124832	0.405436	0.0816001	0.0537326	0.00213262	0.093868	0.0628795	0.0228409	0.0208815	0.230343	0.996482	0.999099	1.0009	1.00352	4.090876
65590	-130.3269	-119.3175	-11.00942	123449.5	9.173683	0.0577515	0.0149162	0.0213463	0.126095	0.0674082	0.106803	0.0121326	0.0503472	0.262632	0.186736	0.00996169	0.0514485	0.0379398	0.0210492	0.13475	0.0383602	0.0675604	0.164524	0.0122449	0.00486914	0.269473	0.105095	0.206499	0.13013	0.254211	0.00322302	0.120106	0.0823959	0.273361	0.0779939	0.0175486	0.00327705	0.107625	0.16799	0.035184	0.0492844	0.186332	0.996385	0.999074	1.00092	1.00362	3.538603
65600	-140.9359	-119.2057	-21.73023	183565.7	8.069368	0.0477767	0.0323224	0.00674268	0.0774239	0.142956	0.338046	0.0441396	0.149413	0.282634	0.136547	0.0309399	0.0388814	0.0711178	0.0925104	0.138519	0.022073	0.0766028	0.27413	0.0182483	0.00863676	0.0903414	0.0960585	0.0789147	0.133447	0.165047	0.0207113	0.083917	0.076366	0.493513	0.306373	0.0459933	0.00891734	0.180166	0.393858	0.105029	0.0334513	0.448938	0.997035	0.999241	1.00076	1.00297	4.790701
65610	-131.3826	-114.3535	-17.02907	523503.6	10.38663	0.0463761	0.0168313	0.011868	0.128946	0.107128	0.0964598	0.0224493	0.106639	0.205766	0.390777	0.0941786	0.0928009	0.10693	0.0918228	0.183661	0.0222793	0.0218199	0.0985747	0.0108279	0.0155866	0.0374444	0.0453688	0.15089	0.108909	0.0343031	0.0162181	0.0707548	0.0417551	0.448708	0.106089	0.0355751	0.0222119	0.29106	0.335634	0.153633	0.0178469	0.335808	0.998244	0.999551	1.00045	1.00176	4.123933
65620	-140.1784	-118.7126	-21.4658	996680.3	7.554294	0.122566	0.0389112	0.00718188	0.132992	0.0800739	0.0459337	0.0240116	0.215415	0.0986065	0.403706	0.126957	0.0344806	0.254441	0.261658	0.149079	0.0420693	0.0105307	0.0985673	0.0080545	0.00779351	0.0127365	0.0262844	0.358884	0.329976	0.149633	0.00530216	0.0501044	0.00800304	0.292539	0.055629	0.125953	0.0156572	0.43302	0.203361	0.138928	0.0208143	0.383067	0.998727	0.999675	1.00032	1.00127	4.772919
65630	-138.454	-115.4178	-23.03617	520903.5	8.0779	0.120022	0.0617683	0.00270885	0.0704714	0.039389	0.17701	0.0193368	0.0808666	0.250474	0.127662	0.161151	0.0347668	0.18262	0.32985	0.149753	0.0932396	0.021865	0.0749358	0.0153426	0.010743	0.0112156	0.0563186	0.379014	0.224035	0.181807	0.00194386	0.070279	0.00516629	0.899097	0.0621587	0.20828	0.0274474	0.235071	0.0872449	0.183177	0.027756	0.267951	0.998239	0.99955	1.00045	1.00176	4.951939
65640	-128.5841	-112.9879	-15.59617	926254.1	7.468093	0.0332208	0.0605774	0.00223532	0.0933111	0.0425633	0.127474	0.00766686	0.044179	0.263472	0.0730575	0.0954861	0.0546773	0.0863495	0.16306	0.224784	0.100448	0.0157072	0.0983442	0.0101027	0.00720355	0.014257	0.0568102	0.365812	0.25778	0.180342	0.00323599	0.0545785	0.0278231	0.604921	0.0329384	0.135813	0.0140371	0.250789	0.0648356	0.0925091	0.091935	0.135163	0.99868	0.999662	1.00034	1.00132	3.987499
65650	-128.2362	-110.9138	-17.32242	862048.6	8.974012	0.0209951	0.0292416	0.00360435	0.183449	0.0556077	0.0689386	0.0133874	0.0120017	0.237259	0.106009	0.0387829	0.190005	0.0777121	0.112059	0.0954446	0.0705658	0.0121105	0.09694	0.0122423	0.0156956	0.0140272	0.0584294	0.315732	0.118389	0.230257	0.00368725	0.145613	0.0154044	0.980333	0.00912831	0.20851	0.00473769	0.287654	0.100255	0.183565	0.0417767	0.0649813	0.998631	0.99965	1.00035	1.00137	4.234531
65660	-127.1809	-109.2142	-17.96667	216105.4	9.136727	0.0430641	0.0598209	0.0107836	0.196765	0.0464443	0.0795194	0.00535238	0.0108735	0.282314	0.113883	0.0109365	0.0698621	0.0284234	0.0712249	0.0586572	0.0436204	0.00648838	0.0625931	0.0728314	0.0223635	0.0228496	0.10401	0.53195	0.177464	0.402822	0.00843529	0.1213	0.0156398	0.737304	0.010018	0.119884	0.00378636	0.344656	0.192741	0.0720206	0.0206828	0.117454	0.997267	0.9993	1.0007	1.00274	4.298837
65670	-136.9124	-116.8273	-20.08511	646950.1	6.397616	0.0667679	0.160481	0.0334355	0.270427	0.00768427	0.0847651	0.000856002	0.0123928	0.218461	0.0772571	0.0131763	0.241245	0.060959	0.317315	0.0879203	0.058767	0.0132094	0.138372	0.0327513	0.168184	0.0177008	0.0729051	0.269049	0.165641	0.246576	0.0141937	0.0608241	0.00941471	0.552705	0.0306631	0.0868715	0.00265301	0.564414	0.0878865	0.0622385	0.0188814	0.16801	0.99842	0.999596	1.0004	1.00158	4.495054
65680	-132.737	-118.5225	-14.21446	550977.9	9.247851	0.0222783	0.200247	0.0351235	0.0760042	0.00763149	0.0341325	0.00114777	0.0251531	0.0684828	0.079646	0.0181164	0.0757955	0.0798837	0.0839411	0.155988	0.045894	0.0258017	0.0953681	0.0454053	0.152416	0.0551648	0.102184	0.258634	0.105877	0.247902	0.0220868	0.159467	0.040216	0.544809	0.093426	0.0415653	0.00428018	0.245372	0.116416	0.341193	0.0509866	0.129372	0.998288	0.999562	1.00044	1.00171	3.887408
65690	-130.4935	-117.8735	-12.62004	47446.27	10.33646	0.0208067	0.111961	0.0513617	0.0324585	0.0131584	0.0628926	0.00201324	0.00340774	0.062655	0.0217741	0.0318707	0.139194	0.248352	0.191762	0.120401	0.0495378	0.0129629	0.0343052	0.0870186	0.341521	0.0496658	0.0543832	0.33087	0.0436768	0.381571	0.012947	0.152192	0.0166961	0.303133	0.136786	0.00792775	0.00310264	0.154173	0.11541	0.158121	0.0133797	0.127587	0.994171	0.998503	1.00148	1.00584	3.701036
65700	-121.3261	-109.0954	-12.23071	41827.3	12.8142	0.0143177	0.0890591	0.0302275	0.0389701	0.00688367	0.0475175	0.0032082	0.00480066	0.0341712	0.0545782	0.0179025	0.156249	0.101163	0.295839	0.0503241	0.052184	0.0203833	0.021148	0.0965234	0.24233	0.0453907	0.0550278	0.688832	0.0324058	0.263289	0.0431388	0.0410105	0.0361457	0.17348	0.0932906	0.0251862	0.00723582	0.226575	0.0312503	0.188827	0.0210475	0.186878	0.993792	0.998406	1.00158	1.00622	3.536792
65710	-135.1998	-116.5745	-18.62528	402049.6	7.146637	0.0293148	0.178248	0.0568028	0.0325623	0.00341604	0.0298609	0.00405784	0.0142319	0.0718452	0.0157247	0.0138649	0.256488	0.274331	0.745779	0.0442846	0.0476328	0.105475	0.128196	0.16113	0.152583	0.0335468	0.0322312	0.23611	0.0238764	0.329282	0.0226376	0.015317	0.0378067	0.250423	0.134668	0.0224502	0.00517662	0.224427	0.0622546	0.486846	0.0169416	0.0720929	0.997996	0.999487	1.00051	1.00201	4.371917
65720	-136.9685	-112.6069	-24.36159	333596.3	7.353145	0.0946628	0.317193	0.0622526	0.0790151	0.00472589	0.0418464	0.00617803	0.0551654	0.0836582	0.0263619	0.00347832	0.295711	0.257217	0.770504	0.0293725	0.0207245	0.0880622	0.0410609	0.183824	0.438726	0.0119934	0.0380138	0.250041	0.0299384	0.232624	0.0597321	0.0143163	0.129828	0.49586	0.169276	0.0155497	0.00380421	0.215045	0.115529	0.408102	0.0447808	0.0327988	0.9978	0.999437	1.00056	1.0022	5.166972
